inputName,size,available[size],allocated[size][size],max[size][size]
values_79,5,"{8261525569015602489, 4074215043785986207, 4356582746297860185, 2425609945752858560, 32780263073091218","[[998231030376037039, 4168462415238095523, 8166802711069010811, 2694527066528334328, 612205344103078031],[7400430510291517967, 3320743765162129160, 601442187737635166, 277702436564850242, 103703835227210453],[8521583240596271525, 2442084134376528552, 4842231018774818576, 5225191028963295724, 4920030800247931051],[5061055299806786149, 3592498985747122231, 5312824121824136931, 7551948804811296950, 2630461776784544199],[8829577534432248448, 3590801089313581022, 6846407512265415975, 8063499639196463691, 1781693086987840934]]","[[7264029054353849774, 7124702758195966569, 6091395007212170572, 1913789705144579667, 4861897617233401382],[8008238754218502764, 58879077214449744, 6206098423649043996, 1155965295623839082, 8861480727647913084],[1486447943748142087, 2957452585063733350, 5819313283322929611, 2603684776818653699, 3695827971241886643],[6950128352888519679, 1660410354636769842, 4035774565603472844, 6984410711955648596, 2085381056882021823],[1211353725666564619, 4316854460230135499, 4426348511616753079, 7316702608633519647, 8550928701224306904]]"
values_78,3,"{4674947882539145774, 8649084208175440106, 6871231324664203779","[[4708503333493486765, 8770319652866104970, 8731376997052217943],[1238428785571282614, 887614087434993679, 2277311796716084913],[4607407170592127096, 2623656453381274030, 8264175600475935160]]","[[2254113694198092680, 5008057130978428730, 1291409192294459545],[4527900821308223318, 2288666821965274174, 9063064326568059423],[4031383634457666855, 5687406864786736926, 804539462229635199]]"
values_87,8,"{3354424899545455256, 7019973528484818928, 3236229747746754494, 124576095005863358, 3288608733599479673, 4474000777918348462, 8744527341330320966, 5150544111334294270","[[5446153366774762199, 6305613674000955539, 5642460980144724770, 7858303912641092978, 2899868559247395538, 2674873082085810456, 1766523532936493311, 6122124125140704743],[5016175305503462275, 6512218572389167644, 1331976818901805008, 2426558641095044273, 3017618028968414326, 2579723983863822730, 3271887098365635496, 5436681066080960848],[1211580957684672643, 1908595587709310161, 1380173986478924031, 6807917926070502410, 7252658717003896618, 3606937185779822219, 3012317005532489375, 2601331785915782660],[868558568751425382, 6480974338870403759, 2761066110648951019, 4270258179476085246, 6635864809809637815, 409926081638074446, 7861308274850315935, 5499331048235891099],[6821034957389603602, 500237889361834181, 5325882703413915440, 5765441910129956235, 4201017253958353241, 3260859185658152110, 1367988285501757049, 2651946490992912549],[5503450762184197844, 6450833073400232400, 5875039195357360390, 7853458473620072600, 2640191398285024479, 7149030245855736921, 4429595675125544273, 4930958492734606738],[807310112191989355, 2242990760214887230, 8144287419209872465, 5784777531516290862, 5291782783334366756, 1814604296730559568, 717542337531180838, 5599732427601129371],[1451758410189908725, 7188668066308609111, 4739057729793796148, 8326303099060004180, 6017207603041940587, 5561560100464596048, 1810488918865218427, 2159633432551442119]]","[[4372758961515544881, 1660528241047349318, 7521198082078459056, 3422153321843620801, 2025391696219850696, 9173478240459200265, 6404770584930936639, 9029104793574565400],[5274140943231368200, 9128901722800831521, 3608452761670528211, 6014568811330846962, 3430346175288886907, 723212307720670088, 8602934991270823920, 684382330976847974],[4007625072798744800, 6243982212649533604, 3709620889903350110, 4127221038494128907, 4991576852125668889, 4502135074973307678, 7159569283571559345, 8757647581180180986],[7748364428855613950, 2085393431370843785, 7877157739739456298, 8140238123662025051, 9118102825324634114, 4201844244541608155, 949092259129110072, 586789743418649989],[2910267343520371028, 4504276929335855015, 8793049450219835635, 3012005647491124124, 3310997820091083656, 4323900530796577029, 2413435397001753179, 3478832093873802946],[7197918742617490699, 591086653296853970, 3429550397461846492, 4098578921910144928, 7025198468349306289, 567097624235050928, 5035957517453661857, 9153507435765721069],[2970122033321194213, 8749367373360197870, 1627032589079190900, 8641713617944977159, 4341041390283143579, 6592450232654342432, 3857811790879878882, 872982293630291498],[6244188899260401951, 6856014493194014, 625950828274940092, 1079815719113438621, 2636168851771553884, 8746818791398907361, 4951585622454473683, 3177245370981074093]]"
values_6,6,"{6442169160404184313, 3978453568706121029, 6168895419176239826, 1630858599956170096, 592784670758450527, 7936262746956329782","[[2393910074462137532, 2295879485388064909, 7952015454551210726, 4469589225987379964, 5009218113568424995, 2624152559127572919],[3225306992843597104, 2481199396731411131, 8020618440848589883, 9073673233076651330, 4191831359649674119, 5887432149224240591],[5213105925254957573, 5851622673579658905, 8238658335673710495, 5771209630816662036, 3344309993657130375, 5676315637933827290],[5354553329260097875, 3655655572092075196, 2256166664118166913, 6995878397261536825, 2363569623808148716, 3110303681680523707],[6984244976540781059, 473567978698483814, 3353984497785266914, 5219068261563338363, 8536336389458684023, 5259689991623605691],[8940355575452929393, 8005420756150402612, 1682554180715989369, 5092814747440812848, 8958763349940682779, 7432066858487592375]]","[[3443484862595193650, 6215246386750548624, 8938970724206625448, 5213520530952344477, 2846224309900000712, 4112754057170228841],[368517304160527281, 4667923969922880443, 422013744461719302, 1242610475343302719, 6371591885122665879, 3095515176973178975],[7966720021422531099, 2045879320799323182, 7618393137533471431, 4647867342028521465, 6821338741346568239, 2024447202823828099],[6613156813462889989, 4497451233885779888, 824864271085449584, 8414291250222743592, 4116751522691107224, 3926716559845559339],[6444420068893872481, 5400003674078935445, 4390690261260443627, 3122621502272363095, 6277426665786675127, 3890998478670260780],[7450082651982847118, 7754818310590966343, 7458602004961149691, 1792971840159594039, 528665256742369779, 7196508347784944351]]"
values_68,6,"{3084609449763078272, 7234721970622191770, 4817426067056119175, 7350174656163169965, 3986752474556462928, 5712714106865879824","[[385323135832600358, 3986242231822282146, 6656868006852052638, 7130497537691501030, 7868225516781314089, 5299640325781529197],[734706801596397732, 7486839171124309740, 3325996172990038699, 4593761547770965885, 2396322322767300147, 3603338798541285970],[7550909655337081123, 1137893818107063253, 6534967989785617780, 5745662060540818284, 8280703259178928808, 5943068150119233578],[3183426863355271802, 7095232847261996972, 8390079526724638233, 1257508145844406809, 1175724793523057055, 1908196311148226247],[5015279453290551029, 7382764882442991864, 2034635223481775495, 548135254409535003, 9198926885011268850, 4902764078740258316],[5178706730452288799, 6392484480999921822, 5835016393702296679, 4438048020549149923, 4793026054210104674, 7258478207358235796]]","[[8449974961067374049, 4575138045867403983, 3250783440826381401, 443407200431249323, 7607667248431032574, 7385892883289123440],[1221940969995246344, 1798672851964430847, 6977024558377653901, 5842037118786294463, 8066631933446079148, 8956118549878963565],[4733828930559774685, 5714611728366602927, 5580145671937792154, 2826800940513132483, 4614005219938294751, 5062415445950026864],[1624624586674537928, 1538441059509857288, 4739194347724137254, 7216583794080512813, 8001522302592302762, 6599333904147563082],[5687811536264271115, 4519808014494029448, 4070312262265174459, 674830575153328823, 2153840573549580362, 4710342804845542101],[8282461295867260272, 5910411960998761678, 9028909000200062140, 4060113601014942232, 1044565659564953162, 501760298613669562]]"
values_69,5,"{5638414635125984692, 3909092972652720009, 1375657533213553713, 917888541719330828, 4480093656121735744","[[528584479233915156, 515317482734763916, 4351253591796322951, 6764276191268428831, 7291843643681128158],[9033190382987668893, 7479825985744192548, 6575234103033663794, 5888219777084807298, 5297072585288982957],[1500333128125085965, 7006159315935355538, 848494072229699393, 3351787740415505563, 760284960385938353],[1418623631777232250, 3124665699967216792, 6776680707306005191, 1494045414898966322, 23467679628176041],[6773018136824071878, 6622941353882672944, 3133598883322142364, 7264741912835252447, 1409499008841091117]]","[[1518574668272403893, 5813850338764289387, 5653147055069681895, 7289584019168894321, 9093447536289906078],[6155341894859993860, 3252703928250345184, 6288193671408796641, 5431310698527763495, 5189703257990975928],[160371042612510550, 7276833200489754123, 5921836792087660251, 8231627327858040699, 2054276468746364826],[7759003392206150503, 6245384478540326672, 4051115539603369909, 8004853125317493122, 67922513042441093],[2872405739803563309, 5119616877925787798, 2186072774772024401, 407014201022676966, 4889494254220399348]]"
values_1,5,"{3159845760986852119, 1129127273881873862, 1879602133629826393, 291492435234993512, 1432569774639407782","[[6635263565466062250, 3323644204008533811, 3967461115242136864, 4118828837070017254, 882103154651949807],[8366756246979421212, 8135682969788569277, 2194716858476592834, 4337635667219806482, 7553069621166123829],[8901151108193380979, 3036933039969115140, 3095108528945479260, 148106174989253703, 1786702241718059922],[769347577838624581, 319284597955600785, 6372417480886892829, 6807236268130895072, 6416457246987477765],[7653220684228238767, 4524078921566136740, 6571021246539179802, 5242282437237875081, 2795073886929982236]]","[[323491590058018967, 6672119081742988412, 5861662756374535477, 4660743989761522641, 8514969575529094096],[235630503822722439, 3034070469055465668, 6452241997121740860, 7971475951203394140, 7522886293742904877],[3802814282117989904, 2067807793301743644, 7949644280414814933, 1627258845825971801, 5109558443848956512],[4439513590213829301, 8302065668923798813, 4951672228074607795, 655141456427678826, 8479757379860120072],[4010350224376308751, 5541227469617920930, 421363068523060760, 4559869089188199033, 8860671007129710662]]"
values_45,2,"{8224244291679086814, 543904350347960174","[[6552935654524013203, 1021070129954189900],[1808303754233003751, 7713756804877847166]]","[[5260983892021929154, 7603670623319706044],[3860703562402257543, 8687750420459578717]]"
values_33,4,"{8351040985698138514, 3188239811595787120, 1508393664914708411, 4407136244134377635","[[8851737921550867158, 4391780647548986636, 7350818495765491068, 3373096320844403994],[7214007668098818310, 1564763517953291128, 3901914972219759475, 2823502982479839370],[4037099370943263953, 2110143333478544444, 5471983725824069819, 8071426661735430466],[6096779888979265409, 4629547011253232078, 1235704124366241341, 2506571736770711792]]","[[5713265298895913815, 3987391692307507762, 5803831675847732143, 5951955932016390299],[6141502246981204617, 7021954323242698599, 90931803260687114, 5496725333224161065],[6228540508099845464, 5299329004097285962, 1127091154519916527, 6875331595734648286],[7512277583666523493, 1901625806997332279, 3909736498364486797, 4877398230110674126]]"
values_15,3,"{7764842315507073436, 3610653869255556679, 6532209682243680644","[[1865537106325271927, 1845805609527242029, 5646627751527950568],[3361532387574458030, 5799985059633480682, 7829473553745970318],[4591388588040124879, 2688128195769256768, 505819866685952354]]","[[4498234431624795743, 8035113594947777509, 6116883730497832789],[2213457146887474876, 5483199099443961808, 3793014964415798646],[885233301912287083, 5622842741543422735, 1320250524306718029]]"
values_93,2,"{4240881843353005485, 6217176736370814127","[[4134601772043427789, 8502476584714770229],[6276218056116133283, 7036224963810808139]]","[[7926955847328571094, 7730616076751358667],[4267335270526368451, 7508556536624138252]]"
values_24,8,"{2115343193238497750, 8131524666349104046, 7429055388871366128, 5782208100007742833, 5562317550722486305, 3813214062534865967, 9014353949887447505, 1794148887833605803","[[5375079813629092060, 2076545915722803770, 2050251591052928358, 2664449223033423318, 3331798354101083970, 1844637972501451384, 8737246327901137275, 4556973868441888043],[4849003114339622333, 8644562375368502476, 4024934132117140394, 6500996528485188627, 1884685503088158823, 8785761140375710666, 2765952648179710737, 5383588079105612373],[2756591140889875743, 6141470568658842042, 980077965002966310, 562194314582231041, 6092247922992716814, 5245318754267353554, 4176444019018344045, 8852657203815543625],[3896493113998789637, 5898383295673001772, 1802491257336602983, 7445500470069301744, 2241359713091832284, 6824866432364943785, 2837734854673310496, 178244911748638703],[5400906686475924605, 247130909689091357, 4868778623596310086, 4510774089266313950, 270202553213371104, 2716703367898395595, 1633915869959153556, 1462286504304349897],[279077418139769954, 3508798470783734761, 5571347272462841321, 6436450810039606597, 8782899366860816141, 1038614399965650319, 3888089132941335844, 3466427845450468011],[1123853630981902078, 5949934810971129936, 2483383687157104528, 1801948894121657890, 1957989532181825149, 8057727762363679539, 8548649082709013583, 9013412017078502707],[4184741805385497264, 6200303258458616525, 447800398895641819, 8716685190213413098, 2961413967785012354, 316555761996516172, 6462573701088771056, 8237532128284071554]]","[[5286646137963514561, 7472407808181398130, 8697877566658506280, 6684303905484045693, 7481835113441200625, 8453487384523975176, 3774320474935082562, 4465764964909864052],[7259978165622154466, 6729143576458441761, 5037339523331834090, 9109648768806771455, 6276756906789202046, 1165969822996570953, 6565894724348453727, 6903322463718763286],[5051564133163953176, 8767611427862990356, 1031486650328264350, 3167974254358110321, 7838573983745200368, 222765061047312945, 574794636991152074, 1228591539575346067],[5319511103320619607, 6056417014746655592, 8632060935575834581, 5416385600837665908, 6587439788795191941, 571854904183111530, 8627602262080486551, 4101031943318433199],[5092091350916572827, 1719557770239144672, 4686185331355119471, 2856145554641011589, 2996017111101946556, 1090327523067337049, 7700304752611594271, 1938014972575837428],[7367434347982456098, 7787382809748458952, 7307198728042613816, 3402372159794302694, 747073089780499746, 2287726797103437335, 873591478492419792, 3981811257499628858],[5384681474895916000, 689735376006656414, 883804060552616642, 946254412269584465, 7278197580900484670, 2637149174037192841, 5834198160153456803, 8209594672278174081],[4991196637882524159, 2952449689264310666, 8477930797063182287, 5176242872559386727, 5032553181426146057, 5502482425713576798, 8943478659235785658, 5692767480968136760]]"
values_25,3,"{9079392871929455454, 5077436355808291595, 443205822104929433","[[6683836971398184783, 5434486688938127778, 6834716127878376976],[7488548323800825918, 5562183534530695172, 2076183975875521290],[3273163255197139683, 3685645562306188274, 3000062944602997069]]","[[781943368719975985, 7035416701020354080, 1565157854884651980],[7728572097923414071, 7482172620088920514, 2493905651396849216],[2749961412849830959, 3225441349039044508, 2173788714335682276]]"
values_26,8,"{3834770684792909247, 1035504373205429087, 1850468394026447212, 2908920418654052579, 2941461810690360153, 1433736781634535370, 3234409993434092920, 7725020623570820223","[[1247289213303780762, 3927657095840444645, 520430653591720044, 5000274681356796763, 6932678476836655875, 3055648357535953694, 1933401651731569801, 6077904552336635333],[4133799922783609957, 432096930115874752, 5309176652149208589, 8844499527553817327, 413638895487209475, 6142393555131268378, 2475552611342445587, 2252714443384684874],[1488318743912099876, 1781432285923093524, 1671936000733256027, 4460117607454021317, 2597672936557236389, 9181639940866020259, 2902512963623697213, 6582786302418953710],[2809198431964370473, 1724838973042901260, 6184296576232274749, 7060860774343915846, 5041300855690302720, 3499146832637879866, 5467629139923109819, 3919544010218554078],[3385761606073602457, 7811571394387252515, 8657296081547840188, 1047352819908870563, 2198751003566729669, 7653307764757932633, 1758206499141133632, 1805496578142461719],[5729356282048938579, 5102852674406081324, 7159829704629833156, 3702062898231682584, 3854053400167563902, 9048974501199483520, 6321313920091157841, 5902523333702258229],[4843096418504344170, 6394695957045774384, 8639356252192849402, 8339334971763580594, 3135201785375287854, 6848998005937282464, 5927307664257598320, 145703072067861599],[5288957324204767178, 2770752271305450022, 7705989712583945293, 935576659205246057, 8882897835292516069, 8888700626056013113, 7741664478061377147, 3039213514654041984]]","[[7378635468277876591, 7924036661771919154, 7429416654348676904, 7281462518593437683, 5784615595530415018, 6415382838241440048, 2001934889852755615, 9135296191924103105],[3967486126016502170, 2027708501495959250, 665026960433108833, 5123425175356149919, 5018884277329266623, 2881272489292210500, 729492810992949828, 8725192777300804167],[5957012789095036623, 2188286552208195688, 1456274125531566616, 3588717487898622796, 1546840574372818880, 1171932371312140964, 5658850808722282696, 4931305760765191398],[6128523241619638538, 4151628859363960738, 8049910259819362881, 4766206006696885421, 7451091554398360995, 817068514601096050, 2320004090130641486, 528038302715609753],[7598356834112025265, 5890967887387893302, 1143676323460696073, 4892216182480768646, 278894949446018476, 374703551371004237, 8314379096006095267, 1971551795154130630],[1492230075090864752, 7611372156140536419, 5499092426910235480, 6810623047075335039, 1007688943874202963, 4363839979164140233, 487749820010539247, 5533998468998512536],[2300249101010918111, 6494772573439268895, 1740516592272754085, 1716194544005086806, 6854225061694243985, 6119441455919232134, 6531673587093840582, 8314427805819639037],[8167021289559802711, 2141241543269032424, 6977269391356108267, 1348780329899731858, 465069239987957369, 3595069735327239993, 3472834396087922537, 1954197864848256069]]"
values_48,8,"{7992188865159265915, 5203768279932576490, 7890817285082831143, 8960427088200043426, 6436964855542464804, 7526168223031160754, 270684011839342693, 8842000853464344572","[[2741619630621456778, 4356058632475036171, 6292999429185265754, 5038660622000101067, 5964746463662507893, 2744589062649655834, 3056400053777757108, 8611694790663122992],[2508291457655885815, 4771671742757542905, 7542978613806039146, 5683520821866664314, 1522884468003659532, 596249149803956742, 8785050030647356755, 7668106666343090964],[9186222550105876057, 1011867785885198716, 2537139506056704604, 2506630031766657613, 8024570642255523122, 896881726169787868, 6370823769235178421, 2987083114110318958],[7249435261983053744, 6141700395913736216, 6460965237929152474, 1399423114716878201, 8320080215188147254, 4684359741028180955, 3053375640501109220, 2811869124040439423],[3896040323179278190, 457810858132815334, 1660821708648126723, 4640353470639239675, 7274676677190498840, 9046720859023296175, 2737915838498698897, 3966380029937248777],[1224093145062991302, 6933105280833489390, 5062336509210331107, 5547039327150254609, 8918603337782699146, 754244434286249641, 681030610318677836, 9014015638384925475],[8141622002875070247, 4471017448011995826, 7908850063090017949, 8959600204014429119, 1256628392228199985, 2978670906213263655, 8327143013776849866, 2489233444026625399],[84334429797537079, 2954982524332646584, 7906142653905373262, 6939061329939090929, 7663585982404219521, 185287715729478698, 7858750436606288587, 4086493239479839664]]","[[7835488447752867336, 7807371627709850088, 4972007655139341068, 8841757623616017959, 969076361669569455, 1921987904567489764, 5210449137474129114, 1557550028043872223],[6520091739612537391, 38530918002774467, 4730475494163249688, 400350395116446263, 5377079758444323692, 5512619529994619412, 9068733472848914716, 1708798758541783096],[5383244437631098663, 1760241587777543919, 4621394440204287776, 2971558085219227485, 3536425320890231933, 6137980551842676059, 2155303365569374103, 1076412024634973696],[3144522971599486561, 4504166478781220015, 7511688399973328995, 2284220901566868520, 495774391724502230, 2905127770026541870, 2479611657702804261, 926249679291652511],[6270768042780074789, 8751987029667027610, 2288512827892432729, 4934216335704914901, 5651614357402613635, 4453922866179521898, 3990873031733060197, 7037791289397752983],[853011446869468322, 9084261373609021163, 6651345865729012200, 6202411176752948813, 2307404529267540724, 7934263472745406015, 1648307645903262658, 4092637541980986433],[1691757980080544539, 3168833083276765720, 8477018637689557703, 7618721206730001594, 7191419184377834003, 2131302269171127084, 9126422749838597768, 3149012990154491160],[880485915099518421, 224256190856415807, 5705232749229750597, 5906997342855545721, 8167984795946965801, 8066064748320572763, 7907238403151584455, 6863934532502193332]]"
