inputName,size,available[size],allocated[size][size],max[size][size]
values_76,2,"{484645638, 1369850361","[[243239019, 667775359],[2071412140, 701193233]]","[[754049200, 1388457042],[789673137, 1433780233]]"
values_7,3,"{1070546864, 1864318957, 628180019","[[871960661, 2133085405, 1080818067],[58424314, 1673978324, 223802199],[1034968552, 2100247137, 289684447]]","[[716955114, 199610691, 893914659],[522342782, 2027154459, 1928976945],[312555460, 2059967220, 965706077]]"
values_50,14,"{1851662389, 1804356130, 1426330338, 457020433, 824169843, 589799136, 305257488, 785312723, 1774479485, 186569925, 585341964, 1897815057, 2144154550, 484634317","[[1610943891, 1931150503, 1136572357, 1623857696, 1009775970, 2057971245, 117703007, 1960930761, 1327942850, 185095680, 1087635064, 1459868884, 1702358899, 1201042909],[794669371, 1628099784, 2025747271, 228782104, 987358598, 190538548, 640521059, 1339272152, 602491343, 1198473681, 1818435347, 1291148783, 428710972, 1890409998],[1849631235, 1028235754, 1318419898, 523671397, 656613821, 2013345917, 533002638, 565371016, 865031710, 390057635, 457487993, 1517536676, 1359945484, 270259340],[122237401, 1525685990, 250118036, 1756712005, 521871655, 1190513941, 1655685913, 1118673361, 1724200966, 904890927, 1049232702, 54261311, 283604875, 1228935871],[1335847511, 599832799, 967545521, 465921116, 228968686, 987795495, 1414784642, 1932818079, 1858079538, 146555390, 931550186, 897103703, 157690177, 41340627],[424840912, 903617578, 2118628675, 2069503872, 953854519, 49062105, 1463126289, 1911860057, 1560641467, 1733666224, 1976613164, 828586709, 1872080515, 644523255],[989088671, 1402397075, 1875801454, 1576423775, 1977625999, 1340883802, 1825239225, 156470193, 485567031, 115354268, 252441271, 699117888, 1824135382, 1608529664],[2046885176, 1139050702, 1316430030, 1531636987, 911557611, 960357704, 101817858, 480836300, 732947676, 1538374652, 1843215781, 664269133, 1166997271, 1294170779],[138452186, 1964856234, 235073101, 117342445, 768922144, 1773068152, 1830386762, 1856255870, 2138856441, 1824373939, 819521506, 1263114730, 1919931962, 905132136],[513811194, 643096640, 1860014738, 863925380, 1743879229, 1671760083, 1310173013, 196667432, 1537210122, 99897432, 1780878386, 766705364, 1556108515, 641524213],[1548239609, 721536939, 143214912, 2056310194, 1704818279, 218999629, 805637874, 1258476458, 999891808, 1739886483, 204173176, 775632881, 1071127051, 1326157705],[1962752508, 1450665277, 954874503, 132421270, 427373916, 657451793, 358054894, 1226392740, 1127988185, 70015766, 2145326389, 853806694, 445613013, 1755246818],[1870283236, 1320954679, 1007149223, 666309094, 1126471756, 1110046971, 2039337170, 872418518, 1459194815, 1198427936, 1498572691, 181247944, 371742995, 769997660],[1820368345, 255788882, 1667313844, 814435420, 1619109591, 329085507, 20213857, 2069941701, 825573446, 509697638, 215051087, 2062014513, 314433579, 1493563613]]","[[706625579, 1394177819, 1180436952, 1401525516, 922696295, 477595504, 917782721, 1873969550, 1325568398, 98370183, 1110339637, 774480061, 1170540415, 771412727],[341467607, 1779499509, 1548790875, 219605019, 2000681579, 673555841, 1952142368, 1572040723, 2094396028, 1440590262, 1648043607, 1031388450, 172843424, 1253658596],[223640653, 1505534927, 2098354329, 249038285, 1581190752, 259954815, 1284228037, 644015369, 554474697, 221001049, 1184332351, 1634277486, 1197634998, 237902505],[2060382556, 585720716, 715358879, 1822092849, 498048226, 1802100004, 1746223911, 153957585, 750758581, 17272929, 2099841029, 1380977148, 188086643, 1887708088],[806117228, 1957165165, 1510590177, 394650435, 613733732, 655060049, 188887939, 11016427, 973090773, 1409614068, 1811594060, 1483352825, 1975688397, 804201640],[691841378, 1487623112, 421960110, 2089842125, 1599959902, 298684281, 1665609834, 1188995972, 272953678, 1928848489, 209579325, 507873909, 1260523781, 428940811],[2103318750, 315059463, 2047094784, 1837958564, 1615873793, 1379467591, 719591157, 1954990008, 323042975, 1631960921, 2090960116, 1233965430, 1343169711, 1320187734],[1735165911, 1619207359, 1427204144, 800517274, 143947063, 718956577, 1474385060, 1663230589, 1153553139, 1707222016, 130868534, 1285541111, 860313561, 1356477616],[560048173, 158655558, 20924632, 1200411034, 1857576834, 1671398119, 989743600, 17602352, 2118518753, 1306735672, 1466937217, 617501940, 723530611, 1131070937],[955508289, 913186568, 942075004, 576987293, 1931039111, 633260544, 492660745, 1203729720, 2012978096, 1266633707, 102070422, 699581456, 1989001520, 561863560],[1984082443, 860424835, 1644261810, 483917776, 999828316, 1755067259, 396282657, 633075089, 1670031560, 613484283, 1922174301, 1717424838, 411356119, 780240802],[90176710, 955709893, 1801780747, 1143492696, 526507672, 1792083009, 1094447470, 1426825518, 76608827, 1417021916, 695658511, 991129948, 1466351574, 966086795],[1759299591, 706858181, 1867417563, 1933704335, 147305389, 684474890, 1008286543, 54445487, 216366728, 1307031129, 1559233321, 336709497, 1504358409, 412091100],[639986711, 839356437, 68238653, 2117395113, 55402999, 51759475, 169709687, 1131867129, 140723098, 418461018, 1885022082, 1861380496, 1938901620, 58076549]]"
values_22,5,"{1761632162, 1927761396, 1960018390, 927687775, 2051524958","[[1791595433, 1146407890, 1575638626, 1021460460, 364469164],[864096472, 2136475717, 263835175, 925703719, 94252596],[233329865, 856689327, 344185795, 271581325, 1245094205],[594302105, 1169079595, 365405439, 2097761689, 1015820298],[1591725886, 1469277184, 1940453376, 2125155985, 1548502230]]","[[2070932804, 506198390, 749123804, 360396548, 220595596],[1745779689, 630293115, 1562248392, 15699764, 1370662467],[1790836471, 1631834813, 1027310561, 952832914, 26777849],[2070471714, 1700257650, 1915041110, 897376882, 1037609785],[112134848, 253513704, 1184776694, 1510102155, 1034573976]]"
values_4,12,"{64019023, 1720988535, 1264731465, 1758836038, 933619206, 1653689564, 1081888976, 1179418517, 236072770, 859838553, 632148343, 194743789","[[1382905164, 1217861680, 829673478, 1465508895, 1973924450, 1989023533, 1360421773, 1171840371, 693611223, 785919318, 1266453979, 692452301],[399356467, 1277930960, 1995384941, 78926410, 20078693, 518930257, 403168496, 319519045, 360405307, 451355956, 1186264709, 1693855153],[1910664736, 1909949599, 683702712, 707842082, 2088382817, 370139316, 1640401292, 2119816493, 749856493, 997131945, 699805647, 770335655],[44349088, 1214813767, 1884345436, 2071129429, 626401276, 136949925, 1889282627, 595717692, 1427872831, 955013420, 1335750886, 1488161615],[299318149, 1320126499, 989556023, 2117656096, 2086347269, 703463566, 981565760, 1664483566, 2066600224, 1029584051, 197772515, 481361722],[53415197, 1547126142, 698446122, 1584003808, 1312613287, 1848906107, 713925745, 1480802901, 338641077, 1257551053, 736622018, 877607312],[668917689, 1420101933, 682183803, 1248361458, 747813334, 608333700, 2030408614, 1166843950, 1337668953, 724857153, 1179435525, 1259632712],[2029035151, 284031405, 1316915838, 1827692935, 1717726322, 1121289802, 1708094567, 7862034, 1878050170, 1575446223, 897583436, 495835363],[1813360029, 484431408, 1991039401, 1710576989, 379970217, 1965442743, 649085767, 775059367, 597340996, 224910194, 370066175, 967415200],[234178044, 2130037977, 1870279910, 946661831, 179557348, 460372929, 2123416916, 1934075294, 1225916189, 937434490, 816773696, 1042188359],[1627073289, 1336239290, 1060232599, 297997840, 1373764752, 936972312, 1100719348, 1083151567, 481413366, 806715582, 1455566764, 1053662100],[1711217147, 992155358, 439160684, 279250253, 1927381948, 1301417264, 1226186570, 1112260823, 1616508783, 1627896476, 1668768388, 344505226]]","[[2065704943, 594988435, 312003904, 1596072505, 1045969579, 1264134852, 1485704917, 145916046, 411289059, 1853007638, 478570167, 638328365],[1851922288, 1658231524, 1751453802, 1768161933, 1384808848, 1202468724, 759456442, 1363467968, 581022491, 180764935, 814664121, 1528679373],[743422859, 1761078967, 1038763059, 2027865287, 2056970091, 209733224, 1286031713, 516712102, 108578281, 1697578828, 2140127298, 1119895717],[59883474, 460342438, 1731609284, 902258674, 98280680, 1115118006, 1184787207, 1155989965, 450659967, 526537000, 587071644, 1204146043],[1956229043, 274610556, 41653368, 2037947172, 1525416745, 399469564, 644765726, 1361090291, 1980840083, 2081502598, 1225372211, 119698542],[1875440930, 1046713804, 143997046, 75160698, 906486217, 1293523474, 1067189890, 1187506628, 1804695353, 1775208001, 1174020662, 1945549962],[1939891818, 1081639743, 306780821, 114262259, 94830158, 2011653336, 1552963826, 574766768, 1631722995, 352302821, 1154383271, 1489414120],[526754111, 373209288, 738174840, 70077511, 242770942, 1883058294, 918519417, 1546524342, 505885157, 2081083320, 696499859, 1354350275],[1998819177, 171992603, 1602257374, 1030393154, 774543564, 195843778, 1231029692, 1626822944, 525542859, 171092897, 326271924, 405494567],[366379105, 2112189486, 2143068792, 67975991, 1066290355, 1924818932, 1559634456, 1227294635, 1481579346, 1670632230, 200030633, 1936972142],[668979622, 47906611, 705732467, 1935511587, 353508879, 480282032, 1401857222, 2108896344, 630264603, 604652069, 574394346, 585017800],[2087497045, 1040447411, 458841666, 1296930612, 1079864851, 179488718, 821431757, 468962475, 675813013, 1022028822, 202536916, 272303959]]"
values_32,9,"{513733322, 1859823542, 1041183076, 805775350, 457663192, 425814606, 335405582, 1817866990, 1330396835","[[1266132776, 358281905, 1173669296, 1791173639, 1833662712, 96813234, 985107889, 1201809305, 1870111259],[1679605380, 2020733712, 1812917613, 579948344, 808193609, 312900753, 897431265, 1575767904, 1368383545],[783616665, 1404238157, 351097404, 1952538749, 60634540, 1804628216, 1592874468, 1468260837, 245358021],[231587370, 1526764389, 1108939559, 243521945, 1953262196, 20085825, 219528426, 602123515, 2118150382],[1523248004, 984441951, 343021952, 902615966, 846404245, 1031930323, 355796165, 1276029876, 1413958677],[1907512892, 2136921294, 1958411015, 1011236491, 1823835052, 707320162, 1032605398, 1892105333, 1528899084],[1891301502, 431181783, 503389735, 1882056932, 2094969718, 1726249169, 1507072510, 1118589207, 873730483],[1072685854, 352218857, 1243429569, 370456485, 1246086582, 2025863990, 1888976335, 710694098, 1494349972],[264592581, 195246147, 1430724887, 1082647270, 572877738, 282382689, 2075097476, 2118219418, 1179691010]]","[[324353677, 1035772832, 1590248089, 1749143415, 683203882, 536296797, 1664754639, 1513849208, 1938626952],[535314560, 859759167, 1041066175, 1563564120, 1061678519, 1582092734, 1169776674, 614836952, 1980553306],[755450373, 1255281108, 378005237, 992448097, 1571771069, 2122891169, 1485376492, 996283394, 1754250091],[358732922, 1249417335, 583462577, 263580677, 202343886, 81893336, 992419936, 1885014319, 202445286],[1000597100, 1429108353, 625846564, 1711787437, 6963406, 1852035510, 1132104292, 208422303, 445937169],[708620884, 1692531324, 757745741, 1444324325, 1010029153, 803705096, 1882075896, 89703837, 346068385],[1739906073, 1702665188, 354201838, 1671024380, 1566544170, 836809818, 1951784961, 1765502787, 1254545198],[376112455, 566169277, 1198435938, 1352586408, 1843303304, 57933062, 1207679427, 1591459904, 2007753266],[1496600374, 134009250, 1297303014, 377884079, 347842053, 1034206399, 287714043, 156587295, 218146356]]"
values_77,2,"{1883648018, 1850899307","[[811020218, 1655414646],[1535335744, 1741828139]]","[[300890454, 1008984038],[1896291582, 409822037]]"
values_91,11,"{1846972003, 2134459622, 483485119, 67447933, 257307041, 404480535, 468030457, 684737622, 1690890795, 487008701, 2140611175","[[1618499074, 1746635455, 1829236009, 2094081071, 53747441, 20733040, 1092281744, 1415335928, 1921730985, 1522789653, 2012326669],[375986776, 1280103165, 944231728, 155667120, 397548847, 282903934, 1945750253, 233323974, 569257082, 26135732, 1868045093],[217191958, 112661328, 2017280719, 1377181918, 224694086, 1601346830, 1622611750, 1343222391, 901427387, 765948411, 2140656192],[1249051541, 848157575, 678119993, 2029627589, 684707709, 2038390621, 406076015, 777047805, 1141695262, 1321820018, 490783894],[936190061, 628766396, 1880722258, 738842277, 957281948, 398235263, 2135530831, 43049296, 1784901221, 1105027856, 1602434812],[1499198293, 970564803, 2097793765, 1282062301, 1707947778, 191578079, 519856206, 312475594, 517066398, 787301413, 2018870310],[392625285, 1868827117, 910369266, 613016936, 1356115868, 706975041, 679286039, 88451752, 277924650, 1011125977, 976429571],[1674380997, 936872259, 1551508421, 64257182, 937736829, 439857636, 1769752891, 557212074, 573743028, 649078002, 382900613],[578484357, 905152104, 444761169, 1966963449, 500558906, 470149979, 2043141601, 2042113397, 1080717091, 888371452, 953039580],[1946355778, 1887270213, 942544813, 644292939, 1599515618, 2133598756, 1151744222, 54678594, 1601991108, 483954257, 1661722833],[1039520708, 549129002, 1840660251, 1857826648, 627458666, 1745324780, 884348209, 1487900162, 1964673171, 235341620, 1243229227]]","[[1124748783, 326715630, 149644831, 918222561, 1243217433, 1079588008, 2137644347, 98475215, 699120009, 63924437, 742158862],[775293957, 2022753799, 1118643612, 661119175, 1506643814, 1451890258, 987975408, 92959576, 613158246, 1892860832, 415446852],[881638421, 2122728194, 209056114, 2143937607, 2085127447, 390216597, 947782253, 1008598093, 353837177, 316389512, 1023695547],[236624694, 1697911525, 580915360, 1824170914, 2109439560, 629826617, 315829519, 617427114, 1322244169, 1480933776, 2001284368],[1760597368, 2110811725, 1510633637, 1223914359, 1008158142, 1778429206, 1310759989, 692214619, 1142585122, 1265680839, 1731301830],[185270315, 136837543, 2104917693, 611411163, 977443029, 1226757752, 1831998053, 319019486, 265633258, 1121753671, 1941681185],[1701322313, 1862884732, 1245521462, 514198838, 1189802670, 306842863, 2064927524, 769718436, 2139664329, 44506846, 1643821559],[1289282360, 461357236, 991287906, 1316964045, 849225454, 386802670, 415835802, 279240182, 1243415261, 686250359, 761720546],[1184042173, 1645405048, 1933199630, 177387352, 109590175, 1331789607, 1776997234, 1705501384, 1649964592, 1568139136, 1182321023],[1885369975, 1157436648, 376174652, 782040136, 1212574908, 957966743, 29389147, 2037735869, 695384374, 793668856, 2109908213],[839790775, 339263208, 1925152728, 1965040777, 714126650, 1843855427, 1224567633, 2138788988, 8764077, 810624463, 1349852723]]"
values_42,8,"{1389424599, 582894467, 447926912, 28254424, 1221050614, 1408761148, 1119867602, 656760564","[[1491062599, 1185839706, 1225214951, 1384638091, 153736342, 1822440454, 1733756271, 47468345],[369728920, 791274992, 1912001422, 68691934, 1529655666, 1837078037, 711035796, 2100030038],[220435621, 1720887270, 1419413048, 1641998135, 2041624668, 1468829790, 1068260702, 498431022],[1798016770, 1663399359, 1431187107, 730271190, 1523377283, 850464108, 1347282103, 372310299],[335309360, 718907221, 1079832799, 129803113, 1649291987, 1921644936, 974541809, 1897534159],[1721021598, 61514312, 2058567909, 1255248049, 1461635467, 1493302189, 520678990, 288407455],[112576932, 1413744904, 811675039, 719501487, 1163823014, 2014910162, 1860058677, 1987526861],[229478081, 775042242, 1578903346, 165352483, 723034106, 646882660, 1823610070, 816505235]]","[[1471066788, 1200445492, 36383590, 2108562482, 152301707, 170254666, 1459504676, 181047476],[507810702, 441214251, 1795668104, 1151390217, 68535525, 1412320224, 82514313, 1112950668],[1285714040, 1868188334, 1738452326, 1530701054, 900635688, 944438330, 689517313, 1345803811],[808417874, 1167452087, 2120987952, 888842792, 152333699, 1995447550, 434277231, 637271499],[776596652, 305629537, 1251957440, 1038822208, 1849867931, 235954913, 1477457244, 1266417574],[1682346938, 586837798, 443587661, 1372711119, 261131889, 1696937847, 773968195, 1211393420],[388986027, 1303659571, 703152900, 1297741817, 94335843, 1311936502, 319962821, 347208675],[212335605, 2041647302, 875368498, 1501897135, 536914568, 820529049, 561849366, 400420240]]"
values_13,2,"{1331292543, 255573792","[[562003570, 1254747592],[1751307516, 136249099]]","[[1696128669, 452054806],[911576813, 1737136887]]"
values_41,9,"{784589096, 1477557682, 40748336, 1184400572, 903373047, 1542346095, 187661626, 1006233067, 70098579","[[1709743126, 613012630, 1302933569, 1906241878, 778631052, 1509681141, 1924159969, 501328474, 1649335995],[981609207, 1368647218, 676314052, 610043545, 127234247, 925437986, 538298606, 1919078539, 1325550820],[587871754, 1908760902, 1213356435, 484484998, 1148669717, 1075649296, 91634646, 294004330, 2006674286],[140995846, 97064137, 875305322, 575855635, 1779500028, 646474013, 420041581, 1269724877, 1222856255],[678968742, 1775363305, 1301966493, 1874054930, 442778067, 1929076332, 37267748, 979152350, 939966526],[503182748, 42895751, 1497753140, 2009130828, 1116973075, 991995223, 2054880732, 1051595753, 191529022],[1459959665, 25888088, 2000024079, 881165144, 248680788, 330695450, 644850706, 1253325667, 1000334574],[16805720, 1029389149, 1620318517, 391876262, 1953545697, 1521596479, 948166500, 1433404427, 619020452],[726795488, 1347480352, 379281541, 1742423817, 2063376771, 1617634581, 1511611357, 1428005885, 116165061]]","[[1924085449, 1223332201, 535515390, 1298260211, 414516756, 819274378, 449133136, 78612196, 665816848],[938855914, 422160875, 1877200667, 1950731748, 1811624756, 464811307, 453094559, 1159758685, 2111568282],[389031590, 1848455608, 802553713, 1011219032, 1325862841, 1604200528, 1730301940, 1265464716, 39130995],[1549961957, 353693126, 1026333906, 638692139, 749460676, 1542131216, 1826610727, 970759027, 155619124],[680003892, 1087310526, 1551274433, 1499504929, 521516682, 179346146, 480349470, 1138370605, 749732752],[1063333054, 1900824036, 1162450828, 1824955216, 1642182854, 1218681176, 2066964952, 823964667, 2085153248],[1871427653, 207907563, 2114737697, 1242590285, 447040651, 483965204, 1644752797, 1418320817, 1487546841],[1551956405, 1257960096, 1396920129, 1683102960, 2078841361, 1859958165, 66805524, 1557871083, 982981310],[1901113921, 338618983, 2133276711, 256111558, 123236208, 1715431972, 717519855, 835703252, 815750831]]"
values_55,13,"{26165359, 592238135, 112725401, 1608530283, 153625044, 2128401091, 271759821, 1478277659, 1457649397, 1009148023, 694809005, 847777586, 1430716775","[[155622765, 620797848, 1294001965, 1344165424, 1469612938, 1848602489, 445955903, 2016496213, 1648064055, 56939344, 1291399270, 1004868571, 1561338237],[1608886331, 664422208, 1418568589, 1395614501, 1083321866, 1369093023, 1333553185, 508882618, 1385362617, 746984952, 1365970260, 95163049, 511946644],[806473189, 1498271966, 491363962, 908992753, 91153075, 1305910134, 570297379, 869260283, 999492036, 771151820, 124305426, 135975373, 1395565211],[1786388486, 414397928, 1003783501, 1043211848, 173468226, 500881135, 1498015640, 145870876, 2121842530, 606362390, 313624199, 1523981726, 1501357035],[882071676, 1997263296, 1173855320, 1391678330, 1635109153, 1701509148, 38276140, 1844081824, 639484190, 212083086, 374296961, 1923165578, 1464311450],[2000241545, 842446083, 1733845248, 838011326, 1240295927, 1603964502, 1228433422, 1890762353, 822738844, 1710100077, 1927539248, 186940908, 1290993247],[1629941877, 722960673, 1509549985, 1177996686, 2140904153, 1937162152, 1161158563, 1242662713, 140134604, 785706092, 805707343, 828803950, 1719495658],[956656300, 1800903929, 467987040, 5725750, 1352247922, 246331912, 1272901756, 402876850, 112058462, 1058205762, 1680262488, 525562544, 1487862971],[207254664, 1296074379, 108857796, 1097312892, 1308123809, 1197119619, 1689904688, 1781898044, 2038708324, 938409937, 819813028, 239554894, 71037501],[1979162841, 1258692410, 78789550, 803210731, 2070571005, 1490782710, 254279646, 1772220145, 1855069985, 865762952, 2147332104, 1442142043, 1630138607],[1740176187, 528407326, 1908106797, 688352935, 1857768059, 967973432, 1870475683, 1319918681, 149288595, 1300060027, 793281193, 403461260, 1950227867],[759897204, 255804543, 778826697, 35632807, 1128988667, 1471954517, 1752826215, 335959951, 1185536095, 1117833849, 981207750, 2090159934, 1856128597],[406302906, 1656506285, 1652892301, 1748822035, 2058601208, 1329550511, 1519469026, 616632605, 975861248, 246700377, 1932497257, 589426225, 2067635736]]","[[172246519, 959009112, 2101278168, 1389307301, 1072583584, 433005046, 381153735, 1235656420, 2031584934, 129731475, 1088113187, 2139813577, 84109336],[707315691, 1212722600, 313224981, 258608232, 206233417, 917489747, 424903793, 1512419706, 1797613961, 709686590, 322441320, 119426085, 1086399391],[2081248990, 1909049340, 1795559127, 1718476283, 1272162483, 1171862565, 549355169, 1765442229, 1175143064, 1333305124, 1487443870, 1469310791, 1694379953],[1786223967, 1706078817, 386844610, 330330136, 460456176, 1395233524, 2110717514, 747821313, 1030059729, 1498492130, 92353409, 1931454677, 344303178],[1767847838, 1650564656, 1607861216, 338585231, 1122998606, 1217169249, 161229431, 1068897573, 1139796592, 967894708, 200623047, 1241499006, 1956006863],[688643210, 1028591568, 2039828030, 456767148, 1789433104, 650640764, 1982460503, 1283347132, 637145271, 28119669, 176706751, 1304373436, 1510219547],[1879171101, 696078102, 1290390703, 305001829, 1806023949, 2018610427, 1091650711, 1384957672, 1598206418, 273741709, 1232123099, 650889816, 671206372],[1136801964, 1709601903, 2064045556, 1420201715, 1565669329, 656543628, 295626473, 1596462192, 112909958, 1151209766, 1917160681, 2018582225, 563814839],[998221992, 1251215450, 817463716, 904685115, 927199541, 297756176, 1410034816, 1324404308, 2057324810, 641816527, 768412091, 1379419650, 1022987308],[184691465, 1588898775, 948847054, 834675183, 1241546394, 1398317102, 639652629, 886001166, 1279111126, 2080136319, 2073599880, 1316350672, 1679325733],[586860478, 1428922471, 1780095385, 1536765788, 466498535, 473348440, 868799001, 319951213, 1928095903, 2029031122, 1016498932, 1622752134, 609243228],[1219027416, 2035769059, 449481526, 887229063, 696051319, 399634446, 1652556425, 1551700521, 468216213, 2020733880, 675182168, 1948189927, 340608451],[164653848, 1070604334, 239945170, 209628753, 1808443727, 813045871, 22905567, 1246739686, 1175853150, 9380335, 1603240814, 1826433964, 1509779137]]"
values_31,12,"{27489515, 248460173, 2078851612, 512035167, 1804703366, 1461349380, 705816810, 2022333178, 1789715946, 111508181, 1093043372, 1291761424","[[1888369911, 1160362610, 196613698, 1895387654, 2007465386, 2140231477, 45353113, 664541429, 1015125540, 341791196, 353026137, 577125386],[41884049, 1425914775, 1531087756, 1188081912, 799219463, 1973390352, 650139817, 1618760301, 359087293, 1859969353, 1497428535, 675070147],[2003046983, 1465914544, 216022278, 1341000084, 1802628982, 736455473, 1320084117, 1808612530, 1629226898, 286228210, 1581821815, 1763309375],[1595584632, 210270450, 754973718, 2076180992, 223921489, 1988225697, 645149780, 54395510, 311702782, 1999867912, 1090846127, 1148253589],[2608305, 1565737374, 360633708, 1893855280, 345050868, 1679579496, 545869183, 2097627492, 716410366, 1517768792, 2032618392, 505205550],[637857857, 187074218, 1894093588, 794259492, 1586148245, 236583147, 1309890546, 709264780, 2119567436, 605512904, 1882325433, 1661996370],[837099556, 1677182161, 916013879, 1724120418, 1260980235, 1862178156, 69040090, 1473800658, 102185540, 126489859, 1982770996, 539152145],[602470551, 1531284487, 845058736, 1802711080, 565702888, 813940402, 1704213531, 898038816, 77620740, 833251891, 1760343709, 1336163594],[963331684, 1235377249, 1012757886, 134787269, 253742481, 870151149, 437216309, 147073680, 1927805305, 875585573, 482044072, 1486699285],[878511947, 1903512744, 29660745, 1621850879, 2124704259, 459221250, 1260700738, 2112612323, 1498765413, 1666181131, 943391193, 1218134295],[64701554, 29305775, 295596841, 1188404100, 1072674139, 869043276, 1755593978, 2002912717, 132112628, 112068990, 1840749897, 1987703427],[1499464463, 89990927, 85652284, 118933006, 502198370, 809752185, 282380348, 1100850006, 1493309931, 569240765, 596410402, 680273110]]","[[2096205072, 471874237, 967807217, 1686806277, 1778173930, 1933883133, 1490980367, 26401326, 1209376234, 1942191336, 246763508, 1228369947],[884708997, 1349596444, 338684770, 450813644, 1644534260, 1492958153, 1521459769, 998661115, 801432846, 1759695555, 968265220, 616602452],[877739212, 1742833014, 506585555, 1076239349, 1125934487, 147015381, 1780545205, 2047372519, 391144337, 728729142, 1528692434, 1548210434],[370376580, 251981514, 622413856, 184145728, 1572477007, 67166453, 1013716088, 483430175, 1102525292, 1429762450, 1547423311, 1777132079],[430711426, 2029602274, 1782424703, 887009586, 1545391054, 488807579, 2083569605, 1841193736, 1700376261, 570797553, 549570632, 840465376],[1890364656, 178249482, 1074337484, 1129196882, 409730756, 957561699, 1173814811, 775736693, 1157443603, 1119401010, 1667750188, 617347234],[1655615795, 1012139333, 1460859314, 1972289722, 2078824031, 1369565748, 841852696, 627298715, 769145687, 1468250412, 751952748, 511606454],[1893387341, 1102036217, 318092288, 933245911, 693161639, 82944285, 205192064, 487555024, 1477056310, 1165736475, 654312813, 1069233789],[1795494178, 793591439, 513933480, 1084555606, 1720060302, 127220795, 1711306193, 1257432084, 1453818928, 2033124036, 753630779, 1065145138],[1328245294, 2095515951, 261053936, 1750974504, 1767420465, 486287743, 2087433438, 205197878, 348123307, 848080494, 1622507490, 321610865],[559791110, 747558954, 1728010644, 437369310, 1102567242, 342220530, 1984786710, 1196530588, 54109204, 795914113, 936763877, 1729895190],[1762572218, 801256761, 801568982, 172303957, 1096350836, 407530195, 650369074, 992841399, 1079560625, 1397690514, 72030000, 1375037397]]"
values_66,9,"{395300546, 891951861, 337203004, 843881066, 297371078, 809731023, 993071117, 810682526, 1712871383","[[1786317981, 2118929656, 713479551, 459374010, 247375845, 591653028, 1003052343, 108035206, 2002408489],[260415478, 1966334882, 1895071716, 1365716626, 1685519404, 2009000359, 302865049, 668359642, 1447940747],[2093579644, 2080180847, 1120260078, 1734253723, 541995931, 1057970496, 176159333, 2123908426, 1754603984],[902028181, 1488016337, 793908583, 1579156374, 1350949614, 1656973435, 159587753, 807229437, 1585656725],[476370412, 1392925584, 2113492097, 1935930283, 210643538, 19050647, 983394643, 1701493196, 1516460405],[1930453027, 2030472083, 402177372, 1413605960, 1530527703, 952358832, 1126297303, 350060916, 1148398921],[164394502, 164157100, 1378593134, 222450349, 4588776, 1187001710, 1817487305, 522531998, 1501310526],[12950522, 1134231517, 2053214715, 1234986320, 1621392812, 1502797648, 1589341590, 1184957178, 245332162],[941742908, 1041824550, 1346631245, 550180914, 1448470536, 2021691990, 1250773924, 214231405, 2007922600]]","[[348227378, 2146955500, 1329812965, 517266485, 609630355, 1019437556, 68644969, 1403961958, 627138915],[1574131597, 1890583457, 1920120942, 298638969, 1977434449, 1520295671, 1434472339, 441505244, 1706622131],[1801500705, 1638795540, 967371532, 1818186267, 2091711215, 11702538, 1635859930, 1129856770, 1671249701],[1398614990, 749687025, 1009797164, 1190719284, 2069827783, 1909735905, 1463083862, 531475196, 590419194],[830740825, 82094125, 619007965, 1889495676, 1668706267, 659821871, 268240637, 832222208, 739254233],[394319595, 1220360122, 791949153, 1711470566, 1563104636, 1117950788, 630475719, 1812229541, 1310396822],[924397274, 356740899, 1679866747, 228899756, 1665247878, 1441683950, 1228633338, 29179842, 196257956],[1648271542, 448807201, 915911469, 229147639, 551160987, 247454040, 1931014032, 1971140196, 800163417],[1055100119, 216211836, 1029132628, 1762003915, 1835723104, 1594729077, 1642270877, 1267350646, 13425646]]"
