inputName,size,available[size],allocated[size][size],max[size][size]
values_79,9,"{366342366439264350, 4010695629044131343, 4794071995652359458, 7208657576569514691, 3567394355997373084, 1055166705811969859, 2190636232967356338, 1633676829691684331, 11685507601553679","[[1917049501947435695, 3300656418414970063, 4313433559413465380, 8380600790866045515, 7121088710271351282, 4219696456427450475, 5781357532937277784, 2989722476633080932, 7327247823793986646],[4902436546068058335, 3601669995351816464, 4915677300393221509, 7000956410836957986, 2506175600334686764, 8375338025597753914, 4185416519822596766, 909503612861698425, 4239022617309294057],[9042223646537155910, 6881611347609366634, 313364426953118445, 4328322653928797563, 671094138618058970, 9127733674356771022, 88933336327630337, 6128516667452400263, 7155805233723667461],[4452775540432749897, 2618819632001823011, 5514050529022320943, 576255190914384305, 3247174243639800161, 6677653208096017167, 2382471140963620555, 329624644655180728, 3631934153104191773],[4034139978453323357, 6980913335604845019, 3598372338728597, 882373140977761831, 3324495362411176697, 7002127880527504968, 4077683897270348963, 335093962413585002, 3024086370419156388],[4195206975578226287, 8720291659798545184, 9220502886280928771, 3929848369986476288, 3378654891335955554, 1977848806994064405, 7007380034628115342, 4789310826231419281, 4922552296569322039],[2576432015811033914, 2353372517612627108, 2139729358854925963, 8487112773380988244, 4700409658678824248, 3343010126077367054, 3224176202729011668, 6119430682696004683, 700706298178610441],[1013342484670587370, 311471626963979336, 2851025253301010402, 8322231178790176514, 8961741578895081960, 8469203440399235192, 6609761179776476188, 5815571011244127254, 8613089306881273542],[3057236754033516353, 4241195248397412584, 6985772532523656694, 3234405833819721412, 858053025663012953, 3220404477889851083, 504857828997897170, 8324634356870661688, 7549818995819627582]]","[[1304726522389704651, 4450551072104410193, 3311282342290785629, 6406042753008116869, 2593876265200347216, 5434559384017003161, 600558075496119555, 2725237533342716654, 8948091174292277557],[705958412511047329, 3014199374565255408, 7090412872109287742, 8730902533335971543, 5935423484212878826, 878804360497572537, 7444468180682624218, 1472512981624000927, 3184310745145644130],[5506139881256314777, 8245722803301128875, 504590133188815484, 6872598403367039634, 6491427527374083889, 285130898950573716, 5315860472448009268, 1035765409253757165, 7502234563444320324],[5388198556267839985, 3015087622689172724, 8563623744391674555, 8846778559745032244, 6594906013608959854, 1347755424132863522, 4668439057616393451, 4610088163566974505, 7733105916249127994],[8202236608859614790, 1269565382128671841, 6037230092076165926, 2103012704655254737, 346583413760899392, 6141037822321486040, 183941392204337977, 5776047928356953069, 942220502324629256],[3727393666055483136, 8531437568841579240, 3380381282252177016, 6633132055683603334, 1827075311873043359, 1275437358681066942, 7117401266205149259, 2543694929682049677, 5863756784577419947],[3140373150493184317, 5238691540824362467, 6766745729268138368, 4124853760619748489, 1843988317282550271, 8713923899324381277, 4636711425769497849, 2340253674975693091, 2920568046267116933],[8025663576259189605, 6009784406133401160, 3454077887625695661, 4030923983880301989, 7771260315072664579, 4916094200138750868, 5580174839968002854, 6640437897367300592, 8273879511199505942],[1315473531423617238, 4774345285920726595, 933546859326136332, 9078337428308302236, 45438781135751810, 8628442905511624443, 2834654275588366832, 4755083853530123688, 4141593672570894032]]"
values_78,6,"{7872832464197869408, 6237652924992736892, 8311188302635145615, 6167882785959866788, 622552012474349251, 2155692275761661582","[[2265425238527581732, 3217488448353277129, 9062727625648670362, 5327177048735091626, 1399692316127586714, 4637582092395371767],[6508660960623831989, 7889475432626000844, 2568818196583100927, 601819935036611410, 4600025954306940357, 5312802128219443929],[1153697967607813643, 9128985583770062004, 1591110935510916580, 6827316642070796041, 1631069822118446467, 3593414303108802384],[3376061512739775808, 3788660385446074786, 2461253599348454007, 139794462606736985, 8731719303425001047, 601587009329512265],[8019444518572782498, 2142085260669668422, 1878960293009800100, 3568415537785203105, 8721645028529268621, 8464818894207159552],[2524098341115883363, 4186389120092741279, 899773193289234153, 373361877380376979, 5638700232088234901, 1951201400201789676]]","[[2361948671748040738, 4997505890831003758, 7857479035514865442, 3878797812277357014, 695200177988752119, 2215274825163623270],[2013985426040086099, 8219182654224339813, 8608746797257522698, 5952009022991216683, 2956833715877833343, 2865121578782381060],[5954329672640297232, 5959903758573385548, 5279202071070720148, 8533533467686917250, 4172118298445266356, 5224608867376351008],[2799043543094924136, 6223085086126743044, 903204428318440095, 1366980117574283709, 6102945617430207938, 778972432005562477],[1601860387136662935, 5848584612700988672, 3142870049047293514, 1792990633651052114, 132714684994137663, 4871623957314424398],[5017344118138519980, 8650145755751959752, 6634373400602696764, 4190809989763549684, 6601674993861555383, 7555637247106041744]]"
values_87,5,"{6140904365674616857, 6100174131421749567, 3618113619338114932, 236833562160628820, 6610653338618842253","[[9139479998140988855, 2693601794251002590, 8258352750262530846, 7628555271981914687, 6192912158778088577],[4725727157042284208, 2778789320049994757, 397560155734747242, 7343080375918428332, 8513279195695239533],[8852348790224062341, 45918826390313921, 505482238219536904, 1370835884874398566, 4626210411078668022],[182605656664798112, 6490480406558555901, 5012184201332221369, 4759888267145293505, 7487607519511562356],[5740018780517682887, 5463508277034005949, 7509470098439241636, 3477373278198952897, 9011437234580635707]]","[[3821863913706900192, 6012711551568992627, 7445642556652957268, 426909285848187106, 2921869309771105804],[4416454804220395174, 5446720303393118922, 1742060381327489596, 4246821269739088991, 3817663386793518433],[5267807997191895353, 2488971463400786957, 1053917402769776450, 1166551311523058032, 7878150939238665832],[2432910976250124573, 7886810935385412717, 556158791785173837, 707969902656241200, 6102810577957954087],[3591986381159211062, 6293168677710813158, 8727997404021626700, 2879387603991441186, 6456661765628743269]]"
values_6,8,"{1372624340990185316, 8433548639565724585, 5585332191534370657, 5116481248773757338, 5382308610106608439, 8907262662238888107, 3766649363241016079, 5168235878847772114","[[7027367650388322379, 2851296514153889673, 1744858453594303722, 1388255780589597021, 1235483030734775749, 1509403636373168740, 920190850756158663, 1677590852110654871],[6224839461545042743, 2484114589599672592, 5470059473106133078, 7781306560899174034, 8030247818095603309, 4606685716123858055, 1091460132936420160, 9055442846180225253],[1972907845338700638, 2404863729354463182, 8394512897383212210, 4791083981070116780, 2928987238382308859, 5080584346333387051, 9217667000725482479, 4157796569352421720],[4693264057975164889, 6761400268841634037, 1347389713044268093, 32335591522252638, 2710016392794258931, 1421674586742582439, 2418850172478865035, 9180808138976789824],[8541787367133958735, 2607308160211796974, 1076355477151125635, 4377651049163913819, 1727686152476321306, 1112898049631557927, 7820373920370682403, 1724670792286454073],[3687556670157001440, 8036089110477523145, 7813350350355222948, 7386387355746706422, 899849489592984541, 7134651074414757413, 2209796637755312594, 900673705554040871],[8527343215276929408, 171167542345573269, 6881091250522038371, 8267402969017794177, 5360467887570456828, 3770143888151081519, 4754777634030807839, 4492495664526777056],[8206315382507759317, 1074263602598386384, 2269521236211008877, 9177344465765366308, 5147018021762165172, 565699895572153699, 2453737309162327881, 7584384170619779208]]","[[3315129996617798380, 8663152169260322614, 5170390564368033154, 5299573472562094396, 3219391454358395453, 7645611219986348235, 1272718897571697507, 2195686147614457446],[1701800209402065947, 1382625684386284362, 1446659775988650353, 3740547108825683718, 804802939184224256, 8070432740573661911, 5534445833629000084, 3349309392192270844],[4634221438133429475, 8057156396770561773, 4608482888494432457, 4553534284153611203, 7650641528270103926, 2001835737635457623, 1056869156509454449, 708428198705974332],[3192378756334457943, 9217765554798112807, 2737322482517666318, 9117780953376923685, 1116547490658955041, 6117337296427783366, 6775356468046479545, 3952136430133404378],[4812982087343710342, 1312549034655228992, 252468227954556547, 753345891182335163, 5582967161824194085, 1906772290806138941, 8581287729826069428, 6757738902393772538],[8639013334583965339, 5847070328629950516, 7163884828703595354, 385331382375653334, 4392020610779909986, 2513186931049730346, 3315860208000898290, 2544840894195762185],[4814078681880005814, 459524289267092511, 1597914417440978560, 5146379206029245839, 8868661366180208030, 5481241629283130503, 1796669054474974832, 2520363182531871654],[7703603044536827672, 6479773338254439814, 847046502824649680, 5477573660569255160, 6479804698972156602, 5588912234946388539, 5309793047444320506, 6324810382816492999]]"
values_68,2,"{2585669507763554023, 668859325957490676","[[7434201256740969080, 2702950542272099289],[1393892916274913743, 7749276967117911793]]","[[3362620286821221379, 4836977950527350365],[1205840154461924727, 2731518747209732728]]"
values_69,4,"{2014914870097721556, 8108678846202406113, 6243547465308825998, 2377292289936473037","[[1773476541468519607, 536418340950690329, 201386636199112846, 8170244592097026972],[6518044348336732201, 5070774967813114775, 3759464248096803021, 598508505648522545],[3130377106490775442, 6750890082992354594, 877508986554344270, 1317336510920829502],[218500860375569387, 7956113632545315304, 4610506847244404403, 5182969602186657473]]","[[8810024474330757570, 4001599152441932457, 3369994223718209316, 8388308593692302319],[5706386053106124878, 8206205926724202075, 3226354102078497690, 3477575637314158800],[2925188833376358473, 2094882742976134607, 4306669458089064010, 7479459435479085415],[5965882986594622748, 114039423631473700, 8855920231967279299, 6590076044243078025]]"
values_1,2,"{1986242122321522068, 2192187613098213573","[[553294791509424573, 1841681347591846201],[2096972190061706077, 4168334610621031341]]","[[2737227839730775685, 5447461581325151344],[4556127242184309109, 8325297004526409172]]"
values_45,5,"{1419640877265129351, 964193141159250357, 6070910139167564577, 549613604760136717, 6785327245845704552","[[3722054437583499496, 252902767403492604, 7118766399055687162, 5049804950858730140, 1996228461215341496],[9102532985660515772, 453047709427990484, 7112324845060384058, 6294930194409414316, 1212202602846406895],[626352477002356549, 899097973465170690, 7765463124546228900, 8986774263561845936, 4198747466642433858],[4025366537650091485, 5118555154822851119, 9038790581109260905, 2870321172103993453, 5070909232385102837],[8508288372665082334, 5451495512757047764, 8685968568589979811, 5505537333542782069, 284051402333675805]]","[[4023547786460686352, 8011314543586184330, 512018696920188251, 138974140482933333, 3104425483488107132],[8104320219358032956, 8305335238371148398, 6826082563284544675, 2553522184921996284, 5716765238643248897],[6878898987137796139, 4936526851436605939, 7495296890592511256, 7912654336398795591, 4445454044757290103],[1815580095288676716, 4061735828917539740, 2318844582297383597, 6797765247515697971, 8343922545742433970],[7859126487812057917, 7401860085726702128, 1476346258037495700, 2267840611803664773, 4874585394778055069]]"
values_33,3,"{9209254618969217285, 4123236937488961055, 6704574865152480432","[[6989613306860044673, 8876014882958461813, 5119290415371608065],[5209228984905654633, 6404336913675323508, 2904322592602675779],[6828056170929496094, 2844984704441417147, 8384156335634334744]]","[[9151448259965125513, 7167689187768994744, 7576003693518769336],[2558669793728373265, 2442198807414760079, 72818570436692436],[5490380627798917908, 271312115494208349, 8613707192862581981]]"
values_15,2,"{4306012977962894359, 7583579265104420455","[[5867866769476423359, 2242568928927256663],[5538266638447473834, 7697095669928230559]]","[[5955772737371639180, 8313913650102616928],[7044376283769672525, 2390207958913517768]]"
values_93,4,"{2607361204163904443, 9139424875883567977, 5333688758515419008, 6694542272578352719","[[8953251233626557486, 3636535013500990416, 7177993667499877381, 8776971267209082329],[1321878013661784280, 6183077209324696771, 6871054241953957191, 3112863786441742396],[209216329016683626, 5238486353118946800, 2522886119047821812, 6373372818599169949],[3492119595970623900, 3230613729744873699, 2685431308466916738, 6007694504171928922]]","[[7016096361978947040, 1148150044624424180, 3253609486823421026, 2780823545382394942],[769250144237019436, 2309773035548175349, 6205938997743721292, 6581202856810638398],[555888549818138568, 2689071361938908866, 5764829701429057590, 7722879385129814565],[3684599557872317463, 7968950577968104273, 4823617771411792278, 1901956119727855891]]"
values_24,2,"{4332411291766637013, 7352879177465681016","[[6628993121282299102, 7903886462713441525],[8065012370081981518, 4381350573317127022]]","[[7343335621426039507, 1560737363108964434],[498904553526287532, 5464435493901928543]]"
