inputName,size,goal,a[size][size]
values_7,6,202,"[[7417855101069667678, 116111925499701038, 4082760636286699504, 5489123244625149646, -3927797060810500940, -2597214627951819647],[8612540950363875133, 5558240296148379201, 6761221913589785214, 5657657192053588410, 3107062413854824184, -1356326866478458303],[-877959577010092350, -6405434326460707864, 2926869378937332652, 1204537527380552542, 7223114198482661499, 883842993100436133],[611693700024322789, 8248335606377561184, 8881601924388003627, 8110313100412234350, 3650003555813921888, 533101434167975213],[8938413059999782862, -5365278733805059616, 7249462082008092886, -1305597643871905783, 4403120282046832895, -5997972753954048542],[7705745488601198706, -7636435646256462437, 5425974122130630878, -5665847106698917534, -5302615081444305199, 6007597855100402897]]"
values_50,11,143,"[[-6718620538276843670, -6502658537215501775, -2189092614040209370, 4881887811961066402, -7635351560655708426, -8312128166916512163, 3885324663179392484, 6032636160441921070, 5622097362419918718, -3883073681817038190, -1562208140159933192],[6986863613452478498, 8672393929391528137, -2666098272619522575, 8190337877654657444, 7747056264776752084, 5699334320782654567, -2300675488125443261, 3429890043304424432, 7544781149438233070, -1184474718879361077, -6563320154119256709],[201848657956208473, 3744576127478118711, -8064699288587384560, -5850092283267810710, 4013240476905695593, -1828039069733685437, -4001702397075700587, 3052641458717225833, -5348149782670326090, -7409674381413998119, 5014103292937347346],[-3929208982573429439, -8789822723413745341, 2502208738494943166, -2241174147361621533, 1269702240557739739, -7778498500969868841, -3991325584888590601, 5151655739039628874, -841200882522523485, -3865665171231093752, 92414763791548678],[-2682362267384866689, 1742458896733376800, 1662985633950755737, 845938690134487374, -28537846923323481, 865174985593957400, 7218573459969055081, -4309323721411657427, -72820233635677728, -1952806591516894305, 253662318480341225],[7895776980551795825, 8438557553704526455, -8462464316524741436, 8697863819139429727, 4040744352877330737, -7825185028275855518, -2758919803467959080, 2945339801595649093, -7667576946765974417, 6430538673723285067, 326155860775570700],[-1082310991073913916, 6310713521284706809, -711471696806360838, 8993128933476685726, 225778740899801715, 2268178057098806896, -3199599958765457873, -7736218273175523607, -7191826073907224886, 8986447779337017693, 1587158517948556598],[-885076439171610004, 3726238106670078223, 7059878191742670998, -5216756148165801231, 999078128328425412, 8892702385178319583, 3371335400271334090, -2148045213021059707, 1044344754798666346, 4139950696574046602, 6144658966724703542],[4427678400979277538, -3516580260547859683, 3116720326008060012, 4326418000820271616, -2451739867353810944, -9131297835284949464, -5146838711001765309, -6146693356485710543, 4752786813406078708, -1742083146409662348, 1092793476552131663],[-6090157918046075706, -1272145192109273269, 4443974843392372769, 6102985124752242160, -8563592277840739895, 146620273152698252, -2990482528453031920, 5039923320731079849, -7331537882658523751, 7840001115954409061, 1729391913540849998],[-7124935353513089252, 2549563776422427627, -7703257356715428531, -5116035382465581717, 8898742551922910682, -4685268065008415260, 2960170392473576604, 4113322785376632478, 2700523472017686777, 7210316000261535952, -1689909521039643391]]"
values_22,13,226,"[[-5903079718644837645, 3971852228673447391, 1776739774895330706, -1632145523926271877, 5967106799969874455, -3880744908248157106, 7550336594752797643, -2516376699590343629, -8352349922987880334, 4496411030848052987, 4315348350016234613, 9137533724213177671, 8507054699215075615],[1214466618360466160, 966228495406142210, -581705766627630026, -5931838563940413486, -3804044429317094948, -2268807049481369213, 2049771180103399035, 3306990319839599765, 6328172117930828606, 1441595756217521468, -2011947855457812176, -4698904879579517036, -4489598287804331904],[5335587405275134476, 162237500613726700, -3423694597629015196, -8867529900121532916, -4359163944343421830, -7924340363919313784, -456546318136946802, 7352348726688686126, -4135545485781856764, 7110795111172745259, -8668102887919783530, -2440906957641413983, -3950150471703685268],[5120444036151411149, 3381437667349718316, -1691770489195196464, 4921733630837535336, 6923723991423414978, 6311799324766727689, -3498512155324128324, -6710964440915194862, 2955349453572171685, 182174952915159760, -4891599235581348595, 6160338917513743806, 1150309841409827670],[7062846741909180508, -1467222066713764037, 833697695823913003, 4378936968404076567, -2252283297925416180, -145840747833289870, -4900700519038972611, 4925082841259230924, 8326935735463328205, -1888216501471449393, -7052066404461735722, -2213645721162692980, -7477633796122778182],[7798848187368626671, 4345608536472895993, 7113764584550069792, 542640230568559636, -6867691975365768472, -3299836701959577644, 3944973660832662298, 1740949764344864901, 16447493260927442, -5776531809312642080, -7366961272460901229, 8211860899575597563, 7538852476670687824],[4573415273725125345, 6579988641330034694, 8248110905119736704, -818300964273203067, 8103645059792943012, -7357440377182449806, 1633596366183767904, -5691978589848087609, -8981319632418749582, 7614229248170776848, 4725426547537693914, 6846648721468398671, -33611419571625247],[-4194356541396777619, 3524989130322647092, 6883489973720218345, -2105960949528935660, -5063752244151772532, -209426791979506558, -2064454880576031178, -166949010522950354, -4374423024875889902, -9112425802551861961, -7838590019006154103, 3920885936905965348, 6677980785409312915],[-8882784602747262383, -4938177243298515756, -8526378925969630518, 3036311512941843774, 6328623640002131522, 9056058469755180661, 8827655950063478621, 2412564545086967545, 2974447876759729402, -2996887169681150285, 6596998497911340901, -8727605373978924587, -908809533016921021],[-8205754245449055416, 6329225889900474269, 4760879829288002, 5041869019661949075, -264010820015512317, 6628923653063682032, -6266398045814894996, -9147058970180778205, -6371622338372899925, 973383633327253609, 2771192341530404471, -6119398016242510102, -7384674227528074204],[579052054958335043, 6285994885323338105, -4947082987040461487, -1333811166661971767, -2135679972415513305, 7875987025330415502, 6100898842163904743, -8755855012298974080, -9179084239410211192, 1880461526138557558, -7932794776023572320, -1554644348257398521, -5820852894403042007],[-4941608138398112443, -2395411377100998270, 272191789860671383, -5756637305976717539, -906289768937157698, -6343168643228410552, 6421385639185978107, 8534744213439217147, 4201926845462638566, 3843422023452887628, 519492464551374816, -2969726953042198698, -3153853764390965995],[-3476174672178018299, 5722881735727676143, -8958178645631893659, 8896088606070957075, -503988338926397069, 3194573617269039436, -982998595952617841, 6786759643570412900, -3906690343372442435, 671282336511347743, 5477362254198543271, -1843523025722332857, 3875732737116649712]]"
values_4,6,146,"[[-2719181023127089666, -4700376525505917061, 767680137459809322, -2358101605057190576, 4929073546819763276, -3431000822321607983],[2395821378822054933, 1202602488001206893, -6452688396769860651, -1452926376015301861, -3892873111920437697, 1491655752266855263],[-3270690949915087800, -6837738847791106758, 4857165768972402015, 7599033724572308630, 6994550991224576600, -822324462812720383],[-1081395068335577810, 8729116185153952723, 7377849907701272866, 4117756929628905423, -3001265965918750654, 379504783492914370],[529644153061010824, 8778189878383887003, -9135986895630668885, -7807533807142257319, -6233565171503266225, 4121440526893028003],[6795164975999803838, 1035929912743948187, 1139784443176365182, -6807546969240633998, -250534686277711710, 5069269523902244953]]"
values_32,14,226,"[[5763567002917605724, -7749291182562985686, -7771524256198969697, -1196999771236039963, 7217953338674802780, -2817292781719055900, 6075023381491228065, 7088051656338925932, 5014284577470025483, -4184792242573936520, -5445957464183526407, -1069789418674395753, 8551106764039554326, 3527948090118460191],[-5663365466212813703, -5528422059773896958, -1751619038807945865, 3309299845267048320, 255842140810234327, 8217409883387221660, 6001534156230985736, 3788067220468410899, -2315523415852456274, 3680178599648240413, 3286180079186548749, -6226768647490654014, -3652298837584253181, 7319410672522680707],[-6888808859677432545, -5139076650393296614, -3114039226403825892, -3228861824804413156, 1360368693885895103, 9026643674073722630, -2524780519955297847, -7317982252776121939, 1825497372274470461, -7774114395625424237, -4630420514301769769, -3806165310833229829, -3342109295281836208, 454816832914209709],[6538855233740420757, -1512434302578494861, 2375769828008166946, 6124017284549331430, 7079180074640096592, -4476780848298995590, 3981695219127216952, -3073832690482615612, 4471140608685969141, 8022342960220468306, -8623808826350596658, 8093827926916994578, -2237543087765509393, -4334832901085640711],[-3807314353498610311, 2253197281790170923, 2322748859595453549, -5827213214999128583, 716952303146482320, -8141109221332617397, 6548597669612708811, -2353780858802894480, -681445512654980707, -5267304229454871909, 4704125983024012220, 6007454802186070249, 5623162252342353867, -2291107463206574840],[-3636983619710741122, -3683407959427844377, -5509298638357475113, -4850519646376210822, 4960725465834410792, 5255520789026556198, -3867496674417306090, -3110670522425166548, 4268020879892997878, 5457788261022627077, 5218129033114189051, 121670422027775788, -5158078990922971548, 1870776175358187880],[3034159031179409061, 3449761435040601611, 196873431380396878, 2107263906379154758, -5748456330435884837, 5203120718007866380, 4265060623880489245, 4898446672406751780, -5571073759610490576, -2155782169506780773, -9134572264978802225, -7398525078120562362, 6697175535004247720, 7090159231102079732],[2659948503164993456, -3542197845910776567, 4600108804385483535, -8766288467494553671, 6362803312315165695, -2661444161050615024, -9116981264552521777, 4453746678131204862, 1583217707504975297, -1813697780329833502, 1825559203390251928, 1357980364677617278, 3868312179599527698, -3764277417227082828],[-9192018061487174364, -2040377395613958209, -5857956619782065017, 1779080972911584621, -3071548072166902539, 2490793370859745700, -4864587635701033360, 3735094011081435940, 7768029769955901881, 6727766389580658319, 5420555537612179822, -1371543369823607877, 7411436018262424748, 6634555202070171897],[-4324340112900599441, 4570828399006929485, -2285698373378539302, -8575280868874073688, 2898781432514654094, -8155222652412986408, 4181825023839084354, -2374180908271292900, -4803959634457620735, 5372555200298938081, 1514298539975163379, 7765380650057279890, -9179085333061275453, 3086373700351995173],[111824409166256926, -6419750061136613191, 3447623011681487187, 6281335027527372181, -2931025847113551556, -4059269964396375458, 5831527754425145493, 3968718543489060898, 6952409972798443512, 1201495354724677325, -5801075612888329817, -8234001181278068224, 7357021946677107371, -3482577689195808119],[1949877446031029566, 1158358017999878971, 2897617816321347963, 2941722865832048968, 6725735358472324692, 4731163765213672121, 4943018878706451539, 7910224085451692643, -6192855144934585226, -8346049517634573237, 4558271299712048555, 352574441499885099, -9939936776587380, -3096521763127867873],[4115837711045910989, 3501227518652553160, 3074446511540326254, -2210020370738913201, 8880493499015169212, 5471432691472112392, 69612347402753416, 3945855501671695511, -6890590741464861615, 4885762908405158876, -1066868285129125441, -2212926986588872265, -3844245945953774774, 3021460701476925768],[1831587018806410273, -2617454086053032678, 3134655219901112613, -6913440912622129135, 2736295507877505627, 2172462955142117552, -2058593636274070271, -2052328680618461130, 930801141707273312, -1660649483234111596, -309893103970172931, -2089726828626031733, -4619847734923038165, -3683478699977743721]]"
values_77,13,202,"[[2750517305773893011, 3535438711182048123, -3492952944189025783, -2716247146511698289, 7740985764141852502, -6543686944199856738, 9219266707575459178, 6027567095371440962, 4060409627404693428, -1316587846823890370, 7388368644989987799, 9033607410271374956, 1924618774420739513],[-1108032995686812750, 8754992640711591807, -1343515124157201193, -4093696326978100173, -7086606086056679227, -1342110529048989227, -3660836625429037973, 3413834491068522715, -7973305127848609085, -122760360061018725, 8196823087509642654, 2469710906860928098, 1835860539819215950],[8011303699368774559, 8107279846169091459, 5972724732516905590, 7253400309500544422, 8855570292273523029, 7861082587383953131, 6324991160034249458, 8004494834987180669, 5308659990691032612, -4518951685252386826, -4113634955080126174, 5428923842310815872, 7776047082359232141],[1571277746915502276, 4124810777722316964, -7939139961102882673, -1566678455485791658, 1085910447570505439, -4039086435940555839, 4052372691761500962, 11956886327572479, -6990508615289415552, 6665470379831149295, -8277269258174017001, -6557545010406125224, 6440216158918277149],[-3084377944743986973, 7292144896650744336, 3355437001856630254, 1982576156526919345, 6260556727772165078, 7472956243702390404, 3573970152883291021, 3674041134515615004, 7663945894803099313, 7960624895055436657, -1396383608940262538, -6481732504384347713, 4849860158696914694],[-8085616315386130077, -5694341573799142134, 8468343516359705974, -2540500042396904061, -568148961032516113, -5253229975453104811, -7742810646787135265, -5350518133150879038, 2682168967223801838, 7238780641218158952, -1106546336912345720, 8641540951449713345, -95174026622298507],[-2628938770160227917, 2251027825845321318, -4413007297216788049, -7317679654401123516, 6712088999904111227, -5230594199731527450, -7645753392048432128, -8743759931339602334, -4712457302362786904, -8043498823876523177, -6642225101782451836, -8822988078970470892, 7969757797637126987],[-3531812197737912345, 4066893018324153227, -4696157924736269566, -9065368153992095905, 5644891238716492821, 1727539152258511799, -416326440109656092, -3235210983448221356, 1187757444983082045, -6440845764540162303, 1184882363315847449, 8270182245420860250, 6445894903566680494],[-3819320040449023792, 1138423063758940801, 862770527777751655, -1082138385892770783, 2264580447712145657, -3873208521464395634, -130181966537988673, -5792652279251337487, 6191790890960632233, -3570752726874905858, -992873346473818346, -8510697928029860883, 360725535228498895],[-6411402717210405430, -5757266465210819075, -8556465375908738543, -7423925517874274660, 4085805543544322389, -1239653366391481958, 4393555980639136576, -3723959328324568069, 8812537067510495011, 4644879017946063713, -1937885108041393094, -7097367741354606272, -6498590330900564490],[-5372249232038723429, 5064850700736161130, -1502240151947930368, -6334608893840004389, 2728602979024373049, 7949129536291841044, 6307968096226635388, 2109866302933286690, 6104964635752195264, 6178618666517613993, -3669574330054074134, 1056056412704456190, 7032648961471302522],[7562236421500854623, -2190292578592344769, -2617636631743230331, -5117055481665729434, 2731598368194445181, 5742242367899841541, 3307937616423448869, -3644576980223465611, 5413688485997247391, -6124294139677010673, -6275570236545172100, 5680173254728467469, -2187880128876199028],[8182834380980364256, -7511930267719910119, -7034509025131624611, 2755209938730281336, 6794163442248477591, -2191729323930795036, 6822734512043418782, 8887982162899047680, -4602627659990942102, -2775548547425984365, 5074967051597518340, 2244299369106019752, -7348464525521671432]]"
values_91,15,172,"[[-5555243828236373774, -5348052971694547241, 2160665593723790022, -8660368361108994869, -552338092592253556, 8511897286066913130, 6524924562979605666, -3414713164884033142, -3837953409514647557, -7421175593234316121, 8753606962329784940, 485218559925841896, 3311198344579024064, -7010285960562605096, 3778212424574749530],[-8303578739308736076, -2303755436196978296, -8294704269743489110, -1756547520630646568, 7382426946108333767, -4427526627826534026, -6712466293874805011, 7662085777744272959, -6895772610229892490, 3054504904178968938, 2839325009856778119, -4698330979620605414, -5918734660979981981, -1658359584902802658, -8205602988511044927],[-7972259657955738911, -1400109926033666786, 9160691718093698370, 9117370924890366173, -8598570562780917421, 6572129759377621381, 1547460196595789671, -701019887627586737, 8535631803546863323, 5553828293903844238, 2187214934210412466, -8389427318761421114, -6167828155992767332, -8599319178068255685, -7832278698289751245],[-3564563579214844251, -5184509251467721830, 4352915869230155436, -6905008701861915729, -3830831652371226309, 907329372970717394, -123847987017080928, -3355352834827450939, 1834530052502171827, 3664099591384653080, 3161812200728809380, -2299861407920557209, -1057802540567832351, -6312052065246801036, -1972528539227488600],[-1040612848784770367, -9005385190264092043, 4561902826696232613, -4567659232883299080, 4131331667025008257, 2692285138520977922, -3339697865319158168, 7634167850007752652, -3556668542938406131, 7587892575023053631, 621401731726061982, 8586828060233629700, 4407935002776908240, 7111691477111717710, -1617889454157656027],[3672246698788285, 6218599734498697172, -3266253402882495107, 1225467685099590877, -8320387972327461631, -2357359107015336095, -147135472654453282, 2354214759864767853, -2788286322908702191, 2711475222373360866, -5549666644381386144, -8153852624773412208, 3703973846397560997, 3947369529564639923, -6330227093567872606],[5875134108772939062, -2063862033124034170, 4966117303403085354, -3552863812281399585, 3839921061941706520, -4878145977398584756, 4532087407129563320, 3167325694391954868, -2492915226337188522, -1405606708388546781, 7591341470223011360, -6370489366530065061, -4822107970554952791, -283606401616639281, -4748461019361721907],[-6938758499192928730, 7310987332941525868, -4762053773869394563, -4143244775946788594, -5196763888669799944, 7129697989961426692, 2041667887698871334, 3479519237216336008, 4481637803718486242, 5684489278072298011, 5122666642628317419, -6330289912690489123, -2716356483183286880, -60523739613222820, 754001555160911608],[5433512917698761071, -7106404802006758419, -9041555338775950018, 761985096054432174, 1959715563507595045, 2222246253278372197, 2304454293402993016, 2942398629180992187, 2050454823684362912, -383050431770787434, 8073473674107373212, 581738157906297529, -6166464493117854002, -9215911360079753794, -1615296172889492630],[-5815968583141415260, -5295471766865880738, -9218544399883224825, 3327303812234394231, -2358737774403741834, -1718859545764398852, -4521680870252494811, -4390234902892025463, -3100004676893629629, -6242311470348072594, 8904663975493698041, -1355837109292046440, 8022259541128125095, -640568467378750349, -992166734910244203],[1539399151708358351, -8121079094938735944, 1601607570054452617, -3454631431819089709, 5821049165565355971, -890105673246157182, -7247479485929181751, -6448082844356799253, -4594812447391239746, -261972999525338069, -1657125444377716836, -1866249861933792862, 3515655971943216869, 7238556814250111316, -8232415790778860104],[-4928545583341286349, 3553560079275260642, 2900428026769767532, 7152285251931260047, 8167992360944525847, -6375442810569693334, 77951818570505821, 3338571422174633752, 1266361870714086347, 3004248980894820309, 6299981647262185759, -5092428069041848813, 7237119233487650437, 5055687992081863656, -644904494763687815],[3295201035216793658, 4518900960160590727, -6630290209869098210, -3114132782451730512, 5467587176835541389, -6484606012822790530, -7041661714517577086, 3046888586455095126, -1464959809332466501, 525714299409027561, 6009946111904188654, -5800176096127540907, 8818594224093162008, 2065953024787109359, -3584430767478490858],[3656969811349391257, 4016741481791267891, -830779047479286029, -3050821236514708178, -218405433669219336, -1061690126444330653, 6652778308700709442, -7469375850429133455, 2537016260711720357, -657428186828537876, 3603884535641641668, 3422134843927001133, 3817035916731832914, 5529110520300460386, 9139465522747898169],[6717673062277647999, -7035621252472755843, 1269492783584633402, 8916706145320252075, -7063909527597416582, -3174815392898958947, -535290987628923722, -5132260086300667272, 680159455579455431, 3655702720809826469, -2219380591517262610, 8524057890410206522, 4429422925666489082, -5864070247229454030, -6915758279098173552]]"
values_42,2,226,"[[7642177811097773321, 1473208015507959744],[-5510141781392576865, 4331390801967864090]]"
values_13,8,59,"[[-7813523692583792526, -2406855753593804750, -4628592013570813028, 4715184118495058096, -23755622717710955, -2069267090089009133, -7904253911593696106, 8855198267259497571],[-4637265057032171038, -6817328536233226725, -2040349666885453287, -1836062377324380469, 7015013777646840895, -4533834790086283679, 3323408705357223369, -523249539562029237],[-7643221030859966743, 4512451094174274505, 397365923226617722, -8006083735134631731, 3634278369327148545, -5730487549077916110, 3428694648236083150, 8427596284694471458],[-7515889233443456506, 8043290017249799661, -9108407957174101483, 3658008208753977017, -6304684617755628853, 5451664501686404678, -7808174695633703739, -6921582744705124767],[4601745928833178917, -3699600896326796130, -2632830623613100968, -557677718659334618, 9221982477971812743, -8555715667082877944, -1251029393605688248, 4477102414312532551],[-4662143939615770052, -8619188795107730476, 2311479983943579495, 6108922781997628117, -4268011007339027576, 2376821024137111853, -6295322456550114738, 6689219692668521735],[8488316837329159695, -349952401278822716, -1299076373568461116, -6169687195435161593, -1650756512808332662, 8941039040626999058, 1147016825510753649, 776863677905710602],[5658145436184791915, -2944795236803560210, 3235789087579305828, -607025436768321570, -1480233461828166400, 3994162925683378221, -6571950883097424260, 1043136565024839746]]"
values_41,2,172,"[[-6656359684542537856, 4409738067199609759],[796702218079746325, -2200508735466826937]]"
values_55,11,209,"[[-676765565498246489, -7204358208238831237, 5581810680427761729, 7519506252000359824, 6494951472258743103, -8913113806587399684, 6615611798326456396, -5531283770006900269, 3954863546981026797, -7515046237770134120, -8800816715306249840],[4725172294685700273, 3618483174120494036, 7866445073649256487, -6482291788202611008, -8007068946606727105, 5290522089595928959, -9027657730691316651, 4701849742057837857, -3756223078300530410, -7063041755357487081, -2675848650267494057],[6997288605832612236, 1173405402008513297, -1489471674083847426, 3278697550131834138, 6553746721795540050, -3796237825228948378, -8933054354564265328, 4529241194313868799, 8983773512992110997, -8256556271325027687, -6108375811618733331],[2456220355923003249, -5036536771652695841, -9116567165398301677, -189059681596247233, -6436782030020594845, -9108945505980728667, 5031225127955130121, -6343386807083736083, 3754773420289114906, -2748700519009799699, 3708526941028664956],[5803204365616099433, 7617977465507840520, 231207883360427503, 7106586089805361612, 1243971508771977988, -3877089943637100003, -1460701814986027939, -8465491868690442631, -159308513860749101, -2602968792312673076, 6408426808596925724],[163787230418572121, 5857757705408440209, -730749060092725694, 2023433668513659260, 200302275308445079, 6149075884825378107, 7984388741461174377, 2241668717938473797, -4461855335131623518, 3646248781591869037, -6666195483587476973],[7780076369322324152, 6007443364187372822, 2367801951255951167, 3499941200847806639, 7393880720733378110, -1832206207287753234, 7353114950097201752, 3812847842002579536, -5804468538986451765, 1368316268386376213, -4084112614368946466],[8790670202509592231, 3684656773301840177, -7827694323757360338, 6255516802710241192, -4938853985211107426, -6855072279369307304, 7538124552198986913, 4786336922226536205, -327110409933016303, 8936015456457934863, -1119458375127833751],[4691309212662987310, 7588034719178756281, -8835460464592328869, 4594203764194736294, -9025212557346758791, -5872430633285869876, 8646771751846633037, 4222858078139053155, 4642802022229489995, -8025871672023068789, -6966306377804704432],[-8300276308592768023, -8094139648252849974, -3216164951405175346, 7974257137422504308, 3113426692584374498, -5072055060736587581, 3107797538799437848, 4007744440070888609, -1740752328222848522, -7195672948372452315, 8526784948111806698],[7599486883448857745, -9018603214057589289, -8657041847709979156, -307184371499598340, -1104741054009164273, -5133275358901823414, -7267584363343729263, -4043902193073618627, -4154283319656889629, 4156089740120239874, 8462957070239611051]]"
values_31,14,172,"[[-5553319935939920835, 8848624621176590146, 3316345493369179037, -8058160999557054446, -4426024234333224185, 6426371858438601850, 218111530839686521, -8295113464558792915, -927002213348959189, -5776439376687066477, -4889568157198140659, 2817677228968014936, 4937618720076849484, -8631394484943570721],[-2693767562917581806, 6372320766259850222, 9022214714518293601, -5660191935205898290, -5860852100126520119, 1553183631601646984, -6829995113847402079, 449950708686980903, 3340553040297025982, 2317310037339203352, 2971269176221012227, -2714414963156572452, -5501382053806818019, 5588709568466875747],[-3385051265847893176, -2925501275712183221, -6347227436717497378, -2646340794639899108, 1074597526029134666, 5018991354852243730, -1192102143452623101, 8219571787491816849, 3437564299184606945, 2087453685231883279, -7730073306772719327, -8551581154200509719, -3425976240786509442, -5604426900060086257],[7336885787402411023, 7832877068061994334, 4609270768449589335, -6453207347683276230, 5438540402197039253, -5861596579708710667, -3604376340450658305, 6221599508011693895, 2156378488013640861, -8013318206084797626, -6907594336907986311, 5038221170679262759, -2949706278673417645, -8990024229015501595],[-986829397746297961, -6802974721011491449, 1722571416910661652, 2325682305086977504, -7016843034494073483, -3798979069076292977, -8847436688039905776, 1873815364713026650, 746982309472868845, -4668305006376198236, 8663486239636312272, -2382398947241722565, 6905546119260454777, -7470529645110411988],[6015251562536444645, 5692799436963516826, -2264759975147561439, -6676734129403492003, -4853765615031610636, -2991202426400893726, 1962106901056872645, -1176205805165239292, 8119563652168716194, -6523263273490803433, -752903728613666957, -4618453342474117184, 6638087412339234380, 7445781202329047324],[-473532015850726515, 8009540508844292877, 4608014377377084807, 6189090783965592276, -2032233284114811279, -5418805672364547823, -4868904974711998603, 1198918899733229892, -4753231894153783600, 2672828965378732670, -7275706251777042534, 4466002493993918857, -6441245011230003828, -7682824973722558115],[-8219597036061149575, 663930099310063485, 865481254597404775, -6315320866740067408, 4518210263282681490, 3321835635984209433, -8158327916250731813, -3670304798299582292, -6238665730157501958, 4560117168355298978, -458043761065762892, 3133689855473387772, 7386805513187517538, 3993405925131060340],[342152963721609203, -6037597650212195470, 6485743835612054295, -5177415986127167474, 513238836406857419, 2952930205837164621, 7486310680750023199, -9165116907335608642, 5701864792777071417, -1922240188556235728, 7021507033172017299, 8083676418228835257, -4631663002372990143, -5284890583344465299],[-6164859317323333462, 2784629443279272030, 5470693991631503280, 1995637654143625694, -2062773568238297163, 8099856159172962455, 4278079913883016233, -5611081417841417861, 7928454955872135538, -3470278210988462961, -5450791501291035770, -175640310129701589, 1812223138911901050, -3012630687983966810],[-4560464206901942138, -4703388475332319421, 6178567336310512855, -338260586195391510, 8724953849885763510, 3608608290735724134, 6067240339937480592, -490276973491066160, -8772447848535202922, 7917263533195404518, 519056344477981236, -4797149870566776868, -461144653524370826, -4696959592245998184],[6521177983296271576, -426799536706358938, 4165453900779108412, 2491083423423052547, 2400559285426441706, -5280228903828166419, 2473731279825199311, 6618901835213912947, -5455610148252990831, -2727483420180301692, -4249487717465117281, 8369218563379690277, 7257236378771581372, -7058885237709926997],[-8214327797422052600, -1998133853934114680, -2109721641298281205, 3464508157224172393, 589723401218100172, -7729387242384615717, -1107038711442234145, -2929661402934188520, 2714710456149007542, 4281981779963209694, -5377523356809338682, -5594144447451706169, 2792086184523399065, -6182344582949277746],[2349044376428730780, -6544958034372113931, -8853765614917224200, 6817136028154458755, -5560659181844423443, -6076130013638750951, 5279129822377393158, 1548686742999383258, -3982635363795567007, 8904703608389223389, -6702230671280677483, 4556457613062038019, 1817715788062440030, -730861765017126568]]"
values_66,4,159,"[[-8315871558429450256, -6333852288783099209, 6209927636703592300, -263382535674936850],[63825025428056468, -4288853985849467347, -7557447779687860086, 3590573519322575305],[-7246111915131911718, -502056319568888247, 6192562509518318883, 7753615299179728980],[5165879210366183770, -8951030323049194581, 8783977258237275286, 5988570244990931745]]"
values_65,4,209,"[[-1005454263701053786, -2892835420763121619, 5473155600984174620, 431209685271188384],[1106554210490345890, 565898554473164200, 2626344606841981908, 4051094793730272555],[-7793933829505911348, -4401578201413953256, 7217198673941511508, -5264575865246190792],[-2693903978013657578, -4300730824855426495, -5245791788821854856, -2453617992818492059]]"
values_62,4,226,"[[-6311979125679135652, -6396079464877386532, 6677525621079829106, 4578580817721410075],[-2448408812351578104, 8822291412036426354, -2195759631185138417, -4160709788292243661],[2498409590106462716, -3163374698620264757, 6305045059238248860, 863012904016147789],[2165363676768732845, 673243997248668247, 8606059343558882663, 4248875014120443641]]"
