inputName,size,goal,a[size][size]
values_79,9,16,"[[678985970, 1532617449, -79578501, -1604014220, 436183812, 711484060, 1401939470, -487976804, -956595596],[1028976922, 1117172818, 565592559, 67576710, 1598010695, 407940696, -621735905, 1352803613, 47050294],[459110544, -866296577, -1860259861, 2049895138, -1328317598, -188998508, -28134568, -1848955673, -799355394],[1531781708, -1752865637, 501645489, -1141082989, 2136835492, -1737426905, 1911049401, 75028281, -388873229],[1548322591, 2011590395, -1873854661, 177255352, 272134074, 649297838, 584441005, 303557038, -1786715541],[890012304, 550249872, 1140671670, -864880373, 167719842, -900886496, 255092814, 187655074, -1770698975],[-314264388, -1127879077, 454886008, 1639247810, 407100144, 1407270306, 582066886, -1787107393, 705193709],[-1332420510, -1552561595, 1626505738, 1375864349, 647901918, 1640936766, 1831624045, 1505468810, -1509170951],[-1289192235, -161040308, -1788374719, -392132370, -1288997398, 1199774608, 504132418, -107194799, -743763895]]"
values_78,9,55,"[[-671297637, 971875777, -657797832, -366187447, -1473902860, 1648967995, -1590197613, 563074517, 1600107645],[-1956157890, -373978871, 1877687094, -2145619664, 1935693217, 115418424, -2097136353, -1938691877, -168313014],[210391801, -1643988255, 74777209, -2137097121, 986845776, 1600530426, 609911967, 1765667428, -1240136235],[-1472977910, -1580132852, -1994603696, -654761115, -154339497, -2086293758, -1422369969, 500256278, 1275953800],[-797850151, 349996647, 1732192554, -73806161, -1417943341, 2107867561, 1738714993, 2004042085, 1932378303],[-2105686964, -728947014, 1020722179, -1467225761, -274178139, -1367239099, 1571610752, -596495737, -821299609],[341170624, 101931999, 851205297, 908496760, -1684940320, -1170165487, 195354391, -2052743961, 335228517],[681695784, 1940674585, 677245064, 1823711748, 1846047249, 281595630, -928568756, 842133297, 1724575163],[-1348854828, -1790409092, 835030799, -894033286, 462789677, -230671164, 1336502897, 2122922563, -1592741185]]"
values_87,20,185,"[[-580807372, -1773390585, 685551035, -240032911, 1759139212, 1486249644, 819150076, -616132613, -1074728860, -162032142, 1096018644, 611578073, 295356845, 737268118, -1974560934, -808968561, 915606723, 1882551412, 186176695, 1222938026],[-587432137, 1534440911, -1417930403, 59038808, -1659686648, -1577220602, 180326885, -2010700259, -1190187453, -1712859012, -2111511491, 1490307532, -1646402602, 1264276623, -1558756387, 1726331556, -938802200, 1613887134, -1128790983, 2121592214],[1871114321, -1741902497, -379553925, 72002334, 1574235207, -378130849, 648543293, -988988154, -104957054, -1115981528, 1735521939, 1119114950, 1017843713, -1508797869, 742119256, -2053234167, 1596072093, -287207381, -1722146061, 1216596618],[-1333598161, -576936507, -993701982, 1134473317, 443537432, -2056251215, 469799379, 1778122677, -1117081942, 377540078, -1871001674, -671906249, 1474241467, -770325921, 2008709938, -1036375993, -819651703, -490456400, 1467228903, 1819479198],[-644633102, -1686480924, 103152843, -810721229, -1253697767, 1041120388, -127838208, -1402197185, -1380464598, 1581655708, -2033703786, -1973223852, 1343666983, -1946706994, -1614819912, 1636395121, 62468302, 929940663, 413333618, 1439946324],[541995459, -358502543, 1134459131, -1909550089, -1018153677, 2015548500, 2027574040, -2136442275, 1094104088, -605071337, -109388024, -310451768, -1877470890, 892727232, -837931499, 757113637, 1310050264, 1253367298, -1278680537, -739855998],[-200077957, -1073688861, -2121108994, -1307288155, -1788904421, 1310996590, 1885927408, -180402174, 1084793968, 1574213328, 1472083184, -839598966, -471209679, -1380071846, -1882549712, -821413538, 1366097519, 891248938, 791526773, 1102658000],[-22823223, -321093921, -648492911, -312044116, -410465372, -1352169714, 937015904, -1704350408, -42640288, 591622034, 63518919, -115835301, -1859841961, -870285409, -1444130120, 565130295, -1772487316, 1526255131, -1849450907, 1731021207],[1428732421, 1568671109, 2009192513, -1675964310, 298104089, -1909176462, -2020523841, -1565261269, 572887127, -1269881674, 698849381, 1526268955, -695342734, 1320202441, 20874904, 683667482, 799950673, 1317154698, 1736057582, 1199154883],[556336647, -160927252, -61692019, -1386364973, -24920877, -1976576847, -793905767, -1835290562, -501819481, -993986441, 2026146581, 453899623, 1460339271, 1507679, -969904972, 948197630, 1173059809, 1040069358, 1734596651, -1898777362],[-1283518855, -984508163, 1440597514, -210783783, 1519838726, 1475639255, -188148725, 1096142590, 1702080998, -404567144, 530809268, 1861886593, 1047436583, -1376396575, 353954772, -974926219, -2073074689, -154390326, -72176863, -380756842],[-1608190149, -1447056881, 750920347, 1829323502, -929901647, 1261559491, -697110046, -1305673666, 248640505, 455626014, -1590180266, 1683848403, -495497278, 1631355928, 94609759, 314258696, 862376524, 1485427571, 1187423581, -1839908998],[-1634560579, -1493907944, 433408498, 1599805142, 678730563, 1731922364, -158189054, 654765842, 364041583, -161752007, 68015624, -232971821, -76168360, 1467719412, 634355535, 443682255, 146765504, -69859308, -735394654, -70079234],[-1377648816, -55359528, -1879710886, 1666866895, -977567495, -1320714622, 75917714, 1964029179, -61878294, -1513295121, -1526286968, -2019664117, 1052491796, 1722953619, -1401559875, -314638678, -1371757924, 785686556, -1240884590, 1750379146],[271570369, 1072191436, -604706800, -1593152936, -220277439, 170940279, -1357458969, 942362344, -1062917858, 1785735007, -707262380, -1174227362, -1255892949, -1387497970, 2143749610, -689102587, 157744611, -321114117, 1533538439, 692106924],[-1621264746, -1735267598, -1587788215, -1021201771, 1905011268, 1107149923, 136164410, 1246508440, 2012576307, 147173385, 1950186438, -1330390814, -874305007, 643864846, -1997666695, 852498121, 1254712283, -1759252183, 2012413663, 1315792636],[869340340, 1466460434, -483771435, -956514020, -2097736992, 887937317, 489827585, 1360104229, 482001437, -1638542544, -2058140975, 791215472, -49135833, 630777849, 307679306, 1655906446, -255845259, 1887331378, -404592549, -70052162],[-1828940954, 1506088326, 348212957, -90093925, 1383501953, 1736759086, 601389714, 1923370523, -1024744421, -1021128306, -1017165377, 264950798, -626127476, 160687965, 335571640, 385685501, -215504532, 2052997728, -1139582239, -170197828],[-342055450, -868016351, -803321101, -759256068, -1347596165, -1983660832, 422397902, 1715604516, 1383031736, 509595646, 361831300, -1059927362, 463605967, -1033609788, 1794373840, 113551027, 1636909232, -2005709516, -160750073, -1545500297],[713317605, 671738407, 121720454, -1205771258, -2126295434, -1538276653, -187748429, -617536620, 1022527749, 321332686, -1875792791, 878849747, 945096205, -876968844, -1900180334, 1905702624, -2060176737, 1907100721, -2101966658, -1655626965]]"
values_6,4,47,"[[1436117661, 1588508066, 2099265186, -515777835],[-1250197823, -1686772739, -1129268577, -178275461],[-1948902951, 1586937730, -2102221272, -1690452928],[2101613625, -237384266, -1966540046, -689998628]]"
values_68,10,55,"[[-1408959612, -140303258, -75516330, 302520635, 1357259633, 560596676, 1397128511, -1871572100, -2088693213, 315987071],[-1720431123, 324653789, -340543776, 487583612, 1294013412, -704465040, -475799871, -132862222, 806331340, 1051990023],[-571174742, -1084473500, 182578761, 1579060076, 1439425439, 1528393534, -858308824, -1678767228, 1248020046, -438655236],[1511623297, -721916015, -1027124154, 1981064345, -753150980, -886962635, -514470266, -1972088515, -1390767613, -1775307370],[-2057765131, 943053932, 1315782956, -1543012743, 1230589157, -182898017, 133684271, -532748255, -1770694953, 412267315],[-525799669, 1760350698, -213410138, -211701449, 1081393040, 802155437, 2010633886, 1258527047, 2011521849, -1286991291],[-994603345, 185168708, -2000722952, -2076229514, 1776785411, -1818748019, 1796672005, 753384261, -497352406, 262439912],[-472103367, -829554479, -1618407000, 1855833501, 1045039945, -1042180287, -1013175735, 409940362, -1596775120, -728114039],[1563524909, 1461716330, 133644325, 397811518, -803203593, -1774859155, -844271846, -1980783912, 891530059, 969469886],[-1533579180, 1918834657, 1762484610, -185797181, 1787173641, 1165496868, -1762280073, -197017288, -2115330040, -264855216]]"
values_69,10,16,"[[141548258, 589579486, 2098786208, -2137196314, 774226767, -2046889292, -1037226057, 878047808, 679982942, -579981825],[-1833827018, 429306690, -1932434424, -711112822, -923349785, 42923115, 1070753256, -801267996, 1325943727, -1585255383],[1362654411, 1865155072, 788640321, 364347627, -757816686, 203800561, 1546419407, 1870055971, 1572393609, -1023438981],[-1590432849, -1724029927, -1489510209, 11056598, 331651039, 609747827, -1272567843, -1247445537, -1451662881, 1983310423],[-1682623865, -464200923, -558327771, 727044974, 308174492, -1077052776, 87450884, -773044407, -1305234213, -1419176431],[2133598997, -1666104195, 637847147, 694787926, -417008482, -627689611, -123042120, -10015374, -947821428, -976337389],[-1901904784, -121334937, -811054988, 841045675, 1823245358, -979747385, 1270554482, -190197845, -1751412358, 1786724797],[-1920896268, 974198664, 104429819, 508798365, -6693343, 1879296468, 147305701, -32939575, -1409476371, 394841849],[205836597, 1426998117, 1499558845, 1304884475, 282355011, -361298612, 557876949, -1525948193, 1824294424, 846880527],[-1151048415, 2077914602, -136145637, -1482807842, 527475451, -1960631919, -602742434, -1314199134, 1906270721, 875650351]]"
values_1,4,163,"[[186999120, 1621884730, -1878623009, 276493356],[1497451708, -554787779, 507057755, 821799577],[2122951800, -945199059, -449368306, -879785451],[-1048573530, -2005599482, -29595327, -1017110865]]"
values_45,7,60,"[[1461099762, -440463957, -1483523839, 1624219817, 1543747309, -722303324, 1303428366],[1738506858, -1474207785, -1740542237, 316099010, -437375380, 1559437594, -580108626],[-1396240716, -1947828378, -701217113, 1966209037, 1904666006, 145266328, -584505372],[-322517418, -579147995, 1906423187, -1884278055, 1530220687, 390942505, -223722543],[27274290, 539468233, -915663848, 1619392967, 399963499, -778047113, -2060187581],[1691562816, 302475917, -1628782818, -394041942, 412683702, 457716117, 616561489],[-600492476, -492608695, -1146591166, 1444606796, -1344483925, -1452894747, -2028122347]]"
values_33,4,103,"[[343938439, 1276917506, 1558607188, -752721488],[-1779321667, 716363615, 99924846, 858347984],[-1018063970, -1416978026, 213592226, 771863613],[-1531861919, -1456638821, -940457076, -116480146]]"
values_15,9,60,"[[1950963115, 1542987142, 690931753, 1196839338, 573645260, -696487338, 1296254673, 1996526408, 2127033354],[635806739, 1338648565, 803831521, 852959633, 1665435219, -822601793, -1473170863, 1058960794, -886646155],[1978216711, -1963579127, 1925590534, -1242986990, -1871526727, 378098329, -178114702, 2051967897, -846619023],[-1679582043, 1867527402, 1250662663, 2073269814, -1959325770, 546104362, -720249473, 13221667, 1235045247],[278516656, -1549056757, 1957714680, 603165133, 563871665, 1556748022, -1897077894, -602570738, -845768088],[-2018032489, -2017956900, 915799097, 423333471, -732348142, -379378304, -1661497523, 1396629485, -543611781],[-960631259, 549099002, -1410124904, 1972089727, 1539210285, -574907821, -1133906423, 871965756, -1237570018],[-763760230, -113332891, -1509113583, 1648321956, -1087793931, -1188159086, 1460033891, 449936577, 989097907],[850240268, -1856819070, 887966108, 1307675121, -397916689, 801216003, 593256631, 696988765, 689223487]]"
values_93,14,103,"[[-1738377678, -548132402, 2087294859, -967234704, 839286330, 610046950, 716116420, 598340928, 22383581, -1613147762, -376055878, -777896402, -1356317819, -854907691],[768898737, -1163440130, 1849795883, 2080457099, 65986814, 705849197, 1577423714, 1641616134, -1949853397, -191308324, -1013884778, -439622056, 864669444, -403392838],[-342681566, -264408736, 1204712913, -1668093804, 1856774761, -1262639197, -1662345690, 1712092674, 375486173, -52036854, 2024823057, 2061895779, -1779987928, 791255569],[-318284288, -768135569, -351749605, 863478573, 779277554, 1175751034, 1417698967, 791341828, -1937524693, -795222204, -687512326, 427003146, 1877388126, -789021146],[-1667594715, -859952779, 1153734000, 589920209, -17357410, -1526480162, 343533147, 186099765, 1388998399, -1003568954, -912052260, 1253407782, 112586954, -256770641],[-366258944, -1057218993, 1656353607, -386928211, 991068551, -1405307805, -1379145608, -1627504778, -42532956, -1617073095, -398889790, 1363268924, -1838855580, -673133535],[-407280981, -1197179014, -1822272679, -565579868, -913261535, -1635521960, 1033434026, -707134965, 59434714, 1504716445, 1779024320, 122555018, 1100794739, 887380491],[651416337, 17854895, -1061236208, 1404603267, 1529576575, 738912126, -1918522381, 1079877400, -1776668652, -1172228828, -1999628822, 659270231, 51228885, -848837883],[1415739651, 888281328, 874580940, -1376878664, -723389402, 561464087, 159207569, 1476925763, -686993338, 1066502061, 1621210079, 2128273668, -1269696152, 424982110],[1880318765, 1997583455, 1226570262, 595972455, -571778801, 1981764831, 898292207, -2028702303, 2120637947, 299266017, -1802299244, 1202728927, -1344818784, 1886045186],[-710945702, 1175286009, -1036148574, -1203383780, 1537486752, -882880236, -1869170581, 1781301033, -368805185, 2098461025, -1565274827, -101590775, 1643798842, 1988830707],[1633966598, -1885166638, 290535962, -959259543, 1444184402, 1232388658, 1443992566, 1191378182, -927468239, -1949352402, -240161815, 1359814474, 2013155225, -2003587768],[-434928787, -2136403239, -840589975, -282590474, 904754143, 185271801, 1971714063, 1314276513, 1374924069, -159344713, -2070302583, 1445874370, 1013877376, 722238302],[1351056036, -609953957, 718736228, -540311889, 225304391, -1882928080, 2143634398, 408948548, 1430784448, 2078455637, 640402316, 1872407590, -800015723, -1159922880]]"
values_24,8,157,"[[1832583995, 1525985634, 644097487, -1124645431, -837369322, -736175792, 651560245, 1278820314],[26370811, 1938885512, 1575651995, -1929743247, 991151774, -1955046628, 1530743975, -226544463],[1528404497, -249873648, 105846824, -349192889, -1045841993, -351031499, 1145590946, -1802396810],[1005775763, 1420174248, -138893598, -334717537, -227236848, -10928986, 1209095481, 1824256801],[-1660919901, 390895225, 2112396037, 1391276223, 864796031, -1744616459, -1296981849, -1752992065],[2054940465, -911523394, 1030876207, 64051, -1126838569, 1024448201, 1339122512, -800933230],[-691967895, 1989028357, -200324348, -990588170, -1684673844, 1947564717, -1654758303, -851695319],[-1856464764, -18860916, 1029489551, 804081673, 1816442509, 112011274, 628839722, 195102872]]"
values_25,8,60,"[[1519593838, 1621715612, 464715366, -1257980320, -633427970, -336431532, -1798542575, -1262674137],[-1684709816, 1593185481, -1400258421, -677618118, -1101325690, 1597116063, -1183146906, -827638874],[-573126360, 1045886244, -748523011, -1622146886, 702792863, -1074884465, -1224424033, 796341856],[-2092903790, -705029731, 763778031, -2062294294, 1787192786, -1627875269, 120521261, 1422794571],[1586514780, 1701002365, 484488574, 611992249, -1054042720, 187589707, -1367189837, -1456912134],[1969916643, 915895988, -1705664094, 1332138212, 1342631654, 1738960902, 1969448623, -1159473793],[1614354888, -901997690, 619957931, 1204158783, -1256877402, -1620032462, -1882545284, 10944952],[1377897592, 662333612, 1782204016, -672561643, 2119843862, 526305297, 2048596243, -295910948]]"
values_26,8,47,"[[-1388365952, -1050504497, -2079400709, -1858368562, 720870489, -196110779, 1051042907, 1312933419],[1857576156, 229785855, 852262395, -574403265, -699116146, 1857851648, 1823724429, -1282979223],[-1882378407, -1834000181, 586046925, 1624850791, 1982980133, 304795904, -1635971594, 1305490349],[-1757375947, -1827827788, -1750048492, -2043158757, 1318142242, -1964024044, 1975047246, 482889851],[-1573356660, 268418419, 1567308878, 925898611, -1776230772, -18183628, -482342715, -1296421768],[-2015579259, -1115506533, 319175707, 1385715203, 989643766, -1892969110, -1893483625, 720916527],[1021264569, -784887737, 1943669233, 1406535848, -1674928289, -884114323, -446561786, 1921325346],[460335336, 1043340899, 1515104453, 935973144, 1679313815, 1833109268, -1813669560, -1629039539]]"
values_48,7,55,"[[776420292, 191737261, 404663523, -570367871, -1478639080, 571377724, -1234922734],[-893762169, 1658853654, 45130674, -1432122611, -1990394285, 833935824, -2058697696],[-1683067071, 1190722731, -1259675899, 2057132404, -1453848274, -1232505191, -775887829],[-60596033, 821430227, -647665804, -187650089, -706415273, -1174797940, -1693016322],[-1198883909, 1384567428, 2076331544, 1247948568, -1079360046, -2043169821, -1404649792],[421625761, -1588846085, -1633984721, 1153241830, 1526190558, 296819964, -734282359],[1656445391, -1367025528, -1640151126, -56119849, -1911834958, 2078355997, -540855051]]"
values_71,9,163,"[[-519634508, 1139946903, -1306329823, -1911736565, -1017207881, 2050422441, -872051728, 1863982799, 1170857771],[1676809156, -1104480238, 178079435, -1642320860, 566215457, 1587082322, 2031014993, 830314614, 590036251],[-302452685, -1686630555, -74863251, 1383228173, -101128061, -1533918264, 580798762, 1508303404, -1999397744],[-416706552, 1722359499, 639970731, 734828379, -129781832, 100381240, -1692089011, 1288021674, 376867038],[-1107592028, -472858441, 941631696, -1921337615, 650658619, 1274951476, -10165054, -351435281, -889020316],[-1703959458, 337022549, 2070319563, 1143574611, 787909776, -666516853, -852099229, 1262505478, 1805157745],[960070601, 988110172, 300777085, -594512609, -1671214014, 2053718613, -980548456, -883929489, -935492197],[1420349470, 1098778737, -1306000707, 1033351131, -415581655, 183672753, 1953685061, -127490856, 461013066],[956750431, 1693515389, -276316706, 930550100, 2049425161, -639359885, 1465416877, 667474307, 2003136975]]"
