inputName,size,available[size],allocated[size][size],max[size][size]
values_79,3,"{1598927108233809976, 8695523823308572833, 1417733118181705761","[[1904428331350489225, 2763087088747404111, 4583776536517357287],[4918231456089416982, 3476091823390768968, 1029960831074164874],[2245649492050200246, 2610095640254438529, 8867748828045786137]]","[[1690450219762804815, 7147090242769843853, 1141861092280670887],[6966239591471993579, 5490455002222645935, 1452877798865997271],[9121470398424324939, 5101411373766422125, 1891471096609345622]]"
values_78,3,"{5654760133824311116, 8107240883656272740, 1969577881990229119","[[5284580595857092994, 4932715044496837145, 3129026672911617195],[730281828878825698, 8372866023407375757, 1550229146851671347],[4655143394310212517, 1953771421989357456, 4968863622577524328]]","[[8377591676111522188, 6273865262475199839, 2187504039547955191],[4550479829703347518, 4534453853134530652, 3696828386236607176],[4565444135839094774, 5176273900240171182, 7014598082290755446]]"
values_87,4,"{4232400277793029615, 2850988472369773865, 8764781058224797127, 6207752982378733339","[[6986361640506723077, 824765935968104870, 2432961622694241525, 7314613632082924957],[5722882018867602334, 5322106419248213054, 7154640462201262636, 1640891880911540855],[3397082746019594607, 3456947899219014852, 6069693475504573348, 4516738197604448257],[5931013318879815304, 6252773594584435532, 5878101574476753501, 1079745202519245799]]","[[1430515434180876455, 7630907419363168420, 9108398480321154767, 5626757538248622683],[5700446763022820539, 4957345580146353908, 3630842587826088643, 6426058304315069798],[3795073499578413853, 1376329526837516537, 1852435103084899591, 8380320195691436607],[5644922470023204671, 3040142710539637846, 6656893634942460603, 240935478299204238]]"
values_6,2,"{1502330448419303843, 4328222122652955025","[[3810378528269699403, 8209104813895937879],[673311228171757719, 5322965320775498269]]","[[6977079894571682816, 3945078465695266202],[6052768491379191592, 7291205304679617616]]"
values_68,9,"{4712236910103546442, 6509963006866394540, 5126260490376100280, 3849742931683406775, 486624137488464128, 6576394736991860206, 267144126819102143, 3026692702217521936, 7207279429828912588","[[8887192812455678558, 3419983506302553910, 2401539779120910065, 1117127794715026361, 7591419846796906828, 302559823537000377, 1803605458340071112, 4985580952667469585, 7470326574796676240],[5719135941313818459, 8723046098767002121, 8739398968699524974, 5634282739372585705, 6360532540103977425, 6337976916739295535, 4875669651067106295, 6446561099193863861, 6487458229881081685],[7948520973217107087, 3947302994600398713, 3134265697687451942, 4156550304071304034, 7910289704102175384, 6668607377933324746, 8775621489064279448, 2199774094629405746, 530587573460997023],[5182627791014001857, 2692917367791350819, 8924265146385399492, 3681345868062675763, 4988647049188233194, 5525206268955868553, 1650870433082905393, 3266257009798738168, 4108820352039775497],[6163423263530678082, 2423348753012591009, 4122157244824637788, 2263806652454319646, 5527397148150571514, 4896817149214416048, 8976027599690641899, 3239551722863068749, 656071730416988934],[9023690171735816210, 4407540753953332457, 5838252410772768565, 2561559051317962331, 531612030803446893, 7959297798298433655, 2241821474777724580, 7644367257943846811, 3340608930374008087],[7675629272785655157, 7683312462988567646, 6510973112789295687, 944819399518060253, 6598287057472533493, 7403049866822681612, 8293859771920319903, 3197488874600137293, 3089873025851070973],[7647390390164720221, 4027527703552685375, 5317373419398236779, 5170086746955094935, 6661026355366990048, 2024831409930142124, 4146800754109743654, 389227322226667871, 2282797094365694606],[7199353630123260982, 1133978863872134287, 6710638033008866254, 3221447858770605315, 531147214517923792, 3841472047563335768, 7543171846986423289, 523543366742149900, 1341642179418564790]]","[[2533725452131876331, 8809241979624411002, 2318928701249510923, 3445005156240308449, 6267664816617654252, 4850800764248183541, 8976551913389988274, 4104356858448901161, 8014820288820275973],[881729961363178832, 3091439081679318371, 2854471455364432060, 6208452655572622272, 4836105217353923264, 1274959820297837727, 910621971939747255, 4184285896720339212, 8409738632714866371],[8677212793974364435, 5414423773679061859, 2043753750869968577, 1886174856324346827, 1313880855049584907, 2527598085882581142, 1910703347923874094, 2178875494923607623, 6365700939565743380],[5296589535291381980, 5444379375125036484, 5604004387890289950, 3664073901471287656, 3765018056778035493, 6482835170959979639, 6126065753974262610, 5544888925496618581, 4920905595168243245],[2642548172091289978, 5582895471660488849, 7352973495941777863, 4423141542869299897, 7287585466867493934, 7882625417020743610, 4264744252004546536, 2494717757502224986, 1352407364078700770],[2575390323304478366, 880048706913548721, 9214087937957011619, 6313511001258730893, 193573528546131326, 4486410855717557618, 3348870912973887412, 3842122283846862198, 1051779741597674258],[8111802651102717605, 6100575882008363084, 6330753383582654883, 4744622101627393941, 5569585298353784999, 1369618268173456250, 383776886821765893, 8725948274599238705, 4082998230147481132],[1640782165038147263, 2981318120895033712, 8022032230940706655, 858890369053742462, 9104329640285492137, 6078969183055821171, 1375313914210373723, 7205568050251631027, 8705105578168133865],[394063687532540221, 5461183935143218906, 5244015528536797699, 8574636960867354799, 6788436366361997783, 6067064797486219517, 3293934929869082356, 1661582757573244600, 2379230456752438665]]"
values_69,8,"{7762839965214551512, 2060017636486466513, 5194891665845885866, 6946359420751436509, 6323180416574026169, 6582394889576239610, 4572164122531484113, 3082987091424679377","[[5383242722572317393, 1476618432530305524, 2883827073473714633, 6287572163257416472, 7005481377619339131, 6885052676811711256, 4456571312830117653, 2840061502739527721],[5935470519876897733, 6640971415394790352, 8348921074616880446, 2959596937229111745, 5482038613064873274, 6375364983517289623, 8337725522808473710, 82960833738384544],[1392087666473847028, 5379889224184119213, 5210808054020726069, 6095841995713898542, 2359848989996152155, 190228463738387924, 2789236467851500873, 35354576553074845],[8128072724682097335, 6687384069970940878, 2956906367209384378, 2835880367785280780, 7788870691865748065, 4889157642315759991, 3631925817683851430, 9143219879283242741],[1361459430804508147, 4664642136793049970, 3298174397336631981, 2033031594584241863, 5846388943113550135, 6968832303649332664, 1710005973912152757, 8118718836107341198],[7051601578918645100, 1798889964887746731, 8189033643042667002, 8457435946128417785, 6648448474442640827, 5219629581554129193, 5244434899065506793, 1284264702489891200],[8970993855452279213, 9019942389019689252, 5612898970964858658, 6459625556251892109, 237070766753958772, 9122305933264885182, 2026989547279439320, 7544227337781269140],[2058667044613804190, 4300863225015689642, 711644786127442367, 9077567041977866361, 4514180793406057328, 4060018461148551259, 3974342319568538215, 3827807586800696978]]","[[4204527176851788896, 193326551098636772, 1757195478602471968, 9015712477249036335, 8439237504033712310, 8362037274005201459, 6790513129251983057, 1112917783952195821],[3489245946535679282, 404844011762648754, 1900168629649202840, 960762008536860754, 8205512124631843581, 8723073169189128611, 8176419090339010111, 2149737965221226089],[4840995395121003974, 705000859240637274, 6820852559628221986, 3287347660195517975, 2707954592342344257, 6215276431629650504, 7686756284196310036, 9173881545326580933],[1032060791130818320, 737993200872388006, 2147719953616071834, 4549625800868552020, 4386869873073305940, 8738182265858702096, 4283024589945685251, 3658124516869767044],[4279176300529744283, 6341709606613315865, 519273619570389153, 5150637166943206054, 5264496057594897039, 5193210255049405322, 5896194187150002272, 1516376107162749032],[8327822998049365941, 2436224635089782992, 5875103217652224146, 4342920077912274517, 2418719187497791538, 8086982412678978593, 2226432294321605934, 4577595633632012259],[4840837052641803499, 9139753306550732409, 1523276585473713669, 8322526829646954213, 5421580901606108753, 5276446114757171826, 7131870836995391400, 3192342614275991514],[2165915077822592558, 8426814450957137402, 8349513832683087193, 6383731151190678312, 1689521309167296215, 6000553384301012975, 2995555724704750944, 1030195404475007529]]"
values_1,9,"{4934289867897634756, 8526936905252873463, 6168512876190897300, 6409897761066025850, 1492588245414036407, 4695523689505901202, 6413842708824157587, 3943483118986567593, 5900466066313159855","[[6806102228822379843, 661652966650123403, 8085415596500527642, 8047588990768276387, 1821687542984474905, 1989261183623596210, 1912590956834780477, 3875799497092008783, 2850978866834179049],[5592619515447984582, 4830029608505229590, 6578601916106049805, 6723686576507192234, 5867064267513797826, 4152947870589131080, 6229455751078571315, 2516671285744120281, 3934295895442788612],[678904977324800781, 5761847408842404088, 1785510859896945020, 8865879749701705761, 4554815306247280669, 7845621331579509903, 5635503465109420798, 3414234132071072632, 9217894854945102622],[8632272369208205100, 3945431653004312506, 9042831242631821908, 737572582070787087, 1781991972158586751, 3931222660097631711, 6261419181603883160, 6302198968762642864, 1868318109578338441],[138085996857294712, 3665218961793622286, 353105531373883797, 3876153609759144110, 6514447487470583176, 2596461902223462754, 3568876046297538997, 3667226268941860013, 6330809351480802145],[2720891402652503667, 7234170855759007594, 324316758602189252, 5483608212186704531, 568517157063941646, 8878085852355790937, 6669218622101477107, 3244500302196934746, 2536452550557489472],[4667493063638509956, 5277919089637901624, 4538782726141841259, 649938754108552001, 2279503192187121425, 7738270622129443402, 5333136251840284806, 1970579712696824597, 8079362046264966432],[6888072393171834132, 9117582679140236137, 366746892137573135, 6624168606211334761, 3845198893510769843, 8929384749025942714, 6209647087841148307, 5727646713440728265, 5211247282485979982],[1765253071152465487, 6419262607017465170, 8668198149093496981, 2104396662555565756, 8842972798452737904, 1151588957450569430, 974185703238939405, 6751654462752906038, 5984483850615691939]]","[[6780607174754825817, 5553565779014927216, 1993049728191991501, 139562764402853668, 6742969302421353828, 5262410126828413893, 3388275218042547295, 5730825725972436703, 5920631202324681264],[812747709209852205, 7822103352741492310, 5724625513491898803, 1647117935935764556, 2403611963032721507, 2376663795707794759, 8538723228437059023, 4381043919271268840, 7517193533393459445],[3172561571831969467, 7280100100294998986, 7018382602908187419, 1136636682849762577, 4611223606362690210, 2311686008373658304, 9025283085758624485, 7697493898459751249, 5160116863534950002],[376715562444291701, 43405236519638568, 6974803154918029224, 6924085182678380373, 7089570327534610335, 7901744553490515179, 6494777509860502131, 4964728116617867021, 2461936651491071286],[2883419658788508120, 2006986463106307376, 1220725892073118133, 2162854667807209178, 6406242764659126371, 6455790941325969087, 7478952307131849416, 6265623041308064495, 6655231043958732151],[6948434772995388392, 7213027523681729758, 9099342177899617077, 5032874965345324014, 4020014449324590920, 1377077919702089818, 5466954219109197845, 1632946492179072280, 5876274824713249752],[3774489688823758846, 2860885415973150412, 7160236602299206033, 3418720992422135717, 6328910698439870875, 5996075324969043968, 8413275386489372000, 3389287212419273059, 2022984392302748183],[7686435993176711897, 7366187068567443153, 5520612964892016399, 2099450869742483912, 4671046092369514990, 2872803393443612759, 4394074932885944568, 4149648191606672956, 8928038603949391095],[8346253708331844022, 1508471677966375350, 2102533616636374091, 3253918252021493844, 1964609032965054116, 928936513759035475, 2024824209663295437, 7309763785110330519, 8266403522252721755]]"
values_45,2,"{4548680321301681107, 1862225501866631125","[[2554848767261835795, 7659073438235323370],[2037078293049821547, 1165803338470933546]]","[[5436908847469828985, 1352711197464254097],[6272751190590522424, 1981877881873622558]]"
values_33,3,"{5369527554015917440, 1639825335645751323, 6729055236141663681","[[7173126201295359521, 285239612702944460, 6607418053754287913],[8537642816089338674, 4458141982488781007, 6293093886432951683],[5035448123423933137, 1366121584604428813, 7250436207828873528]]","[[1360620095807883299, 3554308953875871195, 8225858497886096033],[7183327816286337975, 3581106360298784287, 2546363342128382524],[9089031029046283368, 9088228041692831492, 9076704436689726886]]"
values_15,3,"{2294511417760653173, 8168646104771477017, 4013284968747052989","[[5228116807640063150, 1166271165291368583, 71516256791060645],[7793306220560129034, 5425543910200487476, 1902357114816578111],[3213313887764366843, 6611683337238546609, 5860059109674604564]]","[[3821228613446191738, 4165624540282628307, 6293709360647107382],[8313358048417771386, 2945309210210359516, 832244025344632297],[573198919873992321, 16166797751617798, 263249577539742945]]"
values_93,4,"{6836645782525248841, 2490700524964196449, 5062711507485883360, 5082878222821662767","[[992293556095776345, 3301215763998428202, 1637365475966595876, 3737623649669093798],[4982522424483639628, 6035634732824695258, 1081354405534105247, 2629546147476537771],[2698482171287390723, 2013605348056178998, 4733295529780271571, 1073605386310732426],[6298096822037000535, 6025122180217294103, 1648030086802551724, 216018817045070985]]","[[4513533733270432352, 936664364140439466, 1727784059235070656, 877440049808943375],[4724733709559305433, 2598315684019869674, 6062090663180591832, 3404918128224814806],[4841600186114677245, 4043047454600112926, 1235902104919861514, 4439596667058590027],[2695068833085023184, 1265216842344211237, 7889136789059775612, 434645382100228505]]"
values_24,3,"{1674471445604188970, 8757258310358934998, 6908943345031590754","[[3079015364488531103, 7623752732250051090, 6802182920708587392],[2991817512729538070, 5643866175628354336, 5377404256960475173],[5021486149001928709, 2746118861340094947, 6721312077632589000]]","[[8938162466129658491, 1552292293156141714, 8842927475741457775],[6691885372675742558, 7275632562093184125, 7944161727741091253],[2174878125590908115, 6638771042966576136, 3023176980954500003]]"
values_25,3,"{7805617215328265511, 8687755377951682100, 6150214718687308770","[[4285825876321041738, 4482014153927349402, 2046538165926819923],[2098720383148975336, 2925465023724764418, 5311113567496995633],[8660184124530949169, 3155429967579754281, 8526085214546680995]]","[[1727285648114752223, 4742216749036007170, 6482141513422116608],[1240317654929911732, 2755172090612683761, 9104761186865033489],[2738928520624839289, 1678310596137597321, 6279772847370020997]]"
values_26,8,"{6553010911085264382, 1469336964820763944, 7574957331941842383, 5683943476836033528, 3608714152097829168, 8878295033572652753, 7719375006362762197, 3231528101017155497","[[4256207233177134000, 6584259518299659694, 5262084328489670574, 5040526766769031154, 5507054493882318523, 6902817487419777667, 1140525014492579454, 1923602238718117339],[8499335431131437181, 1027304482942738914, 7019472511347037497, 2652603986695935571, 5819351948411414597, 6430365414370363859, 9038714293732146113, 4253429308609420749],[3232383659613229914, 1297698878816683944, 4272213848344502990, 6012570187916013780, 6551151534514930765, 3128323635073296655, 3078653248115589439, 8141195292206757757],[7920333077253379931, 7270886664831494842, 8408620228904250012, 2139104422395441837, 925436382826583661, 1410705907518019659, 8109920777506333029, 7699038637696348925],[4513835499480859471, 2137574030090773888, 49633347567414091, 1048954436065881904, 8175750965103491885, 6884948123831577110, 2688854470622758493, 2206585072261620091],[3596795037078551368, 2798816928884324235, 5442184709718478980, 7748012589480705188, 422872587634351948, 4194579399377682307, 2277086847282723, 7287783119663411485],[4557666389511021713, 8732523447043761192, 1823626579563769785, 7579117734433700979, 4039649677255245377, 4755056307616074272, 7489882235296053007, 7467568063167036518],[1063820116823206127, 4529538707483088766, 9179591022497401204, 8278383376896188006, 8900865815743839861, 8537109408845319053, 3822229485946292910, 3581918141962040087]]","[[6344847275518102295, 3513000336595302532, 7789084030269374786, 5106111479883885023, 6424913750209477553, 4813962938556803207, 5237312661076484648, 1976842055599091029],[1184698392120352729, 8358486574634880069, 4567330934605750107, 3128890757493787923, 7652449516108049471, 4891549456581292406, 5019783330234220227, 1807159327597565174],[1794098082904804235, 2307768587665745190, 4179606689984008315, 6799366877789204811, 7902744282287091023, 4193717445216954189, 4175900221634903103, 4027751660046668249],[7803174036094126687, 1819108252499962376, 667602204199630080, 1154245503878412800, 251377457420366401, 5440721070916592590, 4852770305092228716, 3250625784198062093],[1458903097340647704, 481923730526987726, 6442457864103260561, 6658560815480881105, 5759753140114785, 1792798976538106116, 5787149714606028564, 4678675240877037191],[2709629289205629580, 8580316237612926926, 6925062290840932086, 4934098482984265188, 3522141591951493454, 8649385428218071776, 7036439118629119410, 2976554644534519671],[5719113365890521560, 5101299996802758691, 395621561992843300, 1891310793972992281, 6048362902471159929, 7735649774688169338, 3665137838042842212, 2298493584748350966],[3036384397239916443, 5291192490952746517, 1816956887398641451, 3203903050606941125, 5657555090268637760, 1335884679240790263, 8733866831179787740, 89381804068053464]]"
values_48,3,"{3233166567014467980, 5822696480592082027, 8367403986086471147","[[9117061390803352482, 5031322274734573304, 576226042097252328],[6852027083403311172, 1607652513818835176, 845428606884266],[8135690756109987631, 8931879491241870637, 1833628725013765210]]","[[2855984956774871857, 5828350672246508819, 6193915423005895727],[3730256745723279688, 1336395785274902038, 6374176244088813535],[3996697210112886324, 3260445602750559422, 536349778318918920]]"
values_71,3,"{1116656661106778596, 3741478608685352233, 5373544087985346007","[[4119197750342954974, 6024118816178540950, 7531468618756609965],[9084756795304849516, 1707279994616723295, 165454231775058524],[7839105049837278584, 3831834391705332750, 4587551397091727243]]","[[509868247309854425, 4421301462708025210, 2423660362754955538],[4158928578557671449, 4799209555685853260, 6365607974693492505],[1290170691325858979, 762371101240225143, 6551981023202517629]]"
values_76,6,"{2084395794108525341, 7374883837604249288, 7002595738509908100, 1355912159933892558, 4306662460672516164, 8329921262814464860","[[3953956723380759552, 6854681085691759151, 7550013942848216123, 1392556471896252569, 881147063033214155, 3462660033063865258],[3786194685949963682, 793628790944309122, 4002011768582440024, 5231664141930052047, 4069839748897988186, 8591007471598892757],[1215877880853141096, 4014363636738791255, 9118614684065073542, 2471785903643744448, 5510381170862900265, 1592778780772969360],[9028668280417177889, 6489130425618590601, 8326953624641630318, 7604144883766041884, 943231698103542889, 1965753975609700844],[539898334323274389, 8985005639005025397, 5965628925734549742, 6926979884085914527, 3540129673841843439, 1184076608111364724],[8778834202156760936, 4709145619861587936, 5201464610943767978, 2749587204260912012, 1945133958865184023, 2113085849815750089]]","[[5288842181685238015, 763707161406817694, 6667466240880011961, 4804694294594412714, 2138108835296561941, 1879089258229371438],[9027198511125098964, 7667026862400609940, 5294553687909799415, 3392461993935749302, 3491852635976910834, 7408816529810202737],[8362426507060903885, 6128963441307463511, 6887471860211449702, 6615114477715923359, 157869817641763970, 748193631118454758],[5330644020430257589, 6468483993537642631, 4415009422304835292, 485061944707859243, 3016470159961050619, 4143937151182502425],[2476718685982538733, 5489606806265078086, 4693668189031397785, 5513602482634558177, 1890613644171345742, 1937598717824466712],[1628883969213033665, 6837088136948374961, 5008467513092690459, 6644194883592065589, 7580491276772982476, 1604397251342503081]]"
