inputName,size,goal,a[size][size]
values_79,11,47,"[[5255550468469629926, 2208948131922901385, 3838548888023612210, 1645700668428478149, -9036676033188651973, 8264953644824733384, 7712684391431068590, 244635748808755119, -5592770168838441354, -6645805731476124436, -6847855574240933571],[5245225079681002825, -8867690313298678409, -811319910203221361, 2787522399894508812, 6745974291574069390, -5211249504036225322, 7477668397559486391, -4334370007049984050, 3966002530126665588, -2452946889552343420, 6988524792689805935],[-5032413244628010463, 1072319943473273378, 8963018134146632659, 849396510431569074, 5084251051463274120, 5884808989639517184, 1677649292624099785, 2178651585218436025, 6770163459736840193, -5118165545716403093, -6716114928010095220],[-7685065350931808354, 3495262275851597540, -1335165159294348073, 478946220406362204, -4535863573086835855, -3889362938055342058, -4177063884817580948, 1272435154808067263, -6636190381803435484, -3337888528993568662, -4802012706022882140],[110168545924857942, 8111249398243776459, -4542988202628164942, 5190933313103716867, 4483416938877908990, 8521921349690646733, -6232455367533743828, -534269470474703625, -6511477440992130511, -6456167224938794296, -2984898338011876684],[5723744484620935500, 3100050831969934691, -1792423450122278933, -611190717380367362, 2721610401101722094, 6237446889383168802, -5086886058432049094, 4147678947169490994, -342911178334979440, 7110652145633943755, 4150987640875125497],[6087484661218737885, 5912372117065413346, 6589702320795876792, -5889754845829241568, 7447566544947013584, 4249277175172589630, 2901278548135437584, 5166841542084978167, 1141801076049443094, 1478875932768811496, 914445637330061087],[-6008945782583397959, 382719144901485608, 2550815364682625092, 5276120375427962661, -6993224556149556480, -4465250818375682568, -1854274605018407763, 627435756291301771, -671033485852444508, -3018751673116354835, 963770352889446541],[2818669747589243841, -8076894533292269167, -15937583575767006, -3919662626751197472, 201453792179529118, -123666288552161349, 3528796666783773496, -4757670181270285127, -3838045065034886394, -8173739148550798179, 6846997660640384313],[-3107853953990499219, 874984408350755078, 5360892742453022951, 6314218984652017465, -6662981673578047815, 2345240634332311141, 2559616579110735600, -1028905397610681249, 9061122477168898528, -8809190068690853378, -6486982717853189736],[6328186693933577644, 8056432879760750153, -5659640687625068849, -5305326986009476540, -6440800885720179731, 8516280083810559040, 6311902908899449540, 3319081616171348591, 8525442734160575792, -4703888779315032725, -3223919282470867173]]"
values_78,11,120,"[[-4587129174033007890, 5496149184801058811, -8396718570346922221, -2195184746609099957, -759462486214166885, -1815893578372519985, 9108188573295942260, 9119675694578201926, -5217793832018465279, -9090490925676211718, -3998252333811038718],[-1928380850553285131, -494294404340196821, 820915706680943745, -1182537477405908741, 5991301791578743759, -1540627586874666629, 3463532392239482192, 7809669817172257779, 4938419752772550324, 670761870243436524, -2340179381814958601],[-5839642973532497763, 5312316818947873565, -5406922171364908708, -7845582178575931460, 829580762453011429, 1714137604039940262, -3185628409404204764, -819554287613267943, -1227457054593298918, 2476977601242279836, 3952870722308815257],[4692662484336137705, 5396049178571485614, 6138646031556501037, -6471839104520468667, 2271840347757312805, 1927892928610029307, 8415439255734742856, 8803418128021971245, -5782532548902422950, 5551752405561334979, 3311539866443550910],[3262550906091022403, 6257249640359328692, 7310455459224629246, -2962270317812953643, -244039748770628056, 2664061069816482295, -2984409575061938476, 5878467017387781883, 8437530975989164249, -2041076471839655759, 5498399439695330156],[1896627061051918246, 8688986331203199053, 5024781798160675920, 2617217160855920394, 4416444372366933552, -4875516061856325297, 7917569636331143936, 1910805055976793565, 7866432721055990534, -5144631013569817590, 7176895967199371057],[7472057479020123410, 724459098227710977, -8659565000359423417, -8618882554819992177, -8945553212469772897, -7718506346218728886, 7379256476317738312, 1771601743125170255, 4940431284840867736, -84533940884209165, 7749264133336241765],[686308553568812520, 8734274739135907510, -6108122438913710803, -4046368738287553500, -3601129969457127505, 2577368658063013776, 4965402840247929247, 2692322169618196577, 3291682490228303799, -8886104452244491069, -5656219768837570696],[-8348495054683767640, 6221252712080638118, -6385754177905932854, 4763001219257661779, -5776288890405121483, -6993791269962839257, 4065138040923445940, -4032801056776618389, -436321551892043362, 2504298230179141590, -503209680328678120],[-8978174748780218747, 7439616911924490568, 3355751090262641866, 6385944395154149209, -6357045269359415693, -3616298945455339024, -2139780486418561449, 4603170831968715533, -2817843987003797057, -4276426851873512685, 7549043711614478731],[6910806730332278587, -29053778515374903, -4431336094317800757, -5374671434769488484, -6374552114345910128, -5593274954668637187, 8987697591001690225, -5391629457943953904, -372961077089893897, 4259333219207830787, -851557498822928892]]"
values_87,9,101,"[[-8044624354680291829, 3179708773608132787, -2819795881104029599, -9139684224660057300, 3992437087917168829, -8123296886283737574, 6237312896358507743, 3663910765221427503, 2528087679206502832],[-6215829707377680220, 4205256823965205088, -2804578145163358796, -510196691346960736, -7835433103151773944, -2390865946138264327, 3776577390263366573, 6956619209234109563, 8553973523408256635],[611231829944542561, 4828525926070266439, 5668542691535353487, -1933398643703281103, 3454740684116599749, 2241307626484887771, -5436767694376065422, 6124532753205104673, -270340785799558482],[399690164982783243, -5347536634766982934, 1332707603276652898, 4298740315912449179, 6146719018137267774, 8865747336580463174, 8397866473393227361, -6300262510148709205, -7874576204058449721],[5042903201302730190, 886014349058699486, 7841402805866136150, -2577179684325839192, 8149421233401184942, 5599117075145721323, -1588953066047844116, -3569704631231548126, 1626245609306305303],[-5830618669347724810, 1927604426859017793, 161339944028131443, 3641485957183433805, 8548743232048444584, -305614487372169513, -8994980063574068736, -133735590420352586, 58817009214358253],[7329128627992926571, 8849525522896732622, -2331917396942908472, 2936635732433730423, 5874213954881951142, -6535585539808596930, 3110164323299835208, -937575164739917904, -4513406990487657274],[-425953682782362728, -4900697535789300535, 2355854345934994391, 109433909398092271, -8512543249135909249, 1598864631304086729, -2144621114837847065, 6901191031817649142, -6346620596315401120],[3006866741350508229, -2159233351358756915, 4796016990053987392, 2054243010559306444, -8587570168354329782, -2280019377839441140, 3472152996575933637, -1394181953281614758, 704230596600948967]]"
values_6,6,196,"[[-3941381337320095082, -5445666959095608811, 4025957243912689954, -8820642820976729190, -4203604498938757142, 6003143668546696024],[-8213284588905472041, -3972542656258240881, 1197534400359821834, -8544254535281663059, -8819370860103998066, 5529790152941449988],[-4283023500633038217, -4805043790389772915, 4105990189317152269, 944705211848099863, -7796483184361649863, -8406120425122693861],[3279270138419030181, 5226938024870814100, 8121826073564234226, 924833914860761843, 7046851548784836600, 2773208775455195159],[5553638154624047800, 1600176878517392112, 7268895710435909068, 6819771457955069251, 7705634041465158844, 1404374334291597027],[1013583468166226081, 2869614442370962470, 887522803227157631, -4368619690604795114, -5478975105112565203, 7751903610770506063]]"
values_68,8,120,"[[2635175891065124636, 5846999205155017380, 2986562958480071074, -3344191863308505041, -5919908489919006702, 4201039491781591050, 2069011379525379919, -4873331308651674929],[-2038055869293763213, 3205312042850721855, -4478038739906568069, -2504065360016025225, 3356774796874586618, 6320108997843879667, -8078472353513022905, -6256774227914608811],[191919819021058146, 25154052397427512, 1783865424294412491, 1229437547385966480, 1095536593527585983, -2155063517229730857, -5462295681872862117, -3233141932347007420],[2864792067973720718, -8680309981334422977, 427048762945378324, -7637702598322470017, -888599991030826688, 8932542753915894337, -8375783756546425597, 1630743631412315978],[-8660919397772484349, -4594541996364303455, -556316782103719299, -7004118120492818224, -1702898811226370433, -8195864168672097992, -8902610384168949945, 2963564967287652521],[5546111057970619963, -1509235568163852675, -6656419479244982077, -7856736391882668389, 2259221087555848425, -6860785086353348783, -7517862606073384743, 7086126461545120220],[30270335790278858, -7866192125005729734, -1477586626880584774, 6427771651366533597, -2627959614459502607, 8494351919599417035, -912479867207267611, 8102122774599028186],[-1991145609310044360, -8024401995618588530, -7324573385195411185, -6225115640537160144, -1631441253795207635, -8784911116687727669, 3905659054051892963, 2266019497206595745]]"
values_69,8,47,"[[-1071822982616688616, 6552249745251968890, -4236907724066738829, -3970192731524376555, 4899814928782215358, -2161596885031370651, 1518718391744564726, 498006887777411572],[4593923280267982168, -5279827367092389609, 1240665747627091974, -7103062580437185318, 3008820571651999770, -5372054454386076659, -7130477515787217005, -6953328614574855453],[-7961300707375478456, 7417104835288029888, -8589736928006375841, 6688544552694390463, -5095432798027207726, -670168252745465467, -7055628266486343060, -5015273735950576283],[7439193310701223140, 3993850660953613332, -2119452698619563892, -1222298341796089493, -8898931869012169606, -7516171330807766627, 5630245647876442679, -6690627824142822628],[-4669329856838938011, -4423303540184777911, 2427733939348563907, 4307434753734549526, -2446281144693805497, -5686839709842479258, 1592417148682712174, -7392843917720503702],[-4147182994921781959, -1839509184874076794, 5342755060380674723, -5156872880784690203, -2833551027581444562, -1000067695276580310, -5519017708206782115, 5500935216207060844],[7686461018028517574, 8277991274885342769, -6708114418046526302, 5506952248218291483, -2416728125378460015, 5156981269431267403, -4587533975565407821, 4907614667523169861],[-1360622095996208115, -1411269877525378923, -5301911896091423358, 5625174843341657405, -4741771676567822272, -7819626032472542586, -7118539502052427124, 8525654664587829447]]"
values_1,6,197,"[[-9082102151393962427, -7962609329307966226, -7494663635423467933, -4780957063680759656, -7115241702204622141, -8857084240531569195],[923753794614889475, -2221011197696147110, -6356397292701448590, 5859002316171314723, 7997656565447165252, 2248168447547868396],[-5816680570373085998, 4822714368108107116, -6734943042634048071, 6642233047718887269, 1144854273115479817, 5249592630058118373],[-7490639742471048971, 3306462819183923541, -5589213725191392303, 5581220410654827810, 8414353386319180144, -2203963874226390671],[-8837759802827974483, 9012410093823863847, -1663297235032570001, 5234096442089302514, 828883133129848170, -3590669527295099431],[6584602816281476336, -3653622584790550277, -4571618786701773688, 1770310458858780509, -1446485103241274214, -3423837256115092569]]"
values_45,11,155,"[[4645917310516575273, 4887685444533671620, 7038972556056608100, -1352766066396011663, 2817066470875364502, -7361454061097061698, -8196839181666523578, -469272855625506438, 8837192801175422480, -4206169180292418795, -4451997288204952752],[-753320436970122968, -7841320563266172200, -6636898806514776660, 7500001224579557662, -2681194803760831192, -3433818414008187700, -6280735116666785876, -1090560585980301901, -6914903399020540856, 5100651233266139863, -4911865202519469972],[-502417050481260151, -5160415398463583792, -2161012468365649763, -7814274429659739524, 7035249998647344484, 9156139233247912342, 5454881966581834204, -8910904614636072380, -8771356053295738719, 5762402461707365540, 5661234045177687851],[7296290898823861031, 2986075298973264903, -6698977364678653781, -647999933498982485, 4895862006800969351, 874402600101374495, -531689232547962764, -6512272829373146557, -638643652177625916, -9093646519223211727, 8294686006233371681],[4364011075042255704, 1984296410030779238, -7641264873579790959, 5633102994816700547, 5757410905458230732, -3041123527021108476, 4710185650651515811, 5362371276950315815, -7774187875035652491, 8438825017167198022, -3813239399562563536],[-1960301375546706929, -6708212213870222776, -4839714804944053017, -7288147410934589152, 7270003446376479496, -8311585585711169552, 5316712610320250362, 3911554746186775992, 2602643537684927846, -5155982660677678493, -3419890150501541123],[3304454140564501572, -8757952907374811174, 3471698886113374356, 6383336636289179628, -6019543727075921943, -5242025765097439897, -5613458363782900963, -9067423634580537365, 8056116934747603530, -3008181843700350659, -2389405442038994894],[-4146039792299328912, 4161183467112951890, 9193610876454850757, -3638015140406545360, 8793417703476220701, 8984676009228966229, 5203439474113023249, 340966956355677346, 8612960682511741423, 3202030227420150940, -2722251446957509222],[6228934526346269861, -7838643954612247144, -3313442396318738211, 4212404527972038663, 6150832845719463436, -2332926473916484690, 4787552082754328773, 4871817912904941963, -3678587591357249078, -6052846261876302815, -7901626170447573361],[1990260084030841938, -2833519382068983171, 8214702586209377830, -6785220983224860532, 4178821833694777712, 8942689337163088028, -8991104568327179233, -6422566947217677143, -1327678131425128263, -5112593106470552502, 8249994703979283844],[7489045163091453095, -7399527145922656780, -1277111960105713591, 8583219702663665373, 5396625903000110458, -5960177261902327428, -2045507400804508048, 1031832841038389470, 7083474667346746783, -1576138262984790198, -7527850575481387031]]"
values_33,11,122,"[[-2060468377043389089, -5246141155350151660, -4044782015164792403, -2875346998956943264, -1932583831510445735, -2336877845283560524, 5842332383321571468, 2343429639508042118, 3446170318984574942, 5101374888226176035, -1203162715433389491],[-7161086284045390017, -5575816940987398812, -4680895211430417994, 7311235101722034801, -747753835680902831, 222657206016283648, -3228751123808889402, 207732889909939200, 1518900443088544927, -5434268822408533914, 8214247492461112285],[8225027415421236672, 997375159268756095, -5566676314917423491, -5724633103768519170, 6995614546381783150, -3486946186222021525, 6940476363589216096, 6844625214992655490, -6836971463906297572, 5695616245989313802, -8886592374695919421],[-4168670494797572660, -8341784816013809703, -6375461778199373637, -145260263531658108, 4394003853457909371, 4845748301315437544, 7480293683573177820, 791329737299937457, 6274708285370386623, -2777195002127053463, -5830799651743728411],[-8577039429167188318, 5167251248873874859, -5095022183230363109, 1072534155814874654, 2821581511866204720, -2134706066359467718, 4688897696871251413, -7151053947652607209, -5089581409105434774, -3930654096065118697, -4732674040633893570],[1108438628078806133, -1601994818586516341, -4406627304244460804, 4735333914916201241, -2573351876822254028, 7108416173371120022, 2625678520041162276, -7708493429351401232, -2953769592978952389, 6520063986193163023, 7241639731718357843],[1161573763401052653, 8576328649938919817, -4193758671165448140, -871729887233321165, -7168668416289966798, 1061486713750398562, -6976059404526182287, -5738897327982219554, 4992094498143407723, 2458863836013639510, -6193089540453243482],[-2695084422000989924, -6338213106544746922, 4491851339305733437, -5355955500738726139, -6759398646403189596, -4619378462595807914, 1851524861628206480, -9150119384612472817, -5578672853847111084, 3270883525170728713, -3277704284209691405],[9004654322307393365, -7157879850113651990, 8715170698537577515, 5659198070112631034, 5485695115363443029, -6158650657345045386, 2291853773458306303, -2742230079423830052, -8307681941774061956, -1162581781363479289, -4932108205803632618],[-2407203695826399695, 4692278760469536361, -3216863970757775534, 7435001600540579208, 3555467392865316769, 6493483459220811283, 667530675545257523, 1374498004054241285, -2864032258236604332, -1134698899030703791, -1949708968926238602],[2132743183747708699, -8716321623030280468, -7535446546484280730, 6839565400319535601, -7203991215154959970, -2087199160485619708, -1936358604265840519, 2338914553709461898, 6449030464516475357, -5728447285472960661, -9068978922341561234]]"
values_15,9,155,"[[-3052028811879487554, -8482095357070459458, -8023372952169749230, -4374703396448667841, 3304057492262669582, 9152621019493586260, 1487914293306657575, 5569821128063143187, 818541057513475278],[-1300025779886132668, 1119303225087619175, 2176871325299123206, 1000138808518532120, 1932683767419877163, -6317707233382283188, 2282893842252965956, -5757475788003533972, 3478626189489827393],[6723646951577570846, 7325729091038625203, 4804176059350963537, -6838248093197034454, 5280156187137202340, -1019224966975331954, 2758635255438302075, -987787308050908446, -8247025398927922916],[-7076577934071402908, -2767520481206995803, -801417922056432591, 5085612851196163919, 7370287424191045025, -6021886334825707671, -6874701309200696593, 1269672442041016410, -428117979771755579],[2682792697358726007, 7874132446839653619, -6456780139931404386, 2041509981459734899, 2454281139312698310, 3175222945514232619, 883752772485920138, 3077677914516350662, -2667466559440482536],[6764017434335812160, -4674553083613069237, -5355093043680956781, -3853882601392700796, 4307571045243823549, 2072457068409601723, -2448410697722044183, -3410919188634344337, 4112551084104787100],[6908540416536653740, -156095873997898048, 5717108783120269590, 5994499678336576276, -2103769707703021484, -6945401261037246629, 4077763282095892554, 8239534871375109264, -7154714200737418488],[2304139758087457632, -1839672065148957108, 6400686385759882198, 8070159387596014894, -7873888911788601246, -3936096385303373648, 1430153394413348593, -7834877071784729277, 804233415803872746],[5896851955080433431, 668062522974450504, -1620100778929197639, 3381521204963865864, 6694044281229123712, -9020034596012502158, 6201029120070951648, 7855150005756906289, 2407739799898788213]]"
values_93,4,122,"[[-4966651370139431039, -5267796901589225805, 3578542272842930478, -1014269996361575896],[-6051390932776473146, -7239852769192004845, 4242525418940083419, 4457888081991335864],[-6084450323740810924, 4807354962094550478, -2811073967587997815, -6999625369314385497],[-1953158183041785491, -4474305431921071886, 36255107052590946, -1944403532275043866]]"
values_24,6,24,"[[-6899346158753744589, 6026464766558261773, 4509559038603863943, 6699040040515230738, 977181467660488899, 835111137928954271],[-1441584915682067155, -496084181359047964, -6217945773327870678, -4815271717275080773, 2426150082982351837, 683977327085427349],[-5516004684995096063, 8204572161433752178, 7956013743693875840, 3656717924092546854, -1625955082527983881, -8316161009662447709],[-268473903468140211, 5789065710919777413, -8041367975896568358, -2827359927298010736, 3583512752866071293, -4805973756976232505],[-7411328091091267261, 3672830898063886779, -5837330105806875940, -5894058053220796591, -1820593410028243257, -8551308018442327267],[7312692678836182316, 1758483779440210564, -8505235714818120264, -7805626844336692249, 9128167434627996417, -9116059708608351603]]"
values_25,6,155,"[[8238958132727396035, 5202413449328728201, -7395753343557100270, -2757820285437111050, 785742579807071169, 786115128662726146],[-2036242261568267244, 1529053771067689355, -7163334556290543838, -2181431764268851088, 217100685503214923, -8824829180555858978],[-8497975588958242421, -6234014659071090678, 1721411546807910222, 5849773667037884341, 773957653469736001, -580559896928563788],[5115587521912669273, -4601002334232844238, 6833700035216568215, 4281359487224039055, -7539726572487935025, -8084245881490322159],[1173822544704476750, -6754522134272178548, -1731269999945470658, 5101786762643409971, 8303004286437965913, 7228344578382515123],[7667221043830268429, 6560974787793079487, 1371378286845163487, -3211525380913915410, 8832572282815196427, 189539285390103876]]"
values_26,6,196,"[[5560036325546417478, 1242835492311173434, 7927100589968722289, 8833733086498501177, 3592674065390762982, 6755281459010688127],[-5924171216934905479, -4724916874019347687, -6206301347197382430, -7700471529629811863, -7669191612138980132, 7628984316765621574],[2823411558706654405, 2011599137406659675, -3634097190033803667, 8685161138155154978, -7422583876429106090, 6939668332296200116],[-1417410753707837778, -5614135741219674259, 3499324429673356167, -8627542512199974362, -4052235216734931569, -5786323873640848770],[3889694436978775608, 6667775198875995923, -2215995681852424872, -5364000937082471736, -2305103924004653270, -365920450780736594],[7614661289275086084, -605626823447382636, -5743492032314771103, -7287129350812915819, -4032526804792904136, -9011691705764889947]]"
values_48,11,120,"[[5639493776512583519, 6146939481881421559, 5206470176101464353, 5762013686953953823, -6673189704638959042, -5037857909750198356, 281700101774302436, -2475867210506899151, -1499711662555926653, -1207506049221877056, -4534893163326935230],[3873645531668075577, 1705242624557868589, -1178750433093184395, -5122432890466073642, 3778514368690648598, 4675309377335796356, -1630964514463198911, -8768649946956459699, -5100068100640197591, 5648480463248408727, 159792348901922982],[-2214763437252390592, -3736272333359759248, -8050175034288039811, 7157488170061615347, -2224437208960074258, -7398738075830757858, 8399946853115792340, -8805629658186639497, -5654297545220241006, -1782083840608956090, -2100328169758630088],[-8726986354977625176, -7402038543894459512, 4168486482113902285, -3073089104933111919, -4897511977640839892, 4630566951007794918, 7727344844302788953, 3816086687074247496, 10303254358140702, 3322993883148280873, 5520188529257540722],[-1918894234634879581, 1369629549109652900, 8756411230067128414, 1174941231822649692, 562629827300019628, -3887555782771853019, 3259026799744102137, 2069993399220561144, 7282188624233500175, 8337309873650086214, 6688457009002529938],[2862104152966902529, 759852871467869331, -3978556346973875648, -6185466374979817267, -3547096916926032360, 6177236121509259409, 2068342574818206394, 2628936250440220328, -4773181962504086250, 5052336590691548008, 4765955680785452211],[1302710339889127135, -427574634291514433, 2203903364750632888, 7662659908371409296, -8769498595426522574, 5779128993759281985, 634214089508784708, -8736047463516999346, -613144476441363134, -3269679621385994082, 54778401079298615],[6526529936538177359, 6126579460827091953, -3547197126301259035, 7626261276640544968, 1994965928655704652, 3958695139216484612, 7873537570893110096, 4427968901501739471, 6575863202314010192, -6822774740611353924, 2873624141883011181],[5892867481362943318, -5276282058247626494, -3123889792321368944, -4805767709503068648, -8557878346688120366, 2219318762302323096, 8501086120775326570, -4113644043123475109, -6010187287809492122, 4672760428849825128, -6083448819136026623],[-1753116256296449290, -8390897139950037759, 1826777084919417484, 1647611012635936567, -1522524718863824073, -8238305150024620947, 5680840361898595256, -6303795135733304544, -8859630493987561085, 1462584484516403434, 4060273740214921027],[-6011450789813004513, -5428302459665514890, 8710393375736182110, 7470621727523314151, 7108899789629040630, -2490861223848986297, 4721701476640843485, 7047532893608920161, 8857090364131518752, -1560846015070214889, -8767044677780943326]]"
values_71,11,197,"[[4697540864831416478, -227305920920212508, -5025094492845762628, 2302693210441880717, -6246419170367911120, 4282004226235197113, 6361334664880790004, 5403807008688746933, 4334846341763951912, 5370219063173761505, 7668945823227976977],[-1831017227428623109, 5389532507901636480, 7580037623829837202, -8228709071897164112, -7226287101255545282, -4179917155016548964, 281147264486871990, -6851286305034211089, -8338813732979850400, 7386656170292195801, -1654719175872995584],[5204968636090897690, 1838662055393868586, -4178703478698039571, -8032375400145255973, -4770521827432211037, 750699607649435948, -5887329576694414042, 7641561570579849310, -3657145597043921556, 4542144585540016786, -1773956235530482227],[4159820838788768096, 4541169770666077208, -4500908809962889702, 8921807006090302553, -3150464700517723413, 467610024809772094, 1016059871880590477, -5809974956941046841, -111048892935507236, -7007380276032850051, 9005849604950777103],[-4680256745746812378, 7295130492514001726, 2686744960068660924, 5803808722065634352, 8280660023724005720, 3710205288834763884, -8487805156819677561, -3929756682925583048, 185427850716195477, -7987592973218075295, 572077335349828249],[-3650321407699829258, -1397280722016862192, -1917016150141132205, 8262603383632186755, 6956514416219979790, 2322576494618212726, 4574603149451544322, 1718128156013344584, -331369639894341170, -8945089538063681260, -817693514767940035],[-1404114985610912554, -1051489180595496873, 2872676974407266743, 6706324894123601021, 2042485090753032930, 1628336150525413080, -7762574946307298040, 1243287985914155937, -6938725035235475564, 3290082165855429198, 3979883799862946257],[8494979874968099586, 2965666092227181775, 4310228320215549268, -4641448416264116834, -2079989702418268289, -5998022949985842557, -7625162511659642950, 6765989092351656003, 2132640526278079961, -6134522436019577811, -4070112365521856978],[4262774604332916165, -4943548304994635742, -5104122981374082700, 3921901254286095500, 8041444852880079788, -34518155190748306, -6278296031622081008, -583578177165992903, -331918052167541392, -8041635833566433194, -1087918149556842533],[-8017932068870353369, 1489418659393980541, -5204820129776481718, 6866611468955722649, 4973499376214263140, 4299247356572256457, -5239064345476950827, 8716608824546431922, -6141680960373718379, 8401099884234625350, -3580073850546753358],[-3052715624898186666, -8157581213554464104, 286023588989263574, 7578048835105777153, 2679761612933749870, -5811070641769041063, 6747952289918022912, -2484920502764585712, 6903585535754648202, -7110975264823658077, 6396238285740130175]]"
values_76,11,196,"[[6817026973627669150, 6943760797203348741, 8249854896853237105, 2618928760940124794, 5408743327296132603, 4822820026524563769, 7850616230751207951, 1791781899129267521, 2285980915838192528, -9105828353539744336, 3956836816411840991],[8406171985157654386, 1623880959719775970, -4539013072453814583, -4018047390623612787, 2379288683438203946, 6062106710992705706, 1526078481479043367, -1312150073374489177, -5891619691506377820, -6791270819149502824, 6057380530693898709],[-4370944833306054662, 8031385086067765501, -1805320042676094925, 4499151014059368206, -6675264206945316805, -8584266899111533142, -1373544972854828996, -24784703886515112, 601254856642089989, -4064132097804945795, -8615898339545297865],[-6598927853381886312, 8595113970494769089, -7357471270075649312, -7524282866051094696, 1394139283062759743, 4944202190267596517, 1788231666072488265, -7512840057004417930, 4008730655456115915, 7092752717259139209, -5448586420975475613],[8780713936523386210, -1016337823417199083, 293730758399982911, -2879016746351035979, -5502979809200924106, -8476414513769652551, -8193021203694025777, 6072227329079526881, 7432140863244743922, -6734024175679455554, -3865670547860127740],[8387903338085008343, -34110247061665129, 1954982157830055333, 6163548254051258036, 215266489325850158, 1192392047850041316, 6226557429198808322, 1070495774260851608, -6190395633245585016, -1068514644126261548, -2121315295263902686],[-3400804109764688194, 8407890034323320807, -1501454804101427905, 1616374267605876522, 5200867322224640227, -6340888579838536546, -269928317165089591, 3582511183980101757, -2485394778774645335, 4753928210670478785, -6788548583740148268],[-5412731176556453039, 7101407281108265750, 1547732910980269833, 5449592325270706361, 3793853901216381361, 3499858720454900111, 7934325081660301244, 7714450866508675618, 6575565518625977014, 3725073897921768136, 5790358789152820242],[-7047357716584640921, -4652708974344762120, 3601090132547290242, 63577871943724033, -7314516408491609627, 6947238581008480022, 7824211652075130255, 564502337084969486, -4615274496082602314, -4856385067426885142, -8148800706055880441],[2634469225260527024, -3017325238767071052, -7242999952120046209, -1261510503262005665, 6696538383067142524, -1502308354004533554, -3517099101170072219, 2549711498898463735, 1757993619232011019, -5289303697819835932, -1267067033680364865],[686215943815688247, -3137938558187987926, 7832495050611631117, 3266300950111073698, -3088792466805265396, -338547515297442042, -4886356590957055373, 1796892190366438251, -2546737183768996366, 4547107294660700722, 7336886261600819991]]"
values_7,6,101,"[[7959489587672508845, 3145981475540763186, 5139894490475712080, -3889758460971405394, -5345600359505786134, -792795047018086175],[7386345486215890497, -1307776538031512906, -4285213160764780415, 7753294483433510547, -6115160515001335376, 4435196547533111674],[-5801665496524917851, 1371655387181027418, 2765773152733785427, 5316229124328369807, 8842896535526786230, -7863046331543689276],[-7042753620216252481, 7337747748298527655, 1704187258843126542, 4343400690346420084, -5423070868406246721, 7578162416936971264],[3138426681530984683, 4826515077673928865, 4369869768679743808, 9071204068583086718, -7514084638679685670, -2882085934963273499],[1554953927613999114, -3390921994427640977, -1611908305022378547, 2960477097090966009, -1136560320706388544, 1970514932460484428]]"
values_50,10,164,"[[962435459396614290, 4124061384925159790, 6701298774782868398, -3158504401910639796, -4915560063484963901, 7078300278142379027, -2316747747575604075, -8946608423312127513, -4410656365196665794, -5687187217842848641],[5364860926343945444, -5768739988286854366, -881771561728013317, 6115072546455003347, 3855394656723065664, 8470775989031777451, 8238015248582997757, 7306676382119870792, -1929186384197730537, 4310687052352390830],[8528394947578614755, 6280551319062991063, 1358172307205792165, -2574839266856623014, 4038461433208460071, -2354406504884653377, -3000404800566829695, -6326047622574368880, -1953973120088689320, -4135766217444342147],[4360683051704470614, -2639451445065713235, -7035315292208571610, -3510212466462107926, -1729225783778553553, 388849268163555442, -3361683698080723891, -6043166001312951523, 8276691260903758171, -7976477406568571931],[-3719281409625618775, 379476975548189877, -599083653027252600, -944346829410412297, -6613060147766948497, -1803638492124984550, 1944825419314031763, -3764925037323431511, 1860864577556721942, 6168418117183278305],[-3447841487316878364, -5380312190554931368, -2487686817348727037, -6746663021521977514, 6828726808376619216, 204705488420111886, -8258088920149629538, -328651840301514717, 2458629913323076941, -6567203829436374515],[-6856264901257745713, -7113998960126201484, 922489359683037513, 5673398132508312834, -4865896022180513804, -373931941752027350, -8714479755253971848, 3402111707965535774, 3739807723273015038, 5206080438664341098],[-4785316055580889171, -374348419462814264, 8761502419798464969, 4236812657924777829, -527716234465187663, -5527879732304216863, 3295753281505631799, -8508483934692217756, -3765174255699662241, 2089548225565885555],[-4606090344121827233, -379626564939335423, -6276681140425264773, -3294715341717618344, -3186190760190995501, -1015316298854650640, -8746246920285894506, 2348913871058723219, -7625403032410090378, 3226662014012277373],[-6845413470311182109, 3027761260481710728, 2083294753359603950, 4906473011086648014, -6114831915862305379, 8468760117087060028, 3472910479150431765, 5825336281768945492, 5679163310380091315, -7028189431235979794]]"
values_22,6,79,"[[-7967101892522769274, -7891203401569032444, -4901724513486959671, 8944249410973686537, -7532737712603736243, -3858307201147150215],[697687172791450959, 8248680069464087467, 4702214464471850342, -3070489084061504121, -5301238996402091470, 7734726098324104011],[8525066664737292555, -5478757398066568999, 3393046051915411225, -3893749561249787016, 2157687440070883675, 3182133582958340451],[6034627333271346874, 6518538809039532700, 5301751277589236530, 6929707146661539550, -8731425053415966870, 3703293890843021144],[5536509448141856777, 6395579534880944446, -7075199093591653384, -9217959130483935364, -6358906442461717267, -5485556744352957861],[-3384177025909033392, -4268540808544784244, 4956118448973498186, -544846664458916378, 2757049085623239740, 4526426603793348893]]"
