inputName,size,available[size],allocated[size][size],max[size][size]
values_71,3,"{3946711856.238, 2734279756.828, 3091794809.391","[[449977811.879, 655264880.211, 3913347691.33],[2649173550.531, 2354823018.663, 602841781.633],[2326205815.089, 2467580610.98, 1525375904.314]]","[[409185260.816, 2014669693.9, 271555130.214],[3819454970.178, 376798092.408, 3361564160.853],[319296858.186, 3474715180.725, 2002261295.509]]"
values_76,9,"{376325056.112, 841527270.113, 1839778086.868, 3534376460.604, 380440777.219, 3911239536.15, 3596038731.18, 3090286523.271, 603308223.332","[[169083091.65, 1031619353.909, 2541716091.861, 2328411789.481, 1124127007.82, 3327568812.247, 1854583663.048, 461573346.992, 89261940.383],[3338901373.221, 1747056431.022, 4253263101.233, 2492025577.099, 2778837999.728, 1345769971.669, 2740519346.198, 3185196950.226, 1714452075.295],[2749424009.068, 3585908828.895, 747729588.757, 930892101.963, 3160733377.78, 3216326471.455, 3405020589.845, 3274754215.493, 123276089.774],[288203430.643, 3656451754.769, 2772496775.523, 3044324490.395, 1949801170.647, 177942274.572, 2487068335.907, 357453062.781, 978550345.184],[829400053.954, 2887141917.84, 494893131.66, 3044723118.93, 2064229223.229, 3149845579.843, 4036279604.513, 499695480.505, 2707487319.128],[1363765034.396, 2853036327.13, 3281928583.802, 3723706628.397, 3093702024.214, 2331358854.897, 1560447228.374, 2863748673.254, 4209540631.912],[444906019.833, 1343140903.499, 2749294982.172, 579014677.339, 3281008801.527, 2882258358.676, 2682007246.872, 568834234.852, 15897283.726],[1992723717.807, 3332977771.796, 3176705562.786, 2402902928.004, 1731251026.123, 244539234.818, 783671026.084, 3665941643.494, 1981211608.27],[250517989.444, 177208430.184, 1689227215.134, 1605805281.314, 2199651381.193, 3339970788.306, 1161044397.335, 3883424123.192, 284904182.85]]","[[97560732.177, 1448823058.412, 3291414313.155, 2503727824.322, 3479650109.315, 2612907104.112, 3383899171.619, 2713365669.365, 2567589181.886],[1433797536.417, 934948436.087, 2126289176.133, 220813940.61, 2343435498.133, 773951681.229, 2809016225.068, 3643303526.52, 1410307755.297],[2496547424.848, 886856458.114, 3434951043.156, 577807401.113, 229099963.557, 3374682036.627, 3853249157.481, 2415709612.5, 3765295454.171],[1303300972.831, 3277283316.035, 2924605529.282, 940937915.533, 3604642453.119, 130361330.524, 2068238976.036, 1151756561.815, 1273237815.037],[2127282648.059, 3634163073.89, 3589135130.055, 576514458.742, 3625233697.949, 639770615.547, 4264389406.958, 2388448059.147, 946327619.809],[132587970.672, 2209353797.651, 3758144528.699, 3411191031.358, 4203452653.688, 1684663394.008, 2693294790.181, 1595467469.654, 864385513.478],[1199214212.761, 387683013.519, 1198879534.411, 384721538.401, 2702292027.132, 707001760.849, 1480406118.651, 4192496988.194, 1118056612.437],[2826119349.529, 976248202.503, 1749411440.292, 3711340042.184, 3211065169.1, 2029880525.264, 666123144.284, 223305328.948, 1401903595.427],[103904457.573, 1695000460.081, 117355900.024, 3133793472.108, 883403405.519, 2838184674.458, 1349574666.485, 3538522806.511, 2084814918.13]]"
values_7,6,"{2907980505.059, 2641642530.197, 2724960856.762, 2387466078.831, 2753341248.045, 3426149398.13","[[3298483810.115, 3054755625.273, 2951840352.001, 1676221096.046, 3114842642.496, 2943636794.794],[909192274.582, 2558334371.504, 2342759589.631, 392563658.664, 3337026148.389, 1028858075.812],[1154330466.666, 2142015484.973, 3291202206.15, 4069811733.353, 3358563719.551, 3495922228.868],[891421677.903, 4100784266.34, 2749120998.043, 678528715.288, 1918085015.197, 219354085.785],[3053391079.94, 3674970180.916, 3045138203.284, 3235205620.147, 3345561346.696, 2204466150.818],[2518298799.085, 3684844196.341, 3089612383.945, 1679546465.654, 3562622548.916, 30819705.81]]","[[2910418716.497, 938857358.608, 1184826622.548, 1983592489.989, 2021937773.031, 2184825132.864],[538561185.039, 1284608626.894, 916405195.952, 2670795563.717, 4152651878.848, 1299679558.826],[3395965494.173, 1341921289.21, 794471484.745, 1330260226.721, 2532234005.273, 4132166973.107],[725830642.735, 3560522120.675, 2060113870.211, 3601369128.703, 3399481647.89, 2479381190.856],[3197585937.011, 257829045.534, 2971905130.73, 289974290.495, 2355804118.404, 182015108.753],[658316839.554, 1859362017.593, 2996832145.415, 3381257506.847, 1792329488.651, 2865871057.342]]"
values_50,5,"{3388340031.691, 133164990.565, 594884394.912, 3992416660.711, 916714913.619","[[2467631998.996, 3301928338.249, 1476913893.416, 197492079.775, 779769905.609],[241171461.802, 2686338827.235, 437907312.088, 2880350457.071, 2009144583.339],[3285222816.222, 3267871210.776, 2010700884.326, 949147705.445, 2554909481.322],[3482701342.006, 2623379697.486, 2468932673.032, 3757773571.011, 3708241172.016],[850901938.804, 1211917142.498, 4275540548.945, 3181006164.838, 399962.059]]","[[3828565968.101, 1746478606.515, 4274852875.955, 1814488428.575, 2061132427.993],[1096971364.085, 2118842323.039, 1103974280.926, 1827303114.137, 689179779.482],[3424901060.488, 3746247451.035, 183099422.325, 1523502820.122, 3665914984.254],[4119400860.153, 3162729213.073, 1824370848.161, 2588473152.476, 1371214563.339],[3045567623.554, 3097341717.052, 2545636857.348, 1689824349.683, 890969493.606]]"
values_22,4,"{1694221779.82, 2241886964.146, 106544968.542, 2113211455.549","[[361258749.098, 1497009804.971, 1569891723.509, 3584222433.832],[462852755.352, 1900969080.34, 1075159027.465, 2151162328.694],[1149289726.741, 2361450173.333, 3517725022.373, 3903970879.56],[3077195924.795, 991131272.118, 259367837.585, 3765462413.674]]","[[296554376.571, 185738162.904, 2159185466.876, 2095227676.862],[3020105076.983, 1977257141.259, 524166806.831, 2475795290.296],[1365769980.369, 1958344435.419, 416039521.033, 3242896487.202],[3532540397.616, 3847194713.497, 3824242086.95, 1798341578.408]]"
values_4,6,"{3204097305.763, 2670306280.843, 859907612.516, 3904053027.406, 722744941.684, 1982364616.423","[[3518369445.594, 4181502265.056, 877397809.327, 2441888712.414, 3287877670.432, 930405129.339],[893392992.18, 2307740683.761, 2889246791.706, 3478507396.65, 3182385724.77, 1671301296.058],[2030870460.233, 2957449417.82, 1377548349.455, 309412310.999, 3479729213.859, 1252384830.379],[1294283679.131, 3964704586.416, 1518207864.541, 4224390262.798, 2597885317.899, 1449548332.969],[979305936.257, 2240093800.073, 1576141496.189, 3561948805.008, 2212874324.593, 2996951261.722],[532082127.185, 4035400177.062, 482470548.608, 685387997.472, 3641852211.871, 1769816437.155]]","[[298311228.175, 765348221.861, 1173851148.571, 3305382923.852, 2151280333.711, 1002330885.595],[1319546480.249, 2144655074.45, 731632244.122, 1837354805.487, 3996172952.49, 86814207.717],[2169825904.812, 103755454.241, 915517818.67, 2221977648.976, 1079981740.758, 2786951610.445],[1850534885.017, 1973927082.494, 2146133853.221, 4131399782.303, 2314228812.109, 1532609441.526],[2637341502.636, 2406854136.671, 299512532.19, 1612106926.686, 419511772.052, 725003723.152],[1181186343.746, 2765620215.848, 3336133262.309, 3592187851.225, 2875331295.738, 60127818.326]]"
values_32,7,"{3602369954.982, 3916594617.124, 931566215.608, 2639369395.758, 3307794914.337, 1988603946.263, 588106825.736","[[1084759769.454, 1349960962.314, 2566917537.266, 1111250852.067, 4207579564.535, 3144261537.476, 2328394049.009],[1611689829.904, 1206237334.993, 410753061.773, 34210992.514, 3719799629.989, 2368255498.886, 2153970336.376],[3586222022.437, 1836393787.675, 2134526684.423, 4122559777.612, 1809180652.814, 1468686151.141, 3893818408.939],[4075532185.143, 3540110191.388, 3849547905.63, 1586087916.941, 498906537.121, 754414941.549, 160166740.19],[2197255008.641, 1201530336.997, 1784567401.724, 923469180.604, 2260799211.094, 3615323060.977, 2557110476.967],[3285795590.228, 501064301.602, 851487970.089, 1435288312.512, 654437037.251, 959920697.384, 3683172148.434],[99749329.541, 466495233.1, 886893527.106, 1283433055.711, 4005480790.005, 812998343.001, 721708833.252]]","[[1419606671.523, 1936689164.792, 1571203968.77, 1534195726.361, 4025707200.891, 3676248540.2, 942238113.329],[622238154.2, 3594712971.615, 1969877937.084, 2110094405.067, 1760929114.145, 1633047915.202, 2670016542.193],[3837304505.899, 1038630862.215, 3591822128.558, 3037098092.312, 3853311351.092, 1663572516.696, 1607742194.655],[3982553319.268, 3613590944.83, 745883016.19, 3081340587.737, 2535719905.829, 2390441627.257, 788989408.583],[329253026.563, 2260457908.781, 3118334221.54, 1653917466.631, 1576829586.356, 49282758.385, 597344815.828],[3072863754.201, 3082608628.289, 1980649636.879, 3257005567.484, 1176974182.635, 1749232885.962, 925979806.321],[2193026148.258, 1196922748.064, 954776396.203, 3282632357.248, 3586009958.833, 2291531992.193, 1269875210.141]]"
values_77,8,"{732497904.686, 2150399553.49, 1627417498.22, 1352656739.23, 2535681961.538, 1553590313.019, 1587029105.64, 2848573778.116","[[2490172159.938, 2973739673.015, 2546643801.238, 3913678488.78, 3088786548.292, 1536323872.894, 169868376.0, 3905332449.266],[858995496.352, 648598073.242, 1567808028.13, 43558516.951, 2829458793.148, 3427584697.115, 263985638.031, 1568720498.76],[111237903.373, 1475837641.1, 120296391.276, 254343537.694, 257906593.426, 906102267.164, 2647082048.891, 24511615.365],[2853099179.001, 3194658434.969, 4149734758.308, 3541145376.834, 2747640012.739, 2944739720.551, 349712955.274, 1796500790.086],[4231448206.28, 4079755607.118, 2627017825.366, 3004675245.134, 183769807.974, 3698923506.278, 2274314602.068, 2453995212.793],[3073464005.241, 1611636795.832, 2491709907.058, 2157968784.7, 48432957.672, 689607703.245, 532311446.647, 3928909556.877],[2290824788.201, 669317189.63, 3039066418.838, 2886523427.54, 3615050428.463, 252427746.819, 903055044.932, 3437561219.476],[1181537257.183, 3826676552.044, 3317723864.319, 816542223.544, 2383478615.129, 732051243.715, 2172762773.836, 2092259268.155]]","[[646379181.523, 547219041.595, 1639275190.307, 4215338884.669, 3348698105.467, 2537583050.838, 1525095403.586, 3595159644.73],[3008726318.206, 2135024632.912, 3960045359.965, 3355258105.633, 549159807.328, 4294265855.826, 2884525042.721, 1561841459.349],[2799394806.333, 368738086.828, 2562435569.808, 2073966712.031, 2892503956.325, 4059633690.215, 4126572010.452, 3052479638.282],[2771307719.083, 2769512283.696, 1428093028.475, 4184355226.342, 2864608399.377, 637334892.424, 1039571830.401, 901894541.428],[2110606165.255, 846373957.269, 1098589134.856, 1522122720.103, 701513534.707, 1572747694.096, 462159078.765, 1512930186.969],[1872607887.327, 3155194583.177, 3058568543.713, 587638144.143, 2677752822.429, 149915634.195, 3699620077.472, 1866733301.651],[1548127265.645, 2391056787.488, 2141833628.362, 847828355.752, 2616953186.677, 1889826407.437, 345532572.748, 473070035.78],[995402734.086, 88704013.117, 1153803074.415, 3661377400.224, 752779683.719, 2297763868.313, 3179970644.669, 1990192194.774]]"
values_91,4,"{2924006459.358, 902143673.516, 4273878594.356, 4146696801.149","[[3863415957.302, 500604047.123, 3827901537.003, 4273212834.736],[3130783673.795, 1764021667.133, 3516558316.584, 32593528.579],[2425225960.151, 920201232.441, 222902252.598, 4064933194.688],[1431765620.207, 2554995595.469, 4076540362.71, 1035399526.552]]","[[1245773456.073, 2294614837.626, 1692193747.119, 3705746565.491],[845407166.145, 2278411361.97, 3815845095.255, 26829118.205],[3080717738.624, 2635388519.704, 3578132413.95, 3611711313.583],[1442886587.767, 3313788920.172, 3912861522.799, 710552332.615]]"
values_42,13,"{2418225899.733, 4165290948.291, 539264242.625, 3776853354.925, 2017705474.912, 2594754087.66, 2819878659.527, 4243495390.919, 698808593.797, 188503517.05, 4285966231.737, 1463332984.34, 1901958379.714","[[986303204.444, 495214175.812, 2400486155.787, 780787501.645, 64979244.946, 2432498395.431, 3649417438.915, 1984712485.453, 289205064.725, 3227591913.09, 4042972280.823, 1448301720.558, 577205518.587],[150048697.387, 2166911982.584, 254779581.294, 1733836783.527, 612261097.343, 2095277109.919, 4218751217.361, 124182337.426, 1864118875.584, 1089795394.885, 4238258847.339, 2727643293.799, 2811459283.438],[1524948368.862, 2047619481.037, 286130934.724, 3746954061.771, 1846618287.619, 1384518305.236, 2873507665.126, 3334476052.115, 3218449341.696, 2956184134.758, 2609561508.145, 373113876.741, 2277596195.606],[3782092153.178, 1690490065.065, 4245856364.137, 1385764908.081, 3272435678.135, 2216534549.074, 3843594945.47, 1434366456.236, 2279182028.659, 3188410818.195, 3957957081.586, 3146698593.12, 405653078.655],[205450324.856, 897111342.079, 3997238899.226, 3931773563.614, 3302608679.064, 3753775279.362, 2274937066.593, 1167794048.882, 3896181780.114, 3357212071.952, 3153290111.482, 749657981.297, 166679303.396],[3242341685.244, 2217100329.993, 4035551446.573, 188686164.222, 1374321672.745, 3051618751.364, 3900648362.382, 1969371253.159, 3050260540.604, 3686951199.036, 4147247247.213, 3854027985.392, 3326344067.602],[2360126139.428, 1295479007.473, 3775920194.404, 406518665.257, 3775255741.824, 4101268202.535, 3063201739.365, 3559000725.49, 1203731636.874, 3545646502.759, 1141875227.981, 2454086069.23, 2722925587.01],[270228094.07, 712967557.61, 2436899626.936, 3709467594.737, 1713626241.472, 3829521513.319, 46234098.387, 2337823259.53, 87725224.01, 2509756341.469, 715728150.575, 2456620633.21, 1528300945.036],[3694559972.607, 561905517.029, 606408593.117, 3940467048.903, 694979407.903, 1818810389.666, 2737286580.635, 349083990.721, 1005025182.153, 1764669304.192, 990633377.038, 2602454329.16, 861775914.666],[4041420662.265, 1413847880.134, 3702378729.89, 319771731.353, 4231019762.936, 1773937340.497, 862744225.115, 1801038680.708, 3999672023.71, 1889170916.463, 3993522996.178, 3697984203.466, 2373651832.631],[3794987449.247, 3131324549.185, 3166785302.636, 2929010569.259, 1570417423.877, 595357033.332, 785239876.297, 1505686423.025, 3899902411.759, 413180036.039, 400832699.098, 4093560498.467, 2349370865.255],[3857198246.566, 2024400327.675, 2791315465.706, 1183892224.022, 93481038.134, 433924441.027, 1176131433.174, 2020976823.633, 1403360907.339, 4014898421.22, 2516415880.52, 3522642299.156, 234192336.187],[1555599122.765, 3775904190.804, 3453908522.035, 170643778.655, 3605083450.229, 1816568335.503, 2884425962.212, 545776677.9, 3029298199.694, 1005672581.154, 4151509122.628, 858078432.421, 2572481776.539]]","[[3873305549.756, 829135901.956, 2610598161.569, 1604179262.931, 701170580.325, 3511063812.972, 1897310232.676, 3882323746.065, 200974786.035, 1099977746.871, 4248561910.938, 3685324843.422, 4104909867.395],[3480639780.648, 3138046094.286, 4168462584.879, 3748628429.482, 1153847070.018, 1531337315.744, 4286966225.74, 3038806003.813, 1799188982.291, 1300891303.664, 2572540236.475, 486234487.317, 4089649694.871],[1921097717.288, 2664930373.59, 3011340199.937, 1180263694.025, 3665862892.934, 4165650291.8, 3035269861.276, 2175173407.548, 2611177897.603, 4155521962.935, 2253233353.816, 2034635688.237, 2319188739.596],[4219388727.266, 1677574776.83, 4293744742.122, 3314869351.207, 3310296650.835, 4224390505.776, 740168840.991, 79571778.925, 912519188.323, 3381157756.948, 4031817648.213, 3300315474.268, 1665233416.825],[4271051098.399, 3421325306.445, 3636629259.673, 1062537133.082, 1483068024.354, 1764868737.236, 1773337631.554, 2220678022.607, 2020591997.785, 234516362.575, 2943758566.898, 2213632214.573, 846343661.263],[1338626532.518, 1635220030.808, 1024630771.789, 1111112169.999, 241441845.146, 2829646435.57, 2880954532.019, 1933025695.179, 3971457322.737, 60538283.247, 2775299653.583, 1646218622.361, 359420859.51],[361632947.594, 4120425371.261, 219478165.876, 4175682654.13, 177658672.552, 872519412.253, 714788390.151, 3750939482.006, 2525021569.482, 3561770653.094, 746604457.299, 2784809490.365, 3227724505.895],[1013007282.331, 1032044534.433, 2489286411.762, 1686199448.871, 1946655707.511, 1166765190.284, 4066466192.967, 3701015908.267, 1863729201.359, 2134025555.06, 1625376665.342, 1113625624.876, 924783079.047],[210156336.899, 4050936647.479, 3266719359.956, 3269175965.585, 3693062347.676, 2839247734.964, 2889662298.559, 1514097384.575, 2475040261.792, 3116470275.168, 3237352554.062, 982219218.917, 4170045045.515],[2598099856.578, 70614084.059, 1750442601.127, 1747693005.364, 368262496.669, 3522663858.82, 1567383457.766, 1707487385.156, 2161466256.13, 834752089.141, 3143946861.545, 2758987186.516, 2313565669.501],[11224681.221, 3578550436.605, 1509479370.195, 184757114.699, 886069869.687, 839969066.643, 275158371.591, 4020545350.666, 920873888.667, 4011267276.608, 941842102.004, 2179488069.908, 1798235834.464],[3764588931.785, 794865930.195, 184590123.485, 82647098.397, 2561275886.28, 2294857121.367, 2283499801.689, 483189886.413, 110590739.318, 510695224.585, 2235681549.118, 2280203601.523, 2152970827.177],[2637536826.777, 3645300882.644, 687369847.015, 415167165.454, 2299227204.03, 2485332114.255, 1665214548.392, 3693059952.646, 3927180147.099, 2464776336.614, 1140937269.237, 751780407.767, 3322632213.366]]"
values_13,5,"{3966707315.746, 1450756690.633, 843026945.551, 3475163191.575, 3558505856.077","[[2276907363.23, 3288816585.566, 2002005661.969, 3281897178.615, 3073779644.508],[899832492.826, 2967919297.43, 260846914.395, 2032810288.821, 156220636.215],[2029549932.868, 1861138993.261, 636390314.468, 4169801105.151, 3752782626.563],[862220975.556, 1783195033.656, 662408508.926, 682566696.836, 1473086645.755],[573777311.08, 2064657082.725, 73790827.806, 457099549.671, 1846811611.14]]","[[3947977313.807, 340516507.149, 2790993180.901, 4036153872.254, 561851111.934],[2193720235.623, 1055965398.555, 478456747.703, 1883735393.228, 4242176365.329],[3999436346.603, 1501093066.343, 1905056601.577, 1851488116.735, 4030545296.644],[2871382625.753, 816038332.951, 3745976054.286, 3549162688.845, 1706936365.125],[3775658729.193, 1143273931.826, 2594302054.685, 3075995489.608, 2677787778.272]]"
values_41,3,"{1120528058.824, 4126801075.714, 3362736130.193","[[4154550484.264, 3104466053.369, 4071267576.124],[2952642590.829, 1832302935.58, 1109116298.317],[3221386420.597, 32428082.193, 3760170923.506]]","[[2393493790.772, 2713575997.234, 4218138242.827],[2244529543.101, 102041328.154, 1526223283.096],[1863521193.227, 117054607.595, 349910870.382]]"
values_55,3,"{2857941172.772, 147936009.283, 2888487185.669","[[2064387017.482, 3204139557.499, 1121375175.494],[2146843166.413, 3688005786.865, 93644744.994],[2900250153.189, 2286497712.595, 434398554.944]]","[[22627737.781, 2129419143.742, 2126659232.266],[4025061810.572, 3604212960.919, 450104868.768],[3586585124.795, 2291980036.446, 3544717896.585]]"
values_31,5,"{4184651678.464, 1238211221.66, 1689040475.737, 712265373.445, 2498469878.994","[[3524883745.842, 438373213.797, 2026266147.687, 206098132.367, 3323950653.028],[1018137174.163, 716322385.694, 2837458773.948, 1275950017.941, 514623235.113],[3937758911.217, 1794850458.195, 376078463.57, 351686298.207, 801210610.842],[976850167.319, 3665526039.639, 2549232663.415, 587171343.76, 340732452.681],[2535452287.049, 1100922845.326, 196552788.978, 1895767101.37, 2303399076.664]]","[[3833690401.646, 2474693460.77, 2067844284.19, 2706390123.474, 3200896320.153],[3552184983.665, 2680134009.164, 1791286787.826, 1279767369.487, 877339540.986],[182722790.176, 438705848.268, 1559927218.295, 681393613.066, 2284803030.954],[403104390.937, 2673736346.052, 3167218884.091, 2747803654.111, 1502321765.875],[3525914882.526, 3941882748.147, 506313149.815, 3529344575.772, 94129827.887]]"
values_66,9,"{2314519162.806, 329962541.85, 2263255419.007, 3273288490.144, 4096692514.288, 2741116660.516, 1853373016.79, 2723572130.792, 1374448854.581","[[1421561481.984, 1193344088.834, 757558250.209, 1211949714.119, 772778260.447, 2745440132.855, 225311561.076, 2403738365.992, 4010416942.617],[3495470426.89, 957495182.228, 1791570246.184, 1592971824.226, 4161419301.848, 1464425006.257, 2889643934.45, 112377734.459, 1279860029.415],[2675686996.786, 2259263221.363, 1364395817.787, 1969587870.518, 643373998.44, 4264680216.551, 357689928.247, 2994528896.102, 4188649689.912],[573976276.138, 271805730.216, 1489933365.007, 4055834539.531, 954652206.135, 139620676.533, 4129770295.94, 2346937848.538, 3204533853.346],[3813957030.569, 3648828453.479, 4131368037.696, 4127832772.869, 1255726609.426, 3570309229.3, 135635019.991, 626718890.379, 65506212.88],[3280889069.64, 4185522172.015, 2581152377.798, 1978764445.9, 2970907169.441, 2712570655.13, 3089070026.802, 3671774888.411, 1695768817.037],[1164021213.714, 1172513942.381, 535601384.881, 1542416230.205, 3675931046.071, 3204012674.384, 3829098630.863, 2953570183.898, 3852181455.634],[425375900.56, 800693188.084, 4100736168.913, 3669456529.296, 1626641893.379, 2833928984.961, 911927193.808, 950123412.045, 512945743.842],[3601302279.352, 3958234786.526, 3093921056.556, 2295090023.42, 2715137703.479, 711589809.285, 2601121469.147, 3284764690.536, 4078768914.495]]","[[1195982064.588, 632308569.395, 1467107868.052, 616751774.824, 359464843.457, 4016512723.039, 2333061581.994, 401619213.161, 2620533523.262],[3720434852.455, 4214749270.769, 866285192.529, 676248328.547, 534084195.805, 1842852958.666, 327060597.477, 2101311278.246, 1800463877.828],[2396294840.782, 3887500953.51, 2048063249.185, 1091138191.813, 1007964659.262, 2514093317.603, 1132601106.744, 3463656708.968, 3437966807.457],[493952471.906, 676486471.404, 794663357.893, 1976230808.747, 958667228.095, 3720529552.577, 1987111221.911, 1009396367.411, 4143641902.774],[819325988.236, 1097553684.376, 301717537.022, 3543355907.496, 2228131640.9, 524881104.358, 1263660812.573, 4084782354.52, 2575661010.363],[3836572089.095, 904744408.931, 3524924113.304, 1983627354.905, 2189358349.185, 1807494357.897, 2362489834.293, 427460215.579, 1769170026.563],[2012915888.449, 2866902115.85, 3080041172.912, 3374156132.99, 4058808084.807, 3213192568.405, 888321301.365, 3794266742.567, 411218211.008],[3613289173.272, 3934147897.66, 1289048761.089, 3163063406.588, 487095161.274, 3956164046.508, 576316791.721, 1472758207.575, 1488957361.509],[2625558523.377, 1096463235.175, 4133755652.505, 3021149103.862, 3410890923.298, 1013396595.764, 1792653993.131, 4290655963.621, 4165380240.56]]"
values_65,13,"{4249629164.155, 1691007503.713, 746755515.187, 244205061.185, 1397312194.326, 1712248422.926, 4065974966.431, 2161026827.959, 2082311587.33, 2432080705.984, 2832362600.729, 338431541.528, 1383681352.205","[[2938546801.46, 576156868.857, 893066005.886, 3546766834.404, 348036427.743, 3906245451.522, 26831533.748, 1829674660.783, 2965071686.087, 922879093.814, 3948109980.577, 4045489015.253, 1183144697.26],[953376696.709, 535703810.322, 198084731.366, 4269831390.063, 255216828.732, 602172823.663, 2887252518.758, 3932051128.459, 2279255343.958, 1494776605.626, 1520176484.996, 3103806917.007, 2733038149.117],[2363339194.125, 2372051278.574, 1563569942.014, 1400410574.65, 4100189006.849, 830160593.523, 2107966937.297, 2662985306.232, 4097324904.722, 3046438073.483, 419541593.16, 1511135012.359, 3893733599.36],[846927492.278, 2694132097.818, 738868171.77, 3494471592.731, 2551726654.924, 1401686801.288, 3167055127.06, 2950356226.184, 1060847949.141, 2572249919.81, 2211169325.778, 1484101231.054, 1483164957.372],[4002794045.372, 725918512.295, 561442619.59, 3036953038.507, 2784230265.012, 1737288303.952, 3771406152.186, 1817657561.191, 71304956.976, 3384216245.842, 3336768431.365, 1718460755.642, 2932995759.391],[3570530151.548, 353377120.031, 2906036784.974, 1097756242.582, 3413654980.69, 1519927292.393, 2196056073.803, 2465903689.153, 2024009746.641, 3080343039.597, 1812562510.445, 495589652.39, 3200114077.691],[2708860076.898, 279545425.516, 3974698559.904, 2349309265.244, 2019688323.363, 408008573.374, 4288682209.331, 3618521137.652, 1319254964.333, 3975925244.78, 966505250.107, 168421807.795, 2152145248.94],[3022502007.22, 2584919808.259, 1415989556.463, 3896639420.906, 632997541.034, 2313404150.077, 3842797294.314, 2157604073.635, 2049003996.866, 3151898941.001, 1770482615.356, 2657852599.434, 423664225.168],[1345621804.893, 4234809929.427, 2128748156.799, 4212548938.151, 4194812872.574, 1755378461.079, 3977509396.571, 2124519932.239, 3997220648.389, 1552909121.807, 3337867098.658, 3405848237.181, 2994789200.083],[2088632150.707, 2866779264.662, 2070454339.513, 756201163.466, 1999883010.107, 1536635974.414, 3248255293.492, 3590342036.112, 3108463189.772, 3750951469.74, 1582296330.968, 1859564320.227, 3728970409.997],[1788900522.734, 3445639034.123, 1171576913.58, 1757129571.957, 1481501229.972, 2808207945.659, 130658216.65, 3178120924.694, 4269268550.517, 3260126187.053, 3052476241.938, 1733880414.299, 3516206654.903],[2247729177.808, 1451941417.622, 1385525728.738, 2607496462.7, 2400758955.57, 950214862.37, 1763260068.083, 969910798.136, 4288449809.905, 4261764290.035, 3407263155.06, 1494319873.582, 2171192340.884],[247407265.941, 72156832.092, 3928578200.817, 4068110253.193, 2708926806.831, 2156632045.62, 72916950.318, 4088627623.27, 4097858207.058, 2416818832.36, 569518786.431, 3832058088.16, 2465675575.049]]","[[3397575098.685, 3133766278.196, 893559370.06, 1001477004.345, 2982143970.006, 971956277.787, 387946202.818, 234617959.963, 1111534953.992, 1630252732.498, 3080851519.142, 3540620411.856, 3230470769.178],[2235746542.182, 4119602931.565, 981593894.765, 1461968109.544, 2813395506.272, 3869399918.249, 419412801.285, 1241831339.042, 1644988071.058, 1474762481.114, 1405358621.849, 2561847456.521, 1966489803.053],[302282168.727, 1512981827.514, 2877153710.895, 1363903515.495, 1283991131.407, 753356180.046, 1222237131.795, 3116175443.72, 1440525437.655, 1143562786.475, 2653125847.789, 3566980439.783, 3569922138.462],[380969458.877, 886229409.454, 3792780864.24, 2226796831.39, 4254250647.015, 3557373801.735, 3767162350.913, 3591708522.215, 2094438145.875, 1049273239.215, 1224237958.743, 2857828160.307, 2386733855.576],[569984184.041, 3929625639.982, 243575529.846, 142347844.898, 1912900348.278, 7278971.066, 3229927418.353, 3874446926.887, 879285744.793, 2161654703.022, 337460565.914, 3504696835.509, 3128852472.166],[1449702234.868, 3561047172.982, 43343452.703, 2802322092.908, 2079530624.028, 3504113499.613, 2537738963.854, 3866743545.102, 2865902438.932, 2081110712.318, 259893376.977, 372745921.305, 3569335625.732],[1626082170.069, 1204011609.946, 3038650620.998, 2524609777.658, 3789294168.657, 3725779530.314, 1643505496.164, 2223274057.18, 3586519369.837, 2312932429.743, 4211881804.008, 2931059255.393, 3041729615.313],[715896484.039, 2866299811.346, 1541613461.395, 211070523.751, 2510034381.03, 992453030.71, 4150578714.802, 1389130390.187, 3287427293.786, 153829624.074, 1011516431.454, 2828045075.563, 2369478401.608],[207083666.212, 1218545944.682, 812320751.287, 785760414.953, 3490065264.663, 2660913587.009, 2983135826.185, 3742370257.899, 3949060145.707, 1698314378.72, 426072093.232, 3897977950.691, 89661278.756],[3483186093.552, 1918753988.744, 3936124378.26, 75839373.976, 207533620.184, 552310663.812, 2361401471.537, 3667498757.589, 1043723485.231, 390814256.747, 182053369.494, 2631266974.765, 289203181.918],[1585896322.247, 2816479587.401, 156571464.309, 961871578.806, 3780472319.095, 2368462842.595, 420668092.661, 3030553273.198, 1747249193.304, 1095157750.143, 1985327221.586, 2011164487.997, 695803694.471],[3689056066.323, 3258129303.892, 2555439216.777, 3245805223.472, 1117286477.626, 3911015302.715, 3865880652.586, 1356377358.469, 2540076687.279, 2899796949.047, 521682985.068, 4233030079.743, 1809297442.075],[3040762769.082, 1135861946.376, 343597988.86, 1903048225.781, 1841132585.339, 2436774970.713, 2685922661.66, 3606042011.842, 499759533.543, 3122026408.937, 793588611.047, 1279063158.544, 3484244008.569]]"
